"Technology","Age","Value","Year"
"ICEV-G",0,26161,2014
"ICEV-D",0,1794,2014
"HEV-G",0,742,2014
"HEV-D",0,11,2014
"CNG",0,0,2014
"PHEV",0,47,2014
"BEV",0,1,2014
"ICEV-G",1,20569,2014
"ICEV-D",1,731,2014
"HEV-G",1,345,2014
"HEV-D",1,6,2014
"CNG",1,0,2014
"PHEV",1,0,2014
"BEV",1,0,2014
"ICEV-G",2,26532,2014
"ICEV-D",2,335,2014
"HEV-G",2,904,2014
"HEV-D",2,0,2014
"CNG",2,0,2014
"PHEV",2,0,2014
"BEV",2,0,2014
"ICEV-G",3,20021,2014
"ICEV-D",3,208,2014
"HEV-G",3,485,2014
"HEV-D",3,0,2014
"CNG",3,0,2014
"PHEV",3,0,2014
"BEV",3,0,2014
"ICEV-G",4,37939,2014
"ICEV-D",4,95,2014
"HEV-G",4,687,2014
"HEV-D",4,0,2014
"CNG",4,30,2014
"PHEV",4,0,2014
"BEV",4,0,2014
"ICEV-G",5,67443,2014
"ICEV-D",5,26,2014
"HEV-G",5,668,2014
"HEV-D",5,0,2014
"CNG",5,196,2014
"PHEV",5,0,2014
"BEV",5,0,2014
"ICEV-G",6,98558,2014
"ICEV-D",6,13,2014
"HEV-G",6,959,2014
"HEV-D",6,0,2014
"CNG",6,1728,2014
"PHEV",6,0,2014
"BEV",6,0,2014
"ICEV-G",7,110701,2014
"ICEV-D",7,0,2014
"HEV-G",7,673,2014
"HEV-D",7,0,2014
"CNG",7,27,2014
"PHEV",7,0,2014
"BEV",7,0,2014
"ICEV-G",8,119817,2014
"ICEV-D",8,1,2014
"HEV-G",8,27,2014
"HEV-D",8,0,2014
"CNG",8,12,2014
"PHEV",8,0,2014
"BEV",8,0,2014
"ICEV-G",9,73386,2014
"ICEV-D",9,3,2014
"HEV-G",9,237,2014
"HEV-D",9,0,2014
"CNG",9,106,2014
"PHEV",9,0,2014
"BEV",9,0,2014
"ICEV-G",10,1840,2014
"ICEV-D",10,0,2014
"HEV-G",10,0,2014
"HEV-D",10,0,2014
"CNG",10,0,2014
"PHEV",10,0,2014
"BEV",10,0,2014
"ICEV-G",11,614,2014
"ICEV-D",11,0,2014
"HEV-G",11,0,2014
"HEV-D",11,0,2014
"CNG",11,0,2014
"PHEV",11,0,2014
"BEV",11,0,2014
"ICEV-G",12,357,2014
"ICEV-D",12,0,2014
"HEV-G",12,0,2014
"HEV-D",12,0,2014
"CNG",12,0,2014
"PHEV",12,0,2014
"BEV",12,0,2014
"ICEV-G",13,567,2014
"ICEV-D",13,0,2014
"HEV-G",13,0,2014
"HEV-D",13,0,2014
"CNG",13,0,2014
"PHEV",13,0,2014
"BEV",13,0,2014
"ICEV-G",14,533,2014
"ICEV-D",14,0,2014
"HEV-G",14,0,2014
"HEV-D",14,0,2014
"CNG",14,0,2014
"PHEV",14,0,2014
"BEV",14,0,2014
"ICEV-G",15,473,2014
"ICEV-D",15,0,2014
"HEV-G",15,0,2014
"HEV-D",15,0,2014
"CNG",15,0,2014
"PHEV",15,0,2014
"BEV",15,0,2014
"ICEV-G",0,54102,2015
"ICEV-D",0,2773,2015
"HEV-G",0,856,2015
"HEV-D",0,6,2015
"CNG",0,0,2015
"PHEV",0,61,2015
"BEV",0,0,2015
"ICEV-G",1,26155,2015
"ICEV-D",1,1794,2015
"HEV-G",1,742,2015
"HEV-D",1,11,2015
"CNG",1,0,2015
"PHEV",1,47,2015
"BEV",1,1,2015
"ICEV-G",2,20559,2015
"ICEV-D",2,731,2015
"HEV-G",2,345,2015
"HEV-D",2,6,2015
"CNG",2,0,2015
"PHEV",2,0,2015
"BEV",2,0,2015
"ICEV-G",3,26512,2015
"ICEV-D",3,335,2015
"HEV-G",3,903,2015
"HEV-D",3,0,2015
"CNG",3,0,2015
"PHEV",3,0,2015
"BEV",3,0,2015
"ICEV-G",4,20002,2015
"ICEV-D",4,208,2015
"HEV-G",4,485,2015
"HEV-D",4,0,2015
"CNG",4,0,2015
"PHEV",4,0,2015
"BEV",4,0,2015
"ICEV-G",5,37912,2015
"ICEV-D",5,95,2015
"HEV-G",5,687,2015
"HEV-D",5,0,2015
"CNG",5,29,2015
"PHEV",5,0,2015
"BEV",5,0,2015
"ICEV-G",6,67420,2015
"ICEV-D",6,26,2015
"HEV-G",6,668,2015
"HEV-D",6,0,2015
"CNG",6,189,2015
"PHEV",6,0,2015
"BEV",6,0,2015
"ICEV-G",7,98485,2015
"ICEV-D",7,13,2015
"HEV-G",7,958,2015
"HEV-D",7,0,2015
"CNG",7,1664,2015
"PHEV",7,0,2015
"BEV",7,0,2015
"ICEV-G",8,110414,2015
"ICEV-D",8,0,2015
"HEV-G",8,671,2015
"HEV-D",8,0,2015
"CNG",8,26,2015
"PHEV",8,0,2015
"BEV",8,0,2015
"ICEV-G",9,113053,2015
"ICEV-D",9,1,2015
"HEV-G",9,25,2015
"HEV-D",9,0,2015
"CNG",9,11,2015
"PHEV",9,0,2015
"BEV",9,0,2015
"ICEV-G",10,9512,2015
"ICEV-D",10,0,2015
"HEV-G",10,31,2015
"HEV-D",10,0,2015
"CNG",10,13,2015
"PHEV",10,0,2015
"BEV",10,0,2015
"ICEV-G",11,1817,2015
"ICEV-D",11,0,2015
"HEV-G",11,0,2015
"HEV-D",11,0,2015
"CNG",11,0,2015
"PHEV",11,0,2015
"BEV",11,0,2015
"ICEV-G",12,592,2015
"ICEV-D",12,0,2015
"HEV-G",12,0,2015
"HEV-D",12,0,2015
"CNG",12,0,2015
"PHEV",12,0,2015
"BEV",12,0,2015
"ICEV-G",13,345,2015
"ICEV-D",13,0,2015
"HEV-G",13,0,2015
"HEV-D",13,0,2015
"CNG",13,0,2015
"PHEV",13,0,2015
"BEV",13,0,2015
"ICEV-G",14,526,2015
"ICEV-D",14,0,2015
"HEV-G",14,0,2015
"HEV-D",14,0,2015
"CNG",14,0,2015
"PHEV",14,0,2015
"BEV",14,0,2015
"ICEV-G",15,494,2015
"ICEV-D",15,0,2015
"HEV-G",15,0,2015
"HEV-D",15,0,2015
"CNG",15,0,2015
"PHEV",15,0,2015
"BEV",15,0,2015
"ICEV-G",0,83273,2016
"ICEV-D",0,4399,2016
"HEV-G",0,3783,2016
"HEV-D",0,0,2016
"CNG",0,0,2016
"PHEV",0,17,2016
"BEV",0,11,2016
"ICEV-G",1,54086,2016
"ICEV-D",1,2772,2016
"HEV-G",1,856,2016
"HEV-D",1,6,2016
"CNG",1,0,2016
"PHEV",1,61,2016
"BEV",1,0,2016
"ICEV-G",2,26139,2016
"ICEV-D",2,1793,2016
"HEV-G",2,742,2016
"HEV-D",2,11,2016
"CNG",2,0,2016
"PHEV",2,47,2016
"BEV",2,1,2016
"ICEV-G",3,20397,2016
"ICEV-D",3,725,2016
"HEV-G",3,342,2016
"HEV-D",3,6,2016
"CNG",3,0,2016
"PHEV",3,0,2016
"BEV",3,0,2016
"ICEV-G",4,26392,2016
"ICEV-D",4,333,2016
"HEV-G",4,899,2016
"HEV-D",4,0,2016
"CNG",4,0,2016
"PHEV",4,0,2016
"BEV",4,0,2016
"ICEV-G",5,19954,2016
"ICEV-D",5,208,2016
"HEV-G",5,484,2016
"HEV-D",5,0,2016
"CNG",5,0,2016
"PHEV",5,0,2016
"BEV",5,0,2016
"ICEV-G",6,37863,2016
"ICEV-D",6,95,2016
"HEV-G",6,686,2016
"HEV-D",6,0,2016
"CNG",6,25,2016
"PHEV",6,0,2016
"BEV",6,0,2016
"ICEV-G",7,67346,2016
"ICEV-D",7,26,2016
"HEV-G",7,667,2016
"HEV-D",7,0,2016
"CNG",7,166,2016
"PHEV",7,0,2016
"BEV",7,0,2016
"ICEV-G",8,98139,2016
"ICEV-D",8,13,2016
"HEV-G",8,955,2016
"HEV-D",8,0,2016
"CNG",8,1456,2016
"PHEV",8,0,2016
"BEV",8,0,2016
"ICEV-G",9,102684,2016
"ICEV-D",9,0,2016
"HEV-G",9,624,2016
"HEV-D",9,0,2016
"CNG",9,21,2016
"PHEV",9,0,2016
"BEV",9,0,2016
"ICEV-G",10,30301,2016
"ICEV-D",10,0,2016
"HEV-G",10,7,2016
"HEV-D",10,0,2016
"CNG",10,3,2016
"PHEV",10,0,2016
"BEV",10,0,2016
"ICEV-G",11,9330,2016
"ICEV-D",11,0,2016
"HEV-G",11,30,2016
"HEV-D",11,0,2016
"CNG",11,11,2016
"PHEV",11,0,2016
"BEV",11,0,2016
"ICEV-G",12,1749,2016
"ICEV-D",12,0,2016
"HEV-G",12,0,2016
"HEV-D",12,0,2016
"CNG",12,0,2016
"PHEV",12,0,2016
"BEV",12,0,2016
"ICEV-G",13,554,2016
"ICEV-D",13,0,2016
"HEV-G",13,0,2016
"HEV-D",13,0,2016
"CNG",13,0,2016
"PHEV",13,0,2016
"BEV",13,0,2016
"ICEV-G",14,305,2016
"ICEV-D",14,0,2016
"HEV-G",14,0,2016
"HEV-D",14,0,2016
"CNG",14,0,2016
"PHEV",14,0,2016
"BEV",14,0,2016
"ICEV-G",15,465,2016
"ICEV-D",15,0,2016
"HEV-G",15,0,2016
"HEV-D",15,0,2016
"CNG",15,0,2016
"PHEV",15,0,2016
"BEV",15,0,2016
"ICEV-G",0,79669,2017
"ICEV-D",0,5187,2017
"HEV-G",0,11239,2017
"HEV-D",0,0,2017
"CNG",0,0,2017
"PHEV",0,81,2017
"BEV",0,302,2017
"ICEV-G",1,83259,2017
"ICEV-D",1,4398,2017
"HEV-G",1,3782,2017
"HEV-D",1,0,2017
"CNG",1,0,2017
"PHEV",1,17,2017
"BEV",1,11,2017
"ICEV-G",2,54053,2017
"ICEV-D",2,2770,2017
"HEV-G",2,855,2017
"HEV-D",2,6,2017
"CNG",2,0,2017
"PHEV",2,61,2017
"BEV",2,0,2017
"ICEV-G",3,26019,2017
"ICEV-D",3,1785,2017
"HEV-G",3,739,2017
"HEV-D",3,11,2017
"CNG",3,0,2017
"PHEV",3,47,2017
"BEV",3,1,2017
"ICEV-G",4,19938,2017
"ICEV-D",4,709,2017
"HEV-G",4,334,2017
"HEV-D",4,6,2017
"CNG",4,0,2017
"PHEV",4,0,2017
"BEV",4,0,2017
"ICEV-G",5,25815,2017
"ICEV-D",5,326,2017
"HEV-G",5,879,2017
"HEV-D",5,0,2017
"CNG",5,0,2017
"PHEV",5,0,2017
"BEV",5,0,2017
"ICEV-G",6,19793,2017
"ICEV-D",6,206,2017
"HEV-G",6,480,2017
"HEV-D",6,0,2017
"CNG",6,0,2017
"PHEV",6,0,2017
"BEV",6,0,2017
"ICEV-G",7,37702,2017
"ICEV-D",7,95,2017
"HEV-G",7,683,2017
"HEV-D",7,0,2017
"CNG",7,16,2017
"PHEV",7,0,2017
"BEV",7,0,2017
"ICEV-G",8,67064,2017
"ICEV-D",8,26,2017
"HEV-G",8,664,2017
"HEV-D",8,0,2017
"CNG",8,107,2017
"PHEV",8,0,2017
"BEV",8,0,2017
"ICEV-G",9,90309,2017
"ICEV-D",9,12,2017
"HEV-G",9,879,2017
"HEV-D",9,0,2017
"CNG",9,870,2017
"PHEV",9,0,2017
"BEV",9,0,2017
"ICEV-G",10,29972,2017
"ICEV-D",10,0,2017
"HEV-G",10,182,2017
"HEV-D",10,0,2017
"CNG",10,4,2017
"PHEV",10,0,2017
"BEV",10,0,2017
"ICEV-G",11,29900,2017
"ICEV-D",11,0,2017
"HEV-G",11,7,2017
"HEV-D",11,0,2017
"CNG",11,2,2017
"PHEV",11,0,2017
"BEV",11,0,2017
"ICEV-G",12,8683,2017
"ICEV-D",12,0,2017
"HEV-G",12,28,2017
"HEV-D",12,0,2017
"CNG",12,6,2017
"PHEV",12,0,2017
"BEV",12,0,2017
"ICEV-G",13,1557,2017
"ICEV-D",13,0,2017
"HEV-G",13,0,2017
"HEV-D",13,0,2017
"CNG",13,0,2017
"PHEV",13,0,2017
"BEV",13,0,2017
"ICEV-G",14,458,2017
"ICEV-D",14,0,2017
"HEV-G",14,0,2017
"HEV-D",14,0,2017
"CNG",14,0,2017
"PHEV",14,0,2017
"BEV",14,0,2017
"ICEV-G",15,252,2017
"ICEV-D",15,0,2017
"HEV-G",15,0,2017
"HEV-D",15,0,2017
"CNG",15,0,2017
"PHEV",15,0,2017
"BEV",15,0,2017
"ICEV-G",0,70626,2018
"ICEV-D",0,2095,2018
"HEV-G",0,7311,2018
"HEV-D",0,0,2018
"CNG",0,0,2018
"PHEV",0,53,2018
"BEV",0,196,2018
"ICEV-G",1,79574,2018
"ICEV-D",1,5181,2018
"HEV-G",1,11226,2018
"HEV-D",1,0,2018
"CNG",1,0,2018
"PHEV",1,81,2018
"BEV",1,302,2018
"ICEV-G",2,83124,2018
"ICEV-D",2,4391,2018
"HEV-G",2,3776,2018
"HEV-D",2,0,2018
"CNG",2,0,2018
"PHEV",2,17,2018
"BEV",2,11,2018
"ICEV-G",3,53751,2018
"ICEV-D",3,2754,2018
"HEV-G",3,850,2018
"HEV-D",3,6,2018
"CNG",3,0,2018
"PHEV",3,61,2018
"BEV",3,0,2018
"ICEV-G",4,25407,2018
"ICEV-D",4,1743,2018
"HEV-G",4,721,2018
"HEV-D",4,11,2018
"CNG",4,0,2018
"PHEV",4,46,2018
"BEV",4,1,2018
"ICEV-G",5,19482,2018
"ICEV-D",5,693,2018
"HEV-G",5,327,2018
"HEV-D",5,6,2018
"CNG",5,0,2018
"PHEV",5,0,2018
"BEV",5,0,2018
"ICEV-G",6,25581,2018
"ICEV-D",6,323,2018
"HEV-G",6,871,2018
"HEV-D",6,0,2018
"CNG",6,0,2018
"PHEV",6,0,2018
"BEV",6,0,2018
"ICEV-G",7,19689,2018
"ICEV-D",7,205,2018
"HEV-G",7,478,2018
"HEV-D",7,0,2018
"CNG",7,0,2018
"PHEV",7,0,2018
"BEV",7,0,2018
"ICEV-G",8,37506,2018
"ICEV-D",8,95,2018
"HEV-G",8,679,2018
"HEV-D",8,0,2018
"CNG",8,16,2018
"PHEV",8,0,2018
"BEV",8,0,2018
"ICEV-G",9,61652,2018
"ICEV-D",9,24,2018
"HEV-G",9,610,2018
"HEV-D",9,0,2018
"CNG",9,98,2018
"PHEV",9,0,2018
"BEV",9,0,2018
"ICEV-G",10,26333,2018
"ICEV-D",10,4,2018
"HEV-G",10,257,2018
"HEV-D",10,0,2018
"CNG",10,254,2018
"PHEV",10,0,2018
"BEV",10,0,2018
"ICEV-G",11,29546,2018
"ICEV-D",11,0,2018
"HEV-G",11,180,2018
"HEV-D",11,0,2018
"CNG",11,4,2018
"PHEV",11,0,2018
"BEV",11,0,2018
"ICEV-G",12,27800,2018
"ICEV-D",12,0,2018
"HEV-G",12,7,2018
"HEV-D",12,0,2018
"CNG",12,2,2018
"PHEV",12,0,2018
"BEV",12,0,2018
"ICEV-G",13,7722,2018
"ICEV-D",13,0,2018
"HEV-G",13,25,2018
"HEV-D",13,0,2018
"CNG",13,5,2018
"PHEV",13,0,2018
"BEV",13,0,2018
"ICEV-G",14,1286,2018
"ICEV-D",14,0,2018
"HEV-G",14,0,2018
"HEV-D",14,0,2018
"CNG",14,0,2018
"PHEV",14,0,2018
"BEV",14,0,2018
"ICEV-G",15,379,2018
"ICEV-D",15,0,2018
"HEV-G",15,0,2018
"HEV-D",15,0,2018
"CNG",15,0,2018
"PHEV",15,0,2018
"BEV",15,0,2018
