"Technology","Age","Value","Year","Mode"
"CNGB",3,2,2013,"Public bus"
"EB",3,0,2013,"Public bus"
"ICEB-D",4,397,2013,"Public bus"
"HEB-D",4,0,2013,"Public bus"
"CNGB",4,3,2013,"Public bus"
"EB",4,0,2013,"Public bus"
"ICEB-D",5,314,2013,"Public bus"
"HEB-D",5,0,2013,"Public bus"
"CNGB",5,0,2013,"Public bus"
"EB",5,0,2013,"Public bus"
"ICEB-D",6,148,2013,"Public bus"
"HEB-D",6,0,2013,"Public bus"
"CNGB",6,0,2013,"Public bus"
"EB",6,0,2013,"Public bus"
"ICEB-D",7,303,2013,"Public bus"
"HEB-D",7,0,2013,"Public bus"
"CNGB",7,1,2013,"Public bus"
"EB",7,0,2013,"Public bus"
"ICEB-D",8,218,2013,"Public bus"
"HEB-D",8,0,2013,"Public bus"
"CNGB",8,0,2013,"Public bus"
"EB",8,0,2013,"Public bus"
"ICEB-D",9,185,2013,"Public bus"
"HEB-D",9,0,2013,"Public bus"
"CNGB",9,0,2013,"Public bus"
"EB",9,0,2013,"Public bus"
"ICEB-D",10,137,2013,"Public bus"
"HEB-D",10,0,2013,"Public bus"
"CNGB",10,0,2013,"Public bus"
"EB",10,0,2013,"Public bus"
"ICEB-D",11,121,2013,"Public bus"
"HEB-D",11,0,2013,"Public bus"
"CNGB",11,0,2013,"Public bus"
"EB",11,0,2013,"Public bus"
"ICEB-D",12,187,2013,"Public bus"
"HEB-D",12,0,2013,"Public bus"
"CNGB",12,0,2013,"Public bus"
"EB",12,0,2013,"Public bus"
"ICEB-D",13,292,2013,"Public bus"
"HEB-D",13,0,2013,"Public bus"
"CNGB",13,0,2013,"Public bus"
"EB",13,0,2013,"Public bus"
"ICEB-D",14,185,2013,"Public bus"
"HEB-D",14,0,2013,"Public bus"
"CNGB",14,0,2013,"Public bus"
"EB",14,0,2013,"Public bus"
"ICEB-D",15,177,2013,"Public bus"
"HEB-D",15,0,2013,"Public bus"
"CNGB",15,0,2013,"Public bus"
"EB",15,0,2013,"Public bus"
"ICEB-D",16,234,2013,"Public bus"
"HEB-D",16,0,2013,"Public bus"
"CNGB",16,0,2013,"Public bus"
"EB",16,0,2013,"Public bus"
"ICEB-D",17,142,2013,"Public bus"
"HEB-D",17,0,2013,"Public bus"
"CNGB",17,0,2013,"Public bus"
"EB",17,0,2013,"Public bus"
"ICEB-D",18,209,2013,"Public bus"
"HEB-D",18,0,2013,"Public bus"
"CNGB",18,0,2013,"Public bus"
"EB",18,0,2013,"Public bus"
"ICEB-D",19,77,2013,"Public bus"
"HEB-D",19,0,2013,"Public bus"
"CNGB",19,0,2013,"Public bus"
"EB",19,0,2013,"Public bus"
"ICEB-D",20,24,2013,"Public bus"
"HEB-D",20,0,2013,"Public bus"
"CNGB",20,0,2013,"Public bus"
"EB",20,0,2013,"Public bus"
"ICEB-D",0,677,2014,"Public bus"
"HEB-D",0,0,2014,"Public bus"
"CNGB",0,0,2014,"Public bus"
"EB",0,0,2014,"Public bus"
"ICEB-D",1,676,2014,"Public bus"
"HEB-D",1,0,2014,"Public bus"
"CNGB",1,0,2014,"Public bus"
"EB",1,0,2014,"Public bus"
"ICEB-D",2,393,2014,"Public bus"
"HEB-D",2,0,2014,"Public bus"
"CNGB",2,0,2014,"Public bus"
"EB",2,0,2014,"Public bus"
"ICEB-D",3,390,2014,"Public bus"
"HEB-D",3,0,2014,"Public bus"
"CNGB",3,0,2014,"Public bus"
"EB",3,0,2014,"Public bus"
"ICEB-D",4,179,2014,"Public bus"
"HEB-D",4,1,2014,"Public bus"
"CNGB",4,2,2014,"Public bus"
"EB",4,0,2014,"Public bus"
"ICEB-D",5,395,2014,"Public bus"
"HEB-D",5,0,2014,"Public bus"
"CNGB",5,3,2014,"Public bus"
"EB",5,0,2014,"Public bus"
"ICEB-D",6,312,2014,"Public bus"
"HEB-D",6,0,2014,"Public bus"
"CNGB",6,0,2014,"Public bus"
"EB",6,0,2014,"Public bus"
"ICEB-D",7,147,2014,"Public bus"
"HEB-D",7,0,2014,"Public bus"
"CNGB",7,0,2014,"Public bus"
"EB",7,0,2014,"Public bus"
"ICEB-D",8,301,2014,"Public bus"
"HEB-D",8,0,2014,"Public bus"
"CNGB",8,1,2014,"Public bus"
"EB",8,0,2014,"Public bus"
"ICEB-D",9,207,2014,"Public bus"
"HEB-D",9,0,2014,"Public bus"
"CNGB",9,0,2014,"Public bus"
"EB",9,0,2014,"Public bus"
"ICEB-D",10,151,2014,"Public bus"
"HEB-D",10,0,2014,"Public bus"
"CNGB",10,0,2014,"Public bus"
"EB",10,0,2014,"Public bus"
"ICEB-D",11,135,2014,"Public bus"
"HEB-D",11,0,2014,"Public bus"
"CNGB",11,0,2014,"Public bus"
"EB",11,0,2014,"Public bus"
"ICEB-D",12,117,2014,"Public bus"
"HEB-D",12,0,2014,"Public bus"
"CNGB",12,0,2014,"Public bus"
"EB",12,0,2014,"Public bus"
"ICEB-D",13,182,2014,"Public bus"
"HEB-D",13,0,2014,"Public bus"
"CNGB",13,0,2014,"Public bus"
"EB",13,0,2014,"Public bus"
"ICEB-D",14,261,2014,"Public bus"
"HEB-D",14,0,2014,"Public bus"
"CNGB",14,0,2014,"Public bus"
"EB",14,0,2014,"Public bus"
"ICEB-D",15,153,2014,"Public bus"
"HEB-D",15,0,2014,"Public bus"
"CNGB",15,0,2014,"Public bus"
"EB",15,0,2014,"Public bus"
"ICEB-D",16,149,2014,"Public bus"
"HEB-D",16,0,2014,"Public bus"
"CNGB",16,0,2014,"Public bus"
"EB",16,0,2014,"Public bus"
"ICEB-D",17,164,2014,"Public bus"
"HEB-D",17,0,2014,"Public bus"
"CNGB",17,0,2014,"Public bus"
"EB",17,0,2014,"Public bus"
"ICEB-D",18,112,2014,"Public bus"
"HEB-D",18,0,2014,"Public bus"
"CNGB",18,0,2014,"Public bus"
"EB",18,0,2014,"Public bus"
"ICEB-D",19,69,2014,"Public bus"
"HEB-D",19,0,2014,"Public bus"
"CNGB",19,0,2014,"Public bus"
"EB",19,0,2014,"Public bus"
"ICEB-D",20,25,2014,"Public bus"
"HEB-D",20,0,2014,"Public bus"
"CNGB",20,0,2014,"Public bus"
"EB",20,0,2014,"Public bus"
"ICEB-D",0,697,2015,"Public bus"
"HEB-D",0,0,2015,"Public bus"
"CNGB",0,0,2015,"Public bus"
"EB",0,0,2015,"Public bus"
"ICEB-D",1,677,2015,"Public bus"
"HEB-D",1,0,2015,"Public bus"
"CNGB",1,0,2015,"Public bus"
"EB",1,0,2015,"Public bus"
"ICEB-D",2,675,2015,"Public bus"
"HEB-D",2,0,2015,"Public bus"
"CNGB",2,0,2015,"Public bus"
"EB",2,0,2015,"Public bus"
"ICEB-D",3,392,2015,"Public bus"
"HEB-D",3,0,2015,"Public bus"
"CNGB",3,0,2015,"Public bus"
"EB",3,0,2015,"Public bus"
"ICEB-D",4,389,2015,"Public bus"
"HEB-D",4,0,2015,"Public bus"
"CNGB",4,0,2015,"Public bus"
"EB",4,0,2015,"Public bus"
"ICEB-D",5,179,2015,"Public bus"
"HEB-D",5,1,2015,"Public bus"
"CNGB",5,1,2015,"Public bus"
"EB",5,0,2015,"Public bus"
"ICEB-D",6,394,2015,"Public bus"
"HEB-D",6,0,2015,"Public bus"
"CNGB",6,2,2015,"Public bus"
"EB",6,0,2015,"Public bus"
"ICEB-D",7,309,2015,"Public bus"
"HEB-D",7,0,2015,"Public bus"
"CNGB",7,0,2015,"Public bus"
"EB",7,0,2015,"Public bus"
"ICEB-D",8,145,2015,"Public bus"
"HEB-D",8,0,2015,"Public bus"
"CNGB",8,0,2015,"Public bus"
"EB",8,0,2015,"Public bus"
"ICEB-D",9,293,2015,"Public bus"
"HEB-D",9,0,2015,"Public bus"
"CNGB",9,1,2015,"Public bus"
"EB",9,0,2015,"Public bus"
"ICEB-D",10,178,2015,"Public bus"
"HEB-D",10,0,2015,"Public bus"
"CNGB",10,0,2015,"Public bus"
"EB",10,0,2015,"Public bus"
"ICEB-D",11,142,2015,"Public bus"
"HEB-D",11,0,2015,"Public bus"
"CNGB",11,0,2015,"Public bus"
"EB",11,0,2015,"Public bus"
"ICEB-D",12,129,2015,"Public bus"
"HEB-D",12,0,2015,"Public bus"
"CNGB",12,0,2015,"Public bus"
"EB",12,0,2015,"Public bus"
"ICEB-D",13,108,2015,"Public bus"
"HEB-D",13,0,2015,"Public bus"
"CNGB",13,0,2015,"Public bus"
"EB",13,0,2015,"Public bus"
"ICEB-D",14,171,2015,"Public bus"
"HEB-D",14,0,2015,"Public bus"
"CNGB",14,0,2015,"Public bus"
"EB",14,0,2015,"Public bus"
"ICEB-D",15,235,2015,"Public bus"
"HEB-D",15,0,2015,"Public bus"
"CNGB",15,0,2015,"Public bus"
"EB",15,0,2015,"Public bus"
"ICEB-D",16,133,2015,"Public bus"
"HEB-D",16,0,2015,"Public bus"
"CNGB",16,0,2015,"Public bus"
"EB",16,0,2015,"Public bus"
"ICEB-D",17,108,2015,"Public bus"
"HEB-D",17,0,2015,"Public bus"
"CNGB",17,0,2015,"Public bus"
"EB",17,0,2015,"Public bus"
"ICEB-D",18,137,2015,"Public bus"
"HEB-D",18,0,2015,"Public bus"
"CNGB",18,0,2015,"Public bus"
"EB",18,0,2015,"Public bus"
"ICEB-D",19,41,2015,"Public bus"
"HEB-D",19,0,2015,"Public bus"
"CNGB",19,0,2015,"Public bus"
"EB",19,0,2015,"Public bus"
"ICEB-D",20,25,2015,"Public bus"
"HEB-D",20,0,2015,"Public bus"
"CNGB",20,0,2015,"Public bus"
"EB",20,0,2015,"Public bus"
"ICEB-D",0,725,2016,"Public bus"
"HEB-D",0,0,2016,"Public bus"
"CNGB",0,1,2016,"Public bus"
"EB",0,0,2016,"Public bus"
"ICEB-D",1,697,2016,"Public bus"
"HEB-D",1,0,2016,"Public bus"
"CNGB",1,0,2016,"Public bus"
"EB",1,0,2016,"Public bus"
"ICEB-D",2,677,2016,"Public bus"
"HEB-D",2,0,2016,"Public bus"
"CNGB",2,0,2016,"Public bus"
"EB",2,0,2016,"Public bus"
"ICEB-D",3,674,2016,"Public bus"
"HEB-D",3,0,2016,"Public bus"
"CNGB",3,0,2016,"Public bus"
"EB",3,0,2016,"Public bus"
"ICEB-D",4,391,2016,"Public bus"
"HEB-D",4,0,2016,"Public bus"
"CNGB",4,0,2016,"Public bus"
"EB",4,0,2016,"Public bus"
"ICEB-D",5,387,2016,"Public bus"
"HEB-D",5,0,2016,"Public bus"
"CNGB",5,0,2016,"Public bus"
"EB",5,0,2016,"Public bus"
"ICEB-D",6,179,2016,"Public bus"
"HEB-D",6,1,2016,"Public bus"
"CNGB",6,1,2016,"Public bus"
"EB",6,0,2016,"Public bus"
"ICEB-D",7,393,2016,"Public bus"
"HEB-D",7,0,2016,"Public bus"
"CNGB",7,2,2016,"Public bus"
"EB",7,0,2016,"Public bus"
"ICEB-D",8,308,2016,"Public bus"
"HEB-D",8,0,2016,"Public bus"
"CNGB",8,0,2016,"Public bus"
"EB",8,0,2016,"Public bus"
"ICEB-D",9,140,2016,"Public bus"
"HEB-D",9,0,2016,"Public bus"
"CNGB",9,0,2016,"Public bus"
"EB",9,0,2016,"Public bus"
"ICEB-D",10,262,2016,"Public bus"
"HEB-D",10,0,2016,"Public bus"
"CNGB",10,1,2016,"Public bus"
"EB",10,0,2016,"Public bus"
"ICEB-D",11,172,2016,"Public bus"
"HEB-D",11,0,2016,"Public bus"
"CNGB",11,0,2016,"Public bus"
"EB",11,0,2016,"Public bus"
"ICEB-D",12,134,2016,"Public bus"
"HEB-D",12,0,2016,"Public bus"
"CNGB",12,0,2016,"Public bus"
"EB",12,0,2016,"Public bus"
"ICEB-D",13,120,2016,"Public bus"
"HEB-D",13,0,2016,"Public bus"
"CNGB",13,0,2016,"Public bus"
"EB",13,0,2016,"Public bus"
"ICEB-D",14,96,2016,"Public bus"
"HEB-D",14,0,2016,"Public bus"
"CNGB",14,0,2016,"Public bus"
"EB",14,0,2016,"Public bus"
"ICEB-D",15,151,2016,"Public bus"
"HEB-D",15,0,2016,"Public bus"
"CNGB",15,0,2016,"Public bus"
"EB",15,0,2016,"Public bus"
"ICEB-D",16,202,2016,"Public bus"
"HEB-D",16,0,2016,"Public bus"
"CNGB",16,0,2016,"Public bus"
"EB",16,0,2016,"Public bus"
"ICEB-D",17,82,2016,"Public bus"
"HEB-D",17,0,2016,"Public bus"
"CNGB",17,0,2016,"Public bus"
"EB",17,0,2016,"Public bus"
"ICEB-D",18,76,2016,"Public bus"
"HEB-D",18,0,2016,"Public bus"
"CNGB",18,0,2016,"Public bus"
"EB",18,0,2016,"Public bus"
"ICEB-D",19,49,2016,"Public bus"
"HEB-D",19,0,2016,"Public bus"
"CNGB",19,0,2016,"Public bus"
"EB",19,0,2016,"Public bus"
"ICEB-D",20,15,2016,"Public bus"
"HEB-D",20,0,2016,"Public bus"
"CNGB",20,0,2016,"Public bus"
"EB",20,0,2016,"Public bus"
"ICEB-D",0,536,2017,"Public bus"
"HEB-D",0,0,2017,"Public bus"
"CNGB",0,0,2017,"Public bus"
"EB",0,1,2017,"Public bus"
"ICEB-D",1,724,2017,"Public bus"
"HEB-D",1,0,2017,"Public bus"
"CNGB",1,1,2017,"Public bus"
"EB",1,0,2017,"Public bus"
"ICEB-D",2,696,2017,"Public bus"
"HEB-D",2,0,2017,"Public bus"
"CNGB",2,0,2017,"Public bus"
"EB",2,0,2017,"Public bus"
"ICEB-D",3,676,2017,"Public bus"
"HEB-D",3,0,2017,"Public bus"
"CNGB",3,0,2017,"Public bus"
"EB",3,0,2017,"Public bus"
"ICEB-D",4,667,2017,"Public bus"
"HEB-D",4,0,2017,"Public bus"
"CNGB",4,0,2017,"Public bus"
"EB",4,0,2017,"Public bus"
"ICEB-D",5,390,2017,"Public bus"
"HEB-D",5,0,2017,"Public bus"
"CNGB",5,0,2017,"Public bus"
"EB",5,0,2017,"Public bus"
"ICEB-D",6,384,2017,"Public bus"
"HEB-D",6,0,2017,"Public bus"
"CNGB",6,0,2017,"Public bus"
"EB",6,0,2017,"Public bus"
"ICEB-D",7,178,2017,"Public bus"
"HEB-D",7,1,2017,"Public bus"
"CNGB",7,1,2017,"Public bus"
"EB",7,0,2017,"Public bus"
"ICEB-D",8,387,2017,"Public bus"
"HEB-D",8,0,2017,"Public bus"
"CNGB",8,2,2017,"Public bus"
"EB",8,0,2017,"Public bus"
"ICEB-D",9,300,2017,"Public bus"
"HEB-D",9,0,2017,"Public bus"
"CNGB",9,0,2017,"Public bus"
"EB",9,0,2017,"Public bus"
"ICEB-D",10,126,2017,"Public bus"
"HEB-D",10,0,2017,"Public bus"
"CNGB",10,0,2017,"Public bus"
"EB",10,0,2017,"Public bus"
"ICEB-D",11,255,2017,"Public bus"
"HEB-D",11,0,2017,"Public bus"
"CNGB",11,1,2017,"Public bus"
"EB",11,0,2017,"Public bus"
"ICEB-D",12,161,2017,"Public bus"
"HEB-D",12,0,2017,"Public bus"
"CNGB",12,0,2017,"Public bus"
"EB",12,0,2017,"Public bus"
"ICEB-D",13,126,2017,"Public bus"
"HEB-D",13,0,2017,"Public bus"
"CNGB",13,0,2017,"Public bus"
"EB",13,0,2017,"Public bus"
"ICEB-D",14,111,2017,"Public bus"
"HEB-D",14,0,2017,"Public bus"
"CNGB",14,0,2017,"Public bus"
"EB",14,0,2017,"Public bus"
"ICEB-D",15,81,2017,"Public bus"
"HEB-D",15,0,2017,"Public bus"
"CNGB",15,0,2017,"Public bus"
"EB",15,0,2017,"Public bus"
"ICEB-D",16,128,2017,"Public bus"
"HEB-D",16,0,2017,"Public bus"
"CNGB",16,0,2017,"Public bus"
"EB",16,0,2017,"Public bus"
"ICEB-D",17,115,2017,"Public bus"
"HEB-D",17,0,2017,"Public bus"
"CNGB",17,0,2017,"Public bus"
"EB",17,0,2017,"Public bus"
"ICEB-D",18,49,2017,"Public bus"
"HEB-D",18,0,2017,"Public bus"
"CNGB",18,0,2017,"Public bus"
"EB",18,0,2017,"Public bus"
"ICEB-D",19,24,2017,"Public bus"
"HEB-D",19,0,2017,"Public bus"
"CNGB",19,0,2017,"Public bus"
"EB",19,0,2017,"Public bus"
"ICEB-D",20,16,2017,"Public bus"
"HEB-D",20,0,2017,"Public bus"
"CNGB",20,0,2017,"Public bus"
"EB",20,0,2017,"Public bus"
"ICEB-D",0,285,2018,"Public bus"
"HEB-D",0,7,2018,"Public bus"
"CNGB",0,0,2018,"Public bus"
"EB",0,0,2018,"Public bus"
"ICEB-D",1,536,2018,"Public bus"
"HEB-D",1,0,2018,"Public bus"
"CNGB",1,0,2018,"Public bus"
"EB",1,1,2018,"Public bus"
"ICEB-D",2,724,2018,"Public bus"
"HEB-D",2,0,2018,"Public bus"
"CNGB",2,1,2018,"Public bus"
"EB",2,0,2018,"Public bus"
"ICEB-D",3,695,2018,"Public bus"
"HEB-D",3,0,2018,"Public bus"
"CNGB",3,0,2018,"Public bus"
"EB",3,0,2018,"Public bus"
"ICEB-D",4,674,2018,"Public bus"
"HEB-D",4,0,2018,"Public bus"
"CNGB",4,0,2018,"Public bus"
"EB",4,0,2018,"Public bus"
"ICEB-D",5,662,2018,"Public bus"
"HEB-D",5,0,2018,"Public bus"
"CNGB",5,0,2018,"Public bus"
"EB",5,0,2018,"Public bus"
"ICEB-D",6,390,2018,"Public bus"
"HEB-D",6,0,2018,"Public bus"
"CNGB",6,0,2018,"Public bus"
"EB",6,0,2018,"Public bus"
"ICEB-D",7,381,2018,"Public bus"
"HEB-D",7,0,2018,"Public bus"
"CNGB",7,0,2018,"Public bus"
"EB",7,0,2018,"Public bus"
"ICEB-D",8,176,2018,"Public bus"
"HEB-D",8,1,2018,"Public bus"
"CNGB",8,1,2018,"Public bus"
"EB",8,0,2018,"Public bus"
"ICEB-D",9,381,2018,"Public bus"
"HEB-D",9,0,2018,"Public bus"
"CNGB",9,2,2018,"Public bus"
"EB",9,0,2018,"Public bus"
"ICEB-D",10,275,2018,"Public bus"
"HEB-D",10,0,2018,"Public bus"
"CNGB",10,0,2018,"Public bus"
"EB",10,0,2018,"Public bus"
"ICEB-D",11,123,2018,"Public bus"
"HEB-D",11,0,2018,"Public bus"
"CNGB",11,0,2018,"Public bus"
"EB",11,0,2018,"Public bus"
"ICEB-D",12,244,2018,"Public bus"
"HEB-D",12,0,2018,"Public bus"
"CNGB",12,1,2018,"Public bus"
"EB",12,0,2018,"Public bus"
"ICEB-D",13,146,2018,"Public bus"
"HEB-D",13,0,2018,"Public bus"
"CNGB",13,0,2018,"Public bus"
"EB",13,0,2018,"Public bus"
"ICEB-D",14,108,2018,"Public bus"
"HEB-D",14,0,2018,"Public bus"
"CNGB",14,0,2018,"Public bus"
"EB",14,0,2018,"Public bus"
"ICEB-D",15,100,2018,"Public bus"
"HEB-D",15,0,2018,"Public bus"
"CNGB",15,0,2018,"Public bus"
"EB",15,0,2018,"Public bus"
"ICEB-D",16,73,2018,"Public bus"
"HEB-D",16,0,2018,"Public bus"
"CNGB",16,0,2018,"Public bus"
"EB",16,0,2018,"Public bus"
"ICEB-D",17,95,2018,"Public bus"
"HEB-D",17,0,2018,"Public bus"
"CNGB",17,0,2018,"Public bus"
"EB",17,0,2018,"Public bus"
"ICEB-D",18,79,2018,"Public bus"
"HEB-D",18,0,2018,"Public bus"
"CNGB",18,0,2018,"Public bus"
"EB",18,0,2018,"Public bus"
"ICEB-D",19,32,2018,"Public bus"
"HEB-D",19,0,2018,"Public bus"
"CNGB",19,0,2018,"Public bus"
"EB",19,0,2018,"Public bus"
"ICEB-D",20,16,2018,"Public bus"
"HEB-D",20,0,2018,"Public bus"
"CNGB",20,0,2018,"Public bus"
"EB",20,0,2018,"Public bus"
"ICEB-D",0,187,2019,"Public bus"
"HEB-D",0,8,2019,"Public bus"
"CNGB",0,0,2019,"Public bus"
"EB",0,2,2019,"Public bus"
"ICEB-D",1,285,2019,"Public bus"
"HEB-D",1,7,2019,"Public bus"
"CNGB",1,0,2019,"Public bus"
"EB",1,0,2019,"Public bus"
"ICEB-D",2,536,2019,"Public bus"
"HEB-D",2,0,2019,"Public bus"
"CNGB",2,0,2019,"Public bus"
"EB",2,1,2019,"Public bus"
"ICEB-D",3,724,2019,"Public bus"
"HEB-D",3,0,2019,"Public bus"
"CNGB",3,0,2019,"Public bus"
"EB",3,0,2019,"Public bus"
"ICEB-D",4,695,2019,"Public bus"
"HEB-D",4,0,2019,"Public bus"
"CNGB",4,0,2019,"Public bus"
"EB",4,0,2019,"Public bus"
"ICEB-D",5,672,2019,"Public bus"
"HEB-D",5,0,2019,"Public bus"
"CNGB",5,0,2019,"Public bus"
"EB",5,0,2019,"Public bus"
"ICEB-D",6,660,2019,"Public bus"
"HEB-D",6,0,2019,"Public bus"
"CNGB",6,0,2019,"Public bus"
"EB",6,0,2019,"Public bus"
"ICEB-D",7,390,2019,"Public bus"
"HEB-D",7,0,2019,"Public bus"
"CNGB",7,0,2019,"Public bus"
"EB",7,0,2019,"Public bus"
"ICEB-D",8,379,2019,"Public bus"
"HEB-D",8,0,2019,"Public bus"
"CNGB",8,0,2019,"Public bus"
"EB",8,0,2019,"Public bus"
"ICEB-D",9,173,2019,"Public bus"
"HEB-D",9,1,2019,"Public bus"
"CNGB",9,0,2019,"Public bus"
"EB",9,0,2019,"Public bus"
"ICEB-D",10,360,2019,"Public bus"
"HEB-D",10,0,2019,"Public bus"
"CNGB",10,0,2019,"Public bus"
"EB",10,0,2019,"Public bus"
"ICEB-D",11,267,2019,"Public bus"
"HEB-D",11,0,2019,"Public bus"
"CNGB",11,0,2019,"Public bus"
"EB",11,0,2019,"Public bus"
"ICEB-D",12,113,2019,"Public bus"
"HEB-D",12,0,2019,"Public bus"
"CNGB",12,0,2019,"Public bus"
"EB",12,0,2019,"Public bus"
"ICEB-D",13,234,2019,"Public bus"
"HEB-D",13,0,2019,"Public bus"
"CNGB",13,0,2019,"Public bus"
"EB",13,0,2019,"Public bus"
"ICEB-D",14,121,2019,"Public bus"
"HEB-D",14,0,2019,"Public bus"
"CNGB",14,0,2019,"Public bus"
"EB",14,0,2019,"Public bus"
"ICEB-D",15,92,2019,"Public bus"
"HEB-D",15,0,2019,"Public bus"
"CNGB",15,0,2019,"Public bus"
"EB",15,0,2019,"Public bus"
"ICEB-D",16,94,2019,"Public bus"
"HEB-D",16,0,2019,"Public bus"
"CNGB",16,0,2019,"Public bus"
"EB",16,0,2019,"Public bus"
"ICEB-D",17,54,2019,"Public bus"
"HEB-D",17,0,2019,"Public bus"
"CNGB",17,0,2019,"Public bus"
"EB",17,0,2019,"Public bus"
"ICEB-D",18,70,2019,"Public bus"
"HEB-D",18,0,2019,"Public bus"
"CNGB",18,0,2019,"Public bus"
"EB",18,0,2019,"Public bus"
"ICEB-D",19,52,2019,"Public bus"
"HEB-D",19,0,2019,"Public bus"
"CNGB",19,0,2019,"Public bus"
"EB",19,0,2019,"Public bus"
"ICEB-D",20,21,2019,"Public bus"
"HEB-D",20,0,2019,"Public bus"
"CNGB",20,0,2019,"Public bus"
"EB",20,0,2019,"Public bus"
