"Technology","Age","Value","Year"
"HEV-D",19,0,2018
"CNG",19,0,2018
"PHEV",19,0,2018
"BEV",19,0,2018
"ICEV-G",20,8,2018
"ICEV-D",20,0,2018
"HEV-G",20,0,2018
"HEV-D",20,0,2018
"CNG",20,0,2018
"PHEV",20,0,2018
"BEV",20,0,2018
"ICEV-G",0,11269,2019
"ICEV-D",0,368,2019
"HEV-G",0,1451,2019
"HEV-D",0,0,2019
"CNG",0,0,2019
"PHEV",0,7,2019
"BEV",0,67,2019
"ICEV-G",1,1900,2019
"ICEV-D",1,475,2019
"HEV-G",1,1888,2019
"HEV-D",1,0,2019
"CNG",1,0,2019
"PHEV",1,51,2019
"BEV",1,70,2019
"ICEV-G",2,16328,2019
"ICEV-D",2,683,2019
"HEV-G",2,672,2019
"HEV-D",2,0,2019
"CNG",2,0,2019
"PHEV",2,0,2019
"BEV",2,0,2019
"ICEV-G",3,21393,2019
"ICEV-D",3,470,2019
"HEV-G",3,246,2019
"HEV-D",3,1,2019
"CNG",3,14,2019
"PHEV",3,0,2019
"BEV",3,0,2019
"ICEV-G",4,10332,2019
"ICEV-D",4,144,2019
"HEV-G",4,58,2019
"HEV-D",4,0,2019
"CNG",4,9,2019
"PHEV",4,0,2019
"BEV",4,0,2019
"ICEV-G",5,2448,2019
"ICEV-D",5,42,2019
"HEV-G",5,17,2019
"HEV-D",5,1,2019
"CNG",5,2,2019
"PHEV",5,0,2019
"BEV",5,0,2019
"ICEV-G",6,1371,2019
"ICEV-D",6,14,2019
"HEV-G",6,7,2019
"HEV-D",6,0,2019
"CNG",6,0,2019
"PHEV",6,0,2019
"BEV",6,0,2019
"ICEV-G",7,876,2019
"ICEV-D",7,5,2019
"HEV-G",7,9,2019
"HEV-D",7,0,2019
"CNG",7,0,2019
"PHEV",7,0,2019
"BEV",7,0,2019
"ICEV-G",8,757,2019
"ICEV-D",8,4,2019
"HEV-G",8,5,2019
"HEV-D",8,0,2019
"CNG",8,0,2019
"PHEV",8,0,2019
"BEV",8,0,2019
"ICEV-G",9,829,2019
"ICEV-D",9,2,2019
"HEV-G",9,6,2019
"HEV-D",9,0,2019
"CNG",9,1,2019
"PHEV",9,0,2019
"BEV",9,0,2019
"ICEV-G",10,636,2019
"ICEV-D",10,1,2019
"HEV-G",10,4,2019
"HEV-D",10,0,2019
"CNG",10,1,2019
"PHEV",10,0,2019
"BEV",10,0,2019
"ICEV-G",11,932,2019
"ICEV-D",11,0,2019
"HEV-G",11,4,2019
"HEV-D",11,0,2019
"CNG",11,5,2019
"PHEV",11,0,2019
"BEV",11,0,2019
"ICEV-G",12,707,2019
"ICEV-D",12,0,2019
"HEV-G",12,2,2019
"HEV-D",12,0,2019
"CNG",12,0,2019
"PHEV",12,0,2019
"BEV",12,0,2019
"ICEV-G",13,433,2019
"ICEV-D",13,0,2019
"HEV-G",13,0,2019
"HEV-D",13,0,2019
"CNG",13,0,2019
"PHEV",13,0,2019
"BEV",13,0,2019
"ICEV-G",14,90,2019
"ICEV-D",14,0,2019
"HEV-G",14,0,2019
"HEV-D",14,0,2019
"CNG",14,0,2019
"PHEV",14,0,2019
"BEV",14,0,2019
"ICEV-G",15,7,2019
"ICEV-D",15,0,2019
"HEV-G",15,0,2019
"HEV-D",15,0,2019
"CNG",15,0,2019
"PHEV",15,0,2019
"BEV",15,0,2019
"ICEV-G",16,4,2019
"ICEV-D",16,0,2019
"HEV-G",16,0,2019
"HEV-D",16,0,2019
"CNG",16,0,2019
"PHEV",16,0,2019
"BEV",16,0,2019
"ICEV-G",17,4,2019
"ICEV-D",17,0,2019
"HEV-G",17,0,2019
"HEV-D",17,0,2019
"CNG",17,0,2019
"PHEV",17,0,2019
"BEV",17,0,2019
"ICEV-G",18,6,2019
"ICEV-D",18,0,2019
"HEV-G",18,0,2019
"HEV-D",18,0,2019
"CNG",18,0,2019
"PHEV",18,0,2019
"BEV",18,0,2019
"ICEV-G",19,7,2019
"ICEV-D",19,0,2019
"HEV-G",19,0,2019
"HEV-D",19,0,2019
"CNG",19,0,2019
"PHEV",19,0,2019
"BEV",19,0,2019
"ICEV-G",20,7,2019
"ICEV-D",20,0,2019
"HEV-G",20,0,2019
"HEV-D",20,0,2019
"CNG",20,0,2019
"PHEV",20,0,2019
"BEV",20,0,2019
