"Technology","Age","Value","Year"
"ICEV-G",20,14,2011
"ICEV-D",20,0,2011
"HEV-G",20,0,2011
"HEV-D",20,0,2011
"CNG",20,0,2011
"PHEV",20,0,2011
"BEV",20,0,2011
"ICEV-G",0,1186,2012
"ICEV-D",0,8,2012
"HEV-G",0,26,2012
"HEV-D",0,0,2012
"CNG",0,0,2012
"PHEV",0,0,2012
"BEV",0,0,2012
"ICEV-G",1,935,2012
"ICEV-D",1,5,2012
"HEV-G",1,13,2012
"HEV-D",1,0,2012
"CNG",1,0,2012
"PHEV",1,0,2012
"BEV",1,0,2012
"ICEV-G",2,1033,2012
"ICEV-D",2,2,2012
"HEV-G",2,16,2012
"HEV-D",2,0,2012
"CNG",2,2,2012
"PHEV",2,0,2012
"BEV",2,0,2012
"ICEV-G",3,1176,2012
"ICEV-D",3,1,2012
"HEV-G",3,14,2012
"HEV-D",3,0,2012
"CNG",3,4,2012
"PHEV",3,0,2012
"BEV",3,0,2012
"ICEV-G",4,2457,2012
"ICEV-D",4,0,2012
"HEV-G",4,22,2012
"HEV-D",4,0,2012
"CNG",4,48,2012
"PHEV",4,0,2012
"BEV",4,0,2012
"ICEV-G",5,3031,2012
"ICEV-D",5,0,2012
"HEV-G",5,16,2012
"HEV-D",5,0,2012
"CNG",5,1,2012
"PHEV",5,0,2012
"BEV",5,0,2012
"ICEV-G",6,2293,2012
"ICEV-D",6,0,2012
"HEV-G",6,1,2012
"HEV-D",6,0,2012
"CNG",6,0,2012
"PHEV",6,0,2012
"BEV",6,0,2012
"ICEV-G",7,1686,2012
"ICEV-D",7,0,2012
"HEV-G",7,5,2012
"HEV-D",7,0,2012
"CNG",7,4,2012
"PHEV",7,0,2012
"BEV",7,0,2012
"ICEV-G",8,585,2012
"ICEV-D",8,0,2012
"HEV-G",8,0,2012
"HEV-D",8,0,2012
"CNG",8,0,2012
"PHEV",8,0,2012
"BEV",8,0,2012
"ICEV-G",9,158,2012
"ICEV-D",9,0,2012
"HEV-G",9,0,2012
"HEV-D",9,0,2012
"CNG",9,0,2012
"PHEV",9,0,2012
"BEV",9,0,2012
"ICEV-G",10,7,2012
"ICEV-D",10,0,2012
"HEV-G",10,0,2012
"HEV-D",10,0,2012
"CNG",10,0,2012
"PHEV",10,0,2012
"BEV",10,0,2012
"ICEV-G",11,11,2012
"ICEV-D",11,0,2012
"HEV-G",11,0,2012
"HEV-D",11,0,2012
"CNG",11,0,2012
"PHEV",11,0,2012
"BEV",11,0,2012
"ICEV-G",12,11,2012
"ICEV-D",12,0,2012
"HEV-G",12,0,2012
"HEV-D",12,0,2012
"CNG",12,0,2012
"PHEV",12,0,2012
"BEV",12,0,2012
"ICEV-G",13,10,2012
"ICEV-D",13,0,2012
"HEV-G",13,0,2012
"HEV-D",13,0,2012
"CNG",13,0,2012
"PHEV",13,0,2012
"BEV",13,0,2012
"ICEV-G",14,12,2012
"ICEV-D",14,0,2012
"HEV-G",14,0,2012
"HEV-D",14,0,2012
"CNG",14,0,2012
"PHEV",14,0,2012
"BEV",14,0,2012
"ICEV-G",15,9,2012
"ICEV-D",15,0,2012
"HEV-G",15,0,2012
"HEV-D",15,0,2012
"CNG",15,0,2012
"PHEV",15,0,2012
"BEV",15,0,2012
"ICEV-G",16,21,2012
"ICEV-D",16,0,2012
"HEV-G",16,0,2012
"HEV-D",16,0,2012
"CNG",16,0,2012
"PHEV",16,0,2012
"BEV",16,0,2012
"ICEV-G",17,11,2012
"ICEV-D",17,0,2012
"HEV-G",17,0,2012
"HEV-D",17,0,2012
"CNG",17,0,2012
"PHEV",17,0,2012
"BEV",17,0,2012
"ICEV-G",18,10,2012
"ICEV-D",18,0,2012
"HEV-G",18,0,2012
"HEV-D",18,0,2012
"CNG",18,0,2012
"PHEV",18,0,2012
"BEV",18,0,2012
"ICEV-G",19,16,2012
"ICEV-D",19,0,2012
"HEV-G",19,0,2012
"HEV-D",19,0,2012
"CNG",19,0,2012
"PHEV",19,0,2012
"BEV",19,0,2012
"ICEV-G",20,17,2012
"ICEV-D",20,0,2012
"HEV-G",20,0,2012
"HEV-D",20,0,2012
"CNG",20,0,2012
"PHEV",20,0,2012
"BEV",20,0,2012
"ICEV-G",0,1854,2013
"ICEV-D",0,21,2013
"HEV-G",0,19,2013
"HEV-D",0,0,2013
"CNG",0,0,2013
"PHEV",0,0,2013
"BEV",0,0,2013
"ICEV-G",1,1186,2013
"ICEV-D",1,8,2013
"HEV-G",1,26,2013
"HEV-D",1,0,2013
"CNG",1,0,2013
"PHEV",1,0,2013
"BEV",1,0,2013
"ICEV-G",2,935,2013
"ICEV-D",2,5,2013
"HEV-G",2,13,2013
"HEV-D",2,0,2013
"CNG",2,0,2013
"PHEV",2,0,2013
"BEV",2,0,2013
"ICEV-G",3,1033,2013
"ICEV-D",3,2,2013
"HEV-G",3,16,2013
"HEV-D",3,0,2013
"CNG",3,2,2013
"PHEV",3,0,2013
"BEV",3,0,2013
"ICEV-G",4,1176,2013
"ICEV-D",4,1,2013
"HEV-G",4,14,2013
"HEV-D",4,0,2013
"CNG",4,4,2013
"PHEV",4,0,2013
"BEV",4,0,2013
"ICEV-G",5,2455,2013
"ICEV-D",5,0,2013
"HEV-G",5,22,2013
"HEV-D",5,0,2013
"CNG",5,48,2013
"PHEV",5,0,2013
"BEV",5,0,2013
"ICEV-G",6,3025,2013
"ICEV-D",6,0,2013
"HEV-G",6,16,2013
"HEV-D",6,0,2013
"CNG",6,1,2013
"PHEV",6,0,2013
"BEV",6,0,2013
"ICEV-G",7,2285,2013
"ICEV-D",7,0,2013
"HEV-G",7,1,2013
"HEV-D",7,0,2013
"CNG",7,0,2013
"PHEV",7,0,2013
"BEV",7,0,2013
"ICEV-G",8,1645,2013
"ICEV-D",8,0,2013
"HEV-G",8,5,2013
"HEV-D",8,0,2013
"CNG",8,4,2013
"PHEV",8,0,2013
"BEV",8,0,2013
"ICEV-G",9,450,2013
"ICEV-D",9,0,2013
"HEV-G",9,0,2013
"HEV-D",9,0,2013
"CNG",9,0,2013
"PHEV",9,0,2013
"BEV",9,0,2013
"ICEV-G",10,12,2013
"ICEV-D",10,0,2013
"HEV-G",10,0,2013
"HEV-D",10,0,2013
"CNG",10,0,2013
"PHEV",10,0,2013
"BEV",10,0,2013
"ICEV-G",11,7,2013
"ICEV-D",11,0,2013
"HEV-G",11,0,2013
"HEV-D",11,0,2013
"CNG",11,0,2013
"PHEV",11,0,2013
"BEV",11,0,2013
"ICEV-G",12,11,2013
"ICEV-D",12,0,2013
"HEV-G",12,0,2013
"HEV-D",12,0,2013
"CNG",12,0,2013
"PHEV",12,0,2013
"BEV",12,0,2013
"ICEV-G",13,11,2013
"ICEV-D",13,0,2013
"HEV-G",13,0,2013
"HEV-D",13,0,2013
"CNG",13,0,2013
"PHEV",13,0,2013
"BEV",13,0,2013
"ICEV-G",14,10,2013
"ICEV-D",14,0,2013
"HEV-G",14,0,2013
"HEV-D",14,0,2013
"CNG",14,0,2013
"PHEV",14,0,2013
"BEV",14,0,2013
"ICEV-G",15,10,2013
"ICEV-D",15,0,2013
"HEV-G",15,0,2013
"HEV-D",15,0,2013
"CNG",15,0,2013
"PHEV",15,0,2013
"BEV",15,0,2013
"ICEV-G",16,9,2013
"ICEV-D",16,0,2013
"HEV-G",16,0,2013
"HEV-D",16,0,2013
"CNG",16,0,2013
"PHEV",16,0,2013
"BEV",16,0,2013
"ICEV-G",17,21,2013
"ICEV-D",17,0,2013
"HEV-G",17,0,2013
"HEV-D",17,0,2013
"CNG",17,0,2013
"PHEV",17,0,2013
"BEV",17,0,2013
"ICEV-G",18,11,2013
"ICEV-D",18,0,2013
"HEV-G",18,0,2013
"HEV-D",18,0,2013
"CNG",18,0,2013
"PHEV",18,0,2013
"BEV",18,0,2013
"ICEV-G",19,8,2013
"ICEV-D",19,0,2013
"HEV-G",19,0,2013
"HEV-D",19,0,2013
"CNG",19,0,2013
"PHEV",19,0,2013
"BEV",19,0,2013
"ICEV-G",20,13,2013
"ICEV-D",20,0,2013
"HEV-G",20,0,2013
"HEV-D",20,0,2013
"CNG",20,0,2013
"PHEV",20,0,2013
"BEV",20,0,2013
"ICEV-G",0,2998,2014
"ICEV-D",0,61,2014
"HEV-G",0,44,2014
"HEV-D",0,1,2014
"CNG",0,5,2014
"PHEV",0,1,2014
"BEV",0,0,2014
"ICEV-G",1,1853,2014
"ICEV-D",1,21,2014
"HEV-G",1,19,2014
"HEV-D",1,0,2014
"CNG",1,0,2014
"PHEV",1,0,2014
"BEV",1,0,2014
"ICEV-G",2,1186,2014
"ICEV-D",2,8,2014
"HEV-G",2,26,2014
"HEV-D",2,0,2014
"CNG",2,0,2014
"PHEV",2,0,2014
"BEV",2,0,2014
"ICEV-G",3,934,2014
"ICEV-D",3,5,2014
"HEV-G",3,13,2014
"HEV-D",3,0,2014
"CNG",3,0,2014
"PHEV",3,0,2014
"BEV",3,0,2014
"ICEV-G",4,1033,2014
"ICEV-D",4,2,2014
"HEV-G",4,16,2014
"HEV-D",4,0,2014
"CNG",4,2,2014
"PHEV",4,0,2014
"BEV",4,0,2014
"ICEV-G",5,1176,2014
"ICEV-D",5,1,2014
"HEV-G",5,14,2014
"HEV-D",5,0,2014
"CNG",5,4,2014
"PHEV",5,0,2014
"BEV",5,0,2014
"ICEV-G",6,2453,2014
"ICEV-D",6,0,2014
"HEV-G",6,22,2014
"HEV-D",6,0,2014
"CNG",6,48,2014
"PHEV",6,0,2014
"BEV",6,0,2014
"ICEV-G",7,3020,2014
"ICEV-D",7,0,2014
"HEV-G",7,16,2014
"HEV-D",7,0,2014
"CNG",7,1,2014
"PHEV",7,0,2014
"BEV",7,0,2014
"ICEV-G",8,2271,2014
"ICEV-D",8,0,2014
"HEV-G",8,1,2014
"HEV-D",8,0,2014
"CNG",8,0,2014
"PHEV",8,0,2014
"BEV",8,0,2014
"ICEV-G",9,1441,2014
"ICEV-D",9,0,2014
"HEV-G",9,4,2014
"HEV-D",9,0,2014
"CNG",9,4,2014
"PHEV",9,0,2014
"BEV",9,0,2014
"ICEV-G",10,36,2014
"ICEV-D",10,0,2014
"HEV-G",10,0,2014
"HEV-D",10,0,2014
"CNG",10,0,2014
"PHEV",10,0,2014
"BEV",10,0,2014
"ICEV-G",11,12,2014
"ICEV-D",11,0,2014
"HEV-G",11,0,2014
"HEV-D",11,0,2014
"CNG",11,0,2014
"PHEV",11,0,2014
"BEV",11,0,2014
"ICEV-G",12,7,2014
"ICEV-D",12,0,2014
"HEV-G",12,0,2014
"HEV-D",12,0,2014
"CNG",12,0,2014
"PHEV",12,0,2014
"BEV",12,0,2014
"ICEV-G",13,11,2014
"ICEV-D",13,0,2014
"HEV-G",13,0,2014
"HEV-D",13,0,2014
"CNG",13,0,2014
"PHEV",13,0,2014
"BEV",13,0,2014
"ICEV-G",14,11,2014
"ICEV-D",14,0,2014
"HEV-G",14,0,2014
"HEV-D",14,0,2014
"CNG",14,0,2014
"PHEV",14,0,2014
"BEV",14,0,2014
"ICEV-G",15,9,2014
"ICEV-D",15,0,2014
"HEV-G",15,0,2014
"HEV-D",15,0,2014
"CNG",15,0,2014
"PHEV",15,0,2014
"BEV",15,0,2014
"ICEV-G",16,10,2014
"ICEV-D",16,0,2014
"HEV-G",16,0,2014
"HEV-D",16,0,2014
"CNG",16,0,2014
"PHEV",16,0,2014
"BEV",16,0,2014
"ICEV-G",17,9,2014
"ICEV-D",17,0,2014
"HEV-G",17,0,2014
"HEV-D",17,0,2014
"CNG",17,0,2014
"PHEV",17,0,2014
"BEV",17,0,2014
"ICEV-G",18,21,2014
"ICEV-D",18,0,2014
"HEV-G",18,0,2014
"HEV-D",18,0,2014
"CNG",18,0,2014
"PHEV",18,0,2014
"BEV",18,0,2014
"ICEV-G",19,10,2014
"ICEV-D",19,0,2014
"HEV-G",19,0,2014
"HEV-D",19,0,2014
"CNG",19,0,2014
"PHEV",19,0,2014
"BEV",19,0,2014
"ICEV-G",20,7,2014
"ICEV-D",20,0,2014
"HEV-G",20,0,2014
"HEV-D",20,0,2014
"CNG",20,0,2014
"PHEV",20,0,2014
"BEV",20,0,2014
"ICEV-G",0,11567,2015
"ICEV-D",0,193,2015
"HEV-G",0,139,2015
"HEV-D",0,0,2015
"CNG",0,33,2015
"PHEV",0,4,2015
"BEV",0,0,2015
"ICEV-G",1,2997,2015
"ICEV-D",1,61,2015
"HEV-G",1,44,2015
"HEV-D",1,1,2015
"CNG",1,5,2015
"PHEV",1,1,2015
"BEV",1,0,2015
"ICEV-G",2,1852,2015
"ICEV-D",2,21,2015
"HEV-G",2,19,2015
"HEV-D",2,0,2015
"CNG",2,0,2015
"PHEV",2,0,2015
"BEV",2,0,2015
"ICEV-G",3,1185,2015
"ICEV-D",3,8,2015
"HEV-G",3,26,2015
"HEV-D",3,0,2015
"CNG",3,0,2015
"PHEV",3,0,2015
"BEV",3,0,2015
"ICEV-G",4,933,2015
"ICEV-D",4,5,2015
"HEV-G",4,13,2015
"HEV-D",4,0,2015
"CNG",4,0,2015
"PHEV",4,0,2015
"BEV",4,0,2015
"ICEV-G",5,1032,2015
"ICEV-D",5,2,2015
"HEV-G",5,16,2015
"HEV-D",5,0,2015
"CNG",5,2,2015
"PHEV",5,0,2015
"BEV",5,0,2015
"ICEV-G",6,1176,2015
"ICEV-D",6,1,2015
"HEV-G",6,14,2015
"HEV-D",6,0,2015
"CNG",6,4,2015
"PHEV",6,0,2015
"BEV",6,0,2015
"ICEV-G",7,2451,2015
"ICEV-D",7,0,2015
"HEV-G",7,22,2015
"HEV-D",7,0,2015
"CNG",7,48,2015
"PHEV",7,0,2015
"BEV",7,0,2015
"ICEV-G",8,3012,2015
"ICEV-D",8,0,2015
"HEV-G",8,16,2015
"HEV-D",8,0,2015
"CNG",8,1,2015
"PHEV",8,0,2015
"BEV",8,0,2015
"ICEV-G",9,2143,2015
"ICEV-D",9,0,2015
"HEV-G",9,1,2015
"HEV-D",9,0,2015
"CNG",9,0,2015
"PHEV",9,0,2015
"BEV",9,0,2015
"ICEV-G",10,187,2015
"ICEV-D",10,0,2015
"HEV-G",10,1,2015
"HEV-D",10,0,2015
"CNG",10,1,2015
"PHEV",10,0,2015
"BEV",10,0,2015
"ICEV-G",11,36,2015
"ICEV-D",11,0,2015
"HEV-G",11,0,2015
"HEV-D",11,0,2015
"CNG",11,0,2015
"PHEV",11,0,2015
"BEV",11,0,2015
"ICEV-G",12,12,2015
"ICEV-D",12,0,2015
"HEV-G",12,0,2015
"HEV-D",12,0,2015
"CNG",12,0,2015
"PHEV",12,0,2015
"BEV",12,0,2015
"ICEV-G",13,7,2015
"ICEV-D",13,0,2015
"HEV-G",13,0,2015
"HEV-D",13,0,2015
"CNG",13,0,2015
"PHEV",13,0,2015
"BEV",13,0,2015
"ICEV-G",14,10,2015
"ICEV-D",14,0,2015
"HEV-G",14,0,2015
"HEV-D",14,0,2015
"CNG",14,0,2015
"PHEV",14,0,2015
"BEV",14,0,2015
"ICEV-G",15,9,2015
"ICEV-D",15,0,2015
"HEV-G",15,0,2015
"HEV-D",15,0,2015
"CNG",15,0,2015
"PHEV",15,0,2015
"BEV",15,0,2015
"ICEV-G",16,9,2015
"ICEV-D",16,0,2015
"HEV-G",16,0,2015
"HEV-D",16,0,2015
"CNG",16,0,2015
"PHEV",16,0,2015
"BEV",16,0,2015
"ICEV-G",17,10,2015
"ICEV-D",17,0,2015
"HEV-G",17,0,2015
"HEV-D",17,0,2015
"CNG",17,0,2015
"PHEV",17,0,2015
"BEV",17,0,2015
"ICEV-G",18,9,2015
"ICEV-D",18,0,2015
"HEV-G",18,0,2015
"HEV-D",18,0,2015
"CNG",18,0,2015
"PHEV",18,0,2015
"BEV",18,0,2015
"ICEV-G",19,20,2015
"ICEV-D",19,0,2015
"HEV-G",19,0,2015
"HEV-D",19,0,2015
"CNG",19,0,2015
"PHEV",19,0,2015
"BEV",19,0,2015
"ICEV-G",20,9,2015
"ICEV-D",20,0,2015
"HEV-G",20,0,2015
"HEV-D",20,0,2015
"CNG",20,0,2015
"PHEV",20,0,2015
"BEV",20,0,2015
"ICEV-G",0,22608,2016
"ICEV-D",0,594,2016
"HEV-G",0,551,2016
"HEV-D",0,1,2016
"CNG",0,50,2016
"PHEV",0,6,2016
"BEV",0,1,2016
"ICEV-G",1,11564,2016
"ICEV-D",1,193,2016
"HEV-G",1,139,2016
"HEV-D",1,0,2016
"CNG",1,33,2016
"PHEV",1,4,2016
"BEV",1,0,2016
"ICEV-G",2,2995,2016
"ICEV-D",2,61,2016
"HEV-G",2,44,2016
"HEV-D",2,1,2016
"CNG",2,5,2016
"PHEV",2,1,2016
"BEV",2,0,2016
"ICEV-G",3,1837,2016
"ICEV-D",3,21,2016
"HEV-G",3,19,2016
"HEV-D",3,0,2016
"CNG",3,0,2016
"PHEV",3,0,2016
"BEV",3,0,2016
"ICEV-G",4,1180,2016
"ICEV-D",4,8,2016
"HEV-G",4,26,2016
"HEV-D",4,0,2016
"CNG",4,0,2016
"PHEV",4,0,2016
"BEV",4,0,2016
"ICEV-G",5,931,2016
"ICEV-D",5,5,2016
"HEV-G",5,13,2016
"HEV-D",5,0,2016
"CNG",5,0,2016
"PHEV",5,0,2016
"BEV",5,0,2016
"ICEV-G",6,1031,2016
"ICEV-D",6,2,2016
"HEV-G",6,16,2016
"HEV-D",6,0,2016
"CNG",6,2,2016
"PHEV",6,0,2016
"BEV",6,0,2016
"ICEV-G",7,1175,2016
"ICEV-D",7,1,2016
"HEV-G",7,14,2016
"HEV-D",7,0,2016
"CNG",7,4,2016
"PHEV",7,0,2016
"BEV",7,0,2016
"ICEV-G",8,2442,2016
"ICEV-D",8,0,2016
"HEV-G",8,22,2016
"HEV-D",8,0,2016
"CNG",8,48,2016
"PHEV",8,0,2016
"BEV",8,0,2016
"ICEV-G",9,2801,2016
"ICEV-D",9,0,2016
"HEV-G",9,15,2016
"HEV-D",9,0,2016
"CNG",9,1,2016
"PHEV",9,0,2016
"BEV",9,0,2016
"ICEV-G",10,574,2016
"ICEV-D",10,0,2016
"HEV-G",10,0,2016
"HEV-D",10,0,2016
"CNG",10,0,2016
"PHEV",10,0,2016
"BEV",10,0,2016
"ICEV-G",11,183,2016
"ICEV-D",11,0,2016
"HEV-G",11,1,2016
"HEV-D",11,0,2016
"CNG",11,1,2016
"PHEV",11,0,2016
"BEV",11,0,2016
"ICEV-G",12,35,2016
"ICEV-D",12,0,2016
"HEV-G",12,0,2016
"HEV-D",12,0,2016
"CNG",12,0,2016
"PHEV",12,0,2016
"BEV",12,0,2016
"ICEV-G",13,11,2016
"ICEV-D",13,0,2016
"HEV-G",13,0,2016
"HEV-D",13,0,2016
"CNG",13,0,2016
"PHEV",13,0,2016
"BEV",13,0,2016
"ICEV-G",14,6,2016
"ICEV-D",14,0,2016
"HEV-G",14,0,2016
"HEV-D",14,0,2016
"CNG",14,0,2016
"PHEV",14,0,2016
"BEV",14,0,2016
"ICEV-G",15,8,2016
"ICEV-D",15,0,2016
"HEV-G",15,0,2016
"HEV-D",15,0,2016
"CNG",15,0,2016
"PHEV",15,0,2016
"BEV",15,0,2016
"ICEV-G",16,9,2016
"ICEV-D",16,0,2016
"HEV-G",16,0,2016
"HEV-D",16,0,2016
"CNG",16,0,2016
"PHEV",16,0,2016
"BEV",16,0,2016
"ICEV-G",17,9,2016
"ICEV-D",17,0,2016
"HEV-G",17,0,2016
"HEV-D",17,0,2016
"CNG",17,0,2016
"PHEV",17,0,2016
"BEV",17,0,2016
"ICEV-G",18,10,2016
"ICEV-D",18,0,2016
"HEV-G",18,0,2016
"HEV-D",18,0,2016
"CNG",18,0,2016
"PHEV",18,0,2016
"BEV",18,0,2016
"ICEV-G",19,8,2016
"ICEV-D",19,0,2016
"HEV-G",19,0,2016
"HEV-D",19,0,2016
"CNG",19,0,2016
"PHEV",19,0,2016
"BEV",19,0,2016
"ICEV-G",20,17,2016
"ICEV-D",20,0,2016
"HEV-G",20,0,2016
"HEV-D",20,0,2016
"CNG",20,0,2016
"PHEV",20,0,2016
"BEV",20,0,2016
"ICEV-G",0,16779,2017
"ICEV-D",0,840,2017
"HEV-G",0,1462,2017
"HEV-D",0,0,2017
"CNG",0,0,2017
"PHEV",0,12,2017
"BEV",0,34,2017
"ICEV-G",1,22604,2017
"ICEV-D",1,594,2017
"HEV-G",1,551,2017
"HEV-D",1,1,2017
"CNG",1,40,2017
"PHEV",1,6,2017
"BEV",1,1,2017
"ICEV-G",2,11557,2017
"ICEV-D",2,193,2017
"HEV-G",2,139,2017
"HEV-D",2,0,2017
"CNG",2,27,2017
"PHEV",2,4,2017
"BEV",2,0,2017
"ICEV-G",3,2981,2017
"ICEV-D",3,61,2017
"HEV-G",3,44,2017
"HEV-D",3,1,2017
"CNG",3,4,2017
"PHEV",3,1,2017
"BEV",3,0,2017
"ICEV-G",4,1796,2017
"ICEV-D",4,21,2017
"HEV-G",4,19,2017
"HEV-D",4,0,2017
"CNG",4,0,2017
"PHEV",4,0,2017
"BEV",4,0,2017
"ICEV-G",5,1154,2017
"ICEV-D",5,8,2017
"HEV-G",5,25,2017
"HEV-D",5,0,2017
"CNG",5,0,2017
"PHEV",5,0,2017
"BEV",5,0,2017
"ICEV-G",6,923,2017
"ICEV-D",6,5,2017
"HEV-G",6,13,2017
"HEV-D",6,0,2017
"CNG",6,0,2017
"PHEV",6,0,2017
"BEV",6,0,2017
"ICEV-G",7,1027,2017
"ICEV-D",7,2,2017
"HEV-G",7,16,2017
"HEV-D",7,0,2017
"CNG",7,2,2017
"PHEV",7,0,2017
"BEV",7,0,2017
"ICEV-G",8,1170,2017
"ICEV-D",8,1,2017
"HEV-G",8,14,2017
"HEV-D",8,0,2017
"CNG",8,3,2017
"PHEV",8,0,2017
"BEV",8,0,2017
"ICEV-G",9,2247,2017
"ICEV-D",9,0,2017
"HEV-G",9,20,2017
"HEV-D",9,0,2017
"CNG",9,35,2017
"PHEV",9,0,2017
"BEV",9,0,2017
"ICEV-G",10,818,2017
"ICEV-D",10,0,2017
"HEV-G",10,4,2017
"HEV-D",10,0,2017
"CNG",10,0,2017
"PHEV",10,0,2017
"BEV",10,0,2017
"ICEV-G",11,566,2017
"ICEV-D",11,0,2017
"HEV-G",11,0,2017
"HEV-D",11,0,2017
"CNG",11,0,2017
"PHEV",11,0,2017
"BEV",11,0,2017
"ICEV-G",12,170,2017
"ICEV-D",12,0,2017
"HEV-G",12,1,2017
"HEV-D",12,0,2017
"CNG",12,1,2017
"PHEV",12,0,2017
"BEV",12,0,2017
"ICEV-G",13,31,2017
"ICEV-D",13,0,2017
"HEV-G",13,0,2017
"HEV-D",13,0,2017
"CNG",13,0,2017
"PHEV",13,0,2017
"BEV",13,0,2017
"ICEV-G",14,9,2017
"ICEV-D",14,0,2017
"HEV-G",14,0,2017
"HEV-D",14,0,2017
"CNG",14,0,2017
"PHEV",14,0,2017
"BEV",14,0,2017
"ICEV-G",15,4,2017
"ICEV-D",15,0,2017
"HEV-G",15,0,2017
"HEV-D",15,0,2017
"CNG",15,0,2017
"PHEV",15,0,2017
"BEV",15,0,2017
"ICEV-G",16,8,2017
"ICEV-D",16,0,2017
"HEV-G",16,0,2017
"HEV-D",16,0,2017
"CNG",16,0,2017
"PHEV",16,0,2017
"BEV",16,0,2017
"ICEV-G",17,9,2017
"ICEV-D",17,0,2017
"HEV-G",17,0,2017
"HEV-D",17,0,2017
"CNG",17,0,2017
"PHEV",17,0,2017
"BEV",17,0,2017
"ICEV-G",18,9,2017
"ICEV-D",18,0,2017
"HEV-G",18,0,2017
"HEV-D",18,0,2017
"CNG",18,0,2017
"PHEV",18,0,2017
"BEV",18,0,2017
"ICEV-G",19,9,2017
"ICEV-D",19,0,2017
"HEV-G",19,0,2017
"HEV-D",19,0,2017
"CNG",19,0,2017
"PHEV",19,0,2017
"BEV",19,0,2017
"ICEV-G",20,7,2017
"ICEV-D",20,0,2017
"HEV-G",20,0,2017
"HEV-D",20,0,2017
"CNG",20,0,2017
"PHEV",20,0,2017
"BEV",20,0,2017
"ICEV-G",0,1900,2018
"ICEV-D",0,475,2018
"HEV-G",0,1888,2018
"HEV-D",0,0,2018
"CNG",0,0,2018
"PHEV",0,51,2018
"BEV",0,70,2018
"ICEV-G",1,16368,2018
"ICEV-D",1,685,2018
"HEV-G",1,674,2018
"HEV-D",1,0,2018
"CNG",1,0,2018
"PHEV",1,0,2018
"BEV",1,0,2018
"ICEV-G",2,21637,2018
"ICEV-D",2,475,2018
"HEV-G",2,249,2018
"HEV-D",2,1,2018
"CNG",2,18,2018
"PHEV",2,0,2018
"BEV",2,0,2018
"ICEV-G",3,11020,2018
"ICEV-D",3,154,2018
"HEV-G",3,62,2018
"HEV-D",3,0,2018
"CNG",3,12,2018
"PHEV",3,0,2018
"BEV",3,0,2018
"ICEV-G",4,2739,2018
"ICEV-D",4,47,2018
"HEV-G",4,19,2018
"HEV-D",4,1,2018
"CNG",4,2,2018
"PHEV",4,0,2018
"BEV",4,0,2018
"ICEV-G",5,1565,2018
"ICEV-D",5,16,2018
"HEV-G",5,8,2018
"HEV-D",5,0,2018
"CNG",5,0,2018
"PHEV",5,0,2018
"BEV",5,0,2018
"ICEV-G",6,1019,2018
"ICEV-D",6,6,2018
"HEV-G",6,11,2018
"HEV-D",6,0,2018
"CNG",6,0,2018
"PHEV",6,0,2018
"BEV",6,0,2018
"ICEV-G",7,853,2018
"ICEV-D",7,4,2018
"HEV-G",7,6,2018
"HEV-D",7,0,2018
"CNG",7,0,2018
"PHEV",7,0,2018
"BEV",7,0,2018
"ICEV-G",8,975,2018
"ICEV-D",8,2,2018
"HEV-G",8,7,2018
"HEV-D",8,0,2018
"CNG",8,1,2018
"PHEV",8,0,2018
"BEV",8,0,2018
"ICEV-G",9,1060,2018
"ICEV-D",9,1,2018
"HEV-G",9,6,2018
"HEV-D",9,0,2018
"CNG",9,1,2018
"PHEV",9,0,2018
"BEV",9,0,2018
"ICEV-G",10,939,2018
"ICEV-D",10,0,2018
"HEV-G",10,4,2018
"HEV-D",10,0,2018
"CNG",10,7,2018
"PHEV",10,0,2018
"BEV",10,0,2018
"ICEV-G",11,770,2018
"ICEV-D",11,0,2018
"HEV-G",11,2,2018
"HEV-D",11,0,2018
"CNG",11,0,2018
"PHEV",11,0,2018
"BEV",11,0,2018
"ICEV-G",12,503,2018
"ICEV-D",12,0,2018
"HEV-G",12,0,2018
"HEV-D",12,0,2018
"CNG",12,0,2018
"PHEV",12,0,2018
"BEV",12,0,2018
"ICEV-G",13,127,2018
"ICEV-D",13,0,2018
"HEV-G",13,0,2018
"HEV-D",13,0,2018
"CNG",13,0,2018
"PHEV",13,0,2018
"BEV",13,0,2018
"ICEV-G",14,22,2018
"ICEV-D",14,0,2018
"HEV-G",14,0,2018
"HEV-D",14,0,2018
"CNG",14,0,2018
"PHEV",14,0,2018
"BEV",14,0,2018
"ICEV-G",15,4,2018
"ICEV-D",15,0,2018
"HEV-G",15,0,2018
"HEV-D",15,0,2018
"CNG",15,0,2018
"PHEV",15,0,2018
"BEV",15,0,2018
"ICEV-G",16,4,2018
"ICEV-D",16,0,2018
"HEV-G",16,0,2018
"HEV-D",16,0,2018
"CNG",16,0,2018
"PHEV",16,0,2018
"BEV",16,0,2018
"ICEV-G",17,7,2018
"ICEV-D",17,0,2018
"HEV-G",17,0,2018
"HEV-D",17,0,2018
"CNG",17,0,2018
"PHEV",17,0,2018
"BEV",17,0,2018
"ICEV-G",18,8,2018
"ICEV-D",18,0,2018
"HEV-G",18,0,2018
"HEV-D",18,0,2018
"CNG",18,0,2018
"PHEV",18,0,2018
"BEV",18,0,2018
"ICEV-G",19,8,2018
"ICEV-D",19,0,2018
"HEV-G",19,0,2018
