"Value","Year","Convergence_year","Scenario","Model","Unit","Target"
38.426592,2008,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
38.831762,2009,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
42.413616,2010,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
44.763911,2011,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
43.692284,2012,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
43.917804,2013,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
44.459324,2014,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
45.49601,2015,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
46.065234,2016,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
47.407144,2017,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
41.5607240588735,2018,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
40.9570729476713,2019,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
40.3319747319466,2020,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
38.1236989213978,2021,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
35.9773324163022,2022,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
33.8928752166597,2023,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
31.8703273224704,2024,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
29.9096887337343,2025,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
28.0109594504514,2026,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
26.1741394726217,2027,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
24.3992288002452,2028,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
22.6862274333218,2029,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
21.0351353718516,2030,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
19.3099463967974,2031,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
17.656568474518,2032,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
16.0750016050133,2033,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
14.5652457882833,2034,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
13.1273010243281,2035,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
11.7611673131476,2036,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
10.4668446547419,2037,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
9.2443330491109,2038,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
8.09363249625467,2039,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
7.01474299617318,2040,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
6.43473087208073,2041,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5.85471874798828,2042,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5.27470662389583,2043,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4.69469449980339,2044,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4.11468237571094,2045,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3.53467025161849,2046,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2.95465812752605,2047,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2.3746460034336,2048,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1.79463387934115,2049,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1.21462175524871,2050,"2040","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
36.901353,2005,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
37.171597,2006,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
38.286019,2007,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
38.426592,2008,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
38.831762,2009,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
42.413616,2010,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
44.763911,2011,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
43.692284,2012,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
43.917804,2013,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
44.459324,2014,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
45.49601,2015,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
46.065234,2016,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
47.407144,2017,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
48.7365872755502,2018,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
48.8304474658389,2019,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
48.8585335292511,2020,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
44.1244693585341,2021,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
39.5752972639934,2022,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
35.2110172456289,2023,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
31.0316293034407,2024,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
27.0371334374287,2025,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
23.227529647593,2026,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
19.6028179339336,2027,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
16.1629982964504,2028,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
12.9080707351436,2029,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
9.83803525001293,2030,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
9.31458559690667,2031,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
8.80408812644189,2032,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
8.30654283861858,2033,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
7.82194973343675,2034,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
7.3503088108964,2035,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
6.89162007099752,2036,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
6.44588351374011,2037,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
6.01309913912419,2038,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5.59326694714973,2039,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5.18638693781675,2040,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4.96560113663643,2041,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4.74481533545611,2042,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4.52402953427579,2043,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4.30324373309547,2044,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4.08245793191515,2045,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3.86167213073483,2046,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3.64088632955451,2047,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3.42010052837419,2048,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3.19931472719387,2049,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
2.97852892601356,2050,"2040","SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
36.901353,2005,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
37.171597,2006,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
38.286019,2007,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
38.426592,2008,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
38.831762,2009,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
42.413616,2010,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
44.763911,2011,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
43.692284,2012,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
43.917804,2013,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
44.459324,2014,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
45.49601,2015,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
46.065234,2016,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
47.407144,2017,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
42.1658959886609,2018,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
41.9264414101017,2019,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
41.6712309619923,2020,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
38.8787010417597,2021,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
36.1590091168467,2022,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
33.5121551872533,2023,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
30.9381392529795,2024,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
28.4369613140253,2025,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
26.0086213703907,2026,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
23.6531194220758,2027,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
21.3704554690805,2028,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
19.1606295114047,2029,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
17.0236415490486,2030,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
15.7907040102426,2031,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
14.5951765228249,2032,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
13.4370590867956,2033,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
12.3163517021547,2034,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
11.2330543689021,2035,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
10.1871670870379,2036,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
9.17868985656205,2037,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
8.20762267747456,2038,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
7.27396554977544,2039,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
6.37771847346467,2040,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
5.80246866244223,2041,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
5.24926835988691,2042,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
4.71811756579871,2043,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
4.20901628017763,2044,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
3.72196450302367,2045,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
3.25696223433683,2046,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
2.8140094741171,2047,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
2.3931062223645,2048,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
1.99425247907902,2049,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
1.61744824426066,2050,"2050","SSP1-19","AIM/CGE","Mt CO2","1.5C"
36.901353,2005,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
37.171597,2006,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
38.286019,2007,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
38.426592,2008,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
38.831762,2009,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
42.413616,2010,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
44.763911,2011,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
43.692284,2012,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
43.917804,2013,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
44.459324,2014,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
45.49601,2015,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
46.065234,2016,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
47.407144,2017,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
43.2430332565839,2018,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
43.1179989365343,2019,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
42.9727149913833,2020,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
41.4289849776975,2021,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
39.9134275755531,2022,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
38.4260427849499,2023,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
36.9668306058881,2024,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
35.5357910383675,2025,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
34.1329240823883,2026,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
32.7582297379503,2027,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
31.4117080050536,2028,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
30.0933588836982,2029,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
28.8031823738842,2030,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
27.4635738125755,2031,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
26.1554455294858,2032,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
24.8787975246149,2033,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
23.6336297979628,2034,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
22.4199423495296,2035,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
21.2377351793153,2036,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
20.0870082873199,2037,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
18.9677616735433,2038,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
17.8799953379855,2039,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
16.8237092806466,2040,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
15.5476351557082,2041,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
14.316651295693,2042,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
13.1307577006009,2043,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
11.989954370432,2044,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
10.8942413051863,2045,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
9.84361850486376,2046,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
8.83808596946441,2047,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
7.87764369898824,2048,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
6.96229169343526,2049,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
6.09202995280545,2050,"2050","SSP1-19","GCAM4","Mt CO2","1.5C"
36.901353,2005,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
37.171597,2006,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
38.286019,2007,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
38.426592,2008,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
38.831762,2009,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
42.413616,2010,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
44.763911,2011,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
43.692284,2012,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
43.917804,2013,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
44.459324,2014,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
45.49601,2015,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
46.065234,2016,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
47.407144,2017,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
38.6717296660519,2018,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
38.0611028833414,2019,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
37.4492976946751,2020,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
35.5086276829412,2021,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
33.6134268576053,2022,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
31.7636952186675,2023,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
29.9594327661277,2024,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
28.200639499986,2025,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
26.4873154202423,2026,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
24.8194605268967,2027,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
23.1970748199491,2028,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
21.6201582993996,2029,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
20.0887109652481,2030,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
18.2944261305811,2031,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
16.5587511328206,2032,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
14.8816859719665,2033,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
13.2632306480188,2034,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
11.7033851609776,2035,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
10.2021495108428,2036,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
8.7595236976144,2037,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
7.37550772129247,2038,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
6.05010158187698,2039,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
4.78330527936792,2040,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
4.29277670278513,2041,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
3.82198591857807,2042,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
3.37093292674673,2043,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
2.93961772729113,2044,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
2.52804032021126,2045,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
2.13620070550711,2046,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
1.7640988831787,2047,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
1.41173485322602,2048,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
1.07910861564907,2049,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
0.766220170447856,2050,"2050","SSP1-19","IMAGE","Mt CO2","1.5C"
36.901353,2005,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
37.171597,2006,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
38.286019,2007,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
38.426592,2008,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
38.831762,2009,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
42.413616,2010,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
44.763911,2011,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
43.692284,2012,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
43.917804,2013,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
44.459324,2014,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
45.49601,2015,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
46.065234,2016,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
47.407144,2017,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
40.2521029428637,2018,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
39.8093532954632,2019,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
39.3588320144865,2020,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
37.2032299949705,2021,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
35.0994904408692,2022,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
33.0476133521825,2023,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
31.0475987289105,2024,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
29.0994465710531,2025,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
27.2031568786104,2026,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
25.3587296515823,2027,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
23.566164889969,2028,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
21.8254625937702,2029,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
20.1366227629862,2030,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
19.1272160631828,2031,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
18.1429235059859,2032,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
17.1837450913952,2033,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
16.249680819411,2034,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
15.3407306900331,2035,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
14.4568947032616,2036,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
13.5981728590965,2037,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
12.7645651575377,2038,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
11.9560715985853,2039,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
11.1726921822393,2040,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
10.1278302070412,2041,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
9.12360592670454,2042,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
8.16001934122929,2043,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
7.23707045061545,2044,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
6.35475925486302,2045,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5.513085753972,2046,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4.7120499479424,2047,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3.9516518367742,2048,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3.23189142046742,2049,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2.55276869902204,2050,"2050","SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
36.901353,2005,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
37.171597,2006,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
38.286019,2007,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
38.426592,2008,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
38.831762,2009,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
42.413616,2010,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
44.763911,2011,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
43.692284,2012,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
43.917804,2013,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
44.459324,2014,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
45.49601,2015,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
46.065234,2016,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
47.407144,2017,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
41.8886184115045,2018,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
41.6197096742211,2019,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
41.3362018537032,2020,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
39.4231333608406,2021,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
37.5522066453148,2022,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
35.7234217071259,2023,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
33.9367785462739,2024,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
32.1922771627587,2025,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
30.4899175565804,2026,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
28.8296997277389,2027,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
27.2116236762343,2028,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
25.6356894020666,2029,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
24.1018969052357,2030,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
22.4521086979069,2031,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
20.8512024054082,2032,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
19.2991780277398,2033,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
17.7960355649016,2034,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
16.3417750168935,2035,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
14.9363963837156,2036,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
13.579899665368,2037,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
12.2722848618505,2038,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
11.0135519731632,2039,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
9.80370099930609,2040,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
8.75595095621469,2041,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
7.75095030339477,2042,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
6.78869904084632,2043,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5.86919716856936,2044,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4.99244468656388,2045,"2050","SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
