"Technology","Age","Value","Year"
"ICEV-D",2,1830,2014
"HEV-G",2,69,2014
"HEV-D",2,0,2014
"CNG",2,0,2014
"PHEV",2,0,2014
"BEV",2,0,2014
"ICEV-G",3,45,2014
"ICEV-D",3,1279,2014
"HEV-G",3,26,2014
"HEV-D",3,0,2014
"CNG",3,176,2014
"PHEV",3,0,2014
"BEV",3,0,2014
"ICEV-G",4,74,2014
"ICEV-D",4,1559,2014
"HEV-G",4,26,2014
"HEV-D",4,0,2014
"CNG",4,555,2014
"PHEV",4,0,2014
"BEV",4,0,2014
"ICEV-G",5,128,2014
"ICEV-D",5,1507,2014
"HEV-G",5,4,2014
"HEV-D",5,0,2014
"CNG",5,656,2014
"PHEV",5,0,2014
"BEV",5,0,2014
"ICEV-G",6,9,2014
"ICEV-D",6,2459,2014
"HEV-G",6,0,2014
"HEV-D",6,0,2014
"CNG",6,564,2014
"PHEV",6,0,2014
"BEV",6,0,2014
"ICEV-G",7,0,2014
"ICEV-D",7,4533,2014
"HEV-G",7,0,2014
"HEV-D",7,0,2014
"CNG",7,87,2014
"PHEV",7,0,2014
"BEV",7,0,2014
"ICEV-G",8,0,2014
"ICEV-D",8,5346,2014
"HEV-G",8,0,2014
"HEV-D",8,0,2014
"CNG",8,4,2014
"PHEV",8,0,2014
"BEV",8,0,2014
"ICEV-G",9,1,2014
"ICEV-D",9,3699,2014
"HEV-G",9,0,2014
"HEV-D",9,0,2014
"CNG",9,50,2014
"PHEV",9,0,2014
"BEV",9,0,2014
"ICEV-G",10,0,2014
"ICEV-D",10,94,2014
"HEV-G",10,0,2014
"HEV-D",10,0,2014
"CNG",10,0,2014
"PHEV",10,0,2014
"BEV",10,0,2014
"ICEV-G",11,0,2014
"ICEV-D",11,31,2014
"HEV-G",11,0,2014
"HEV-D",11,0,2014
"CNG",11,0,2014
"PHEV",11,0,2014
"BEV",11,0,2014
"ICEV-G",12,0,2014
"ICEV-D",12,19,2014
"HEV-G",12,0,2014
"HEV-D",12,0,2014
"CNG",12,0,2014
"PHEV",12,0,2014
"BEV",12,0,2014
"ICEV-G",13,0,2014
"ICEV-D",13,29,2014
"HEV-G",13,0,2014
"HEV-D",13,0,2014
"CNG",13,0,2014
"PHEV",13,0,2014
"BEV",13,0,2014
"ICEV-G",14,0,2014
"ICEV-D",14,27,2014
"HEV-G",14,0,2014
"HEV-D",14,0,2014
"CNG",14,0,2014
"PHEV",14,0,2014
"BEV",14,0,2014
"ICEV-G",15,0,2014
"ICEV-D",15,25,2014
"HEV-G",15,0,2014
"HEV-D",15,0,2014
"CNG",15,0,2014
"PHEV",15,0,2014
"BEV",15,0,2014
"ICEV-G",0,0,2015
"ICEV-D",0,3323,2015
"HEV-G",0,281,2015
"HEV-D",0,0,2015
"CNG",0,0,2015
"PHEV",0,0,2015
"BEV",0,0,2015
"ICEV-G",1,0,2015
"ICEV-D",1,2036,2015
"HEV-G",1,946,2015
"HEV-D",1,0,2015
"CNG",1,0,2015
"PHEV",1,0,2015
"BEV",1,0,2015
"ICEV-G",2,103,2015
"ICEV-D",2,20,2015
"HEV-G",2,537,2015
"HEV-D",2,0,2015
"CNG",2,0,2015
"PHEV",2,0,2015
"BEV",2,0,2015
"ICEV-G",3,143,2015
"ICEV-D",3,1829,2015
"HEV-G",3,69,2015
"HEV-D",3,0,2015
"CNG",3,0,2015
"PHEV",3,0,2015
"BEV",3,0,2015
"ICEV-G",4,39,2015
"ICEV-D",4,1278,2015
"HEV-G",4,26,2015
"HEV-D",4,0,2015
"CNG",4,143,2015
"PHEV",4,0,2015
"BEV",4,0,2015
"ICEV-G",5,64,2015
"ICEV-D",5,1558,2015
"HEV-G",5,26,2015
"HEV-D",5,0,2015
"CNG",5,450,2015
"PHEV",5,0,2015
"BEV",5,0,2015
"ICEV-G",6,110,2015
"ICEV-D",6,1506,2015
"HEV-G",6,4,2015
"HEV-D",6,0,2015
"CNG",6,532,2015
"PHEV",6,0,2015
"BEV",6,0,2015
"ICEV-G",7,8,2015
"ICEV-D",7,2457,2015
"HEV-G",7,0,2015
"HEV-D",7,0,2015
"CNG",7,457,2015
"PHEV",7,0,2015
"BEV",7,0,2015
"ICEV-G",8,0,2015
"ICEV-D",8,4521,2015
"HEV-G",8,0,2015
"HEV-D",8,0,2015
"CNG",8,71,2015
"PHEV",8,0,2015
"BEV",8,0,2015
"ICEV-G",9,0,2015
"ICEV-D",9,5044,2015
"HEV-G",9,0,2015
"HEV-D",9,0,2015
"CNG",9,3,2015
"PHEV",9,0,2015
"BEV",9,0,2015
"ICEV-G",10,0,2015
"ICEV-D",10,479,2015
"HEV-G",10,0,2015
"HEV-D",10,0,2015
"CNG",10,5,2015
"PHEV",10,0,2015
"BEV",10,0,2015
"ICEV-G",11,0,2015
"ICEV-D",11,93,2015
"HEV-G",11,0,2015
"HEV-D",11,0,2015
"CNG",11,0,2015
"PHEV",11,0,2015
"BEV",11,0,2015
"ICEV-G",12,0,2015
"ICEV-D",12,30,2015
"HEV-G",12,0,2015
"HEV-D",12,0,2015
"CNG",12,0,2015
"PHEV",12,0,2015
"BEV",12,0,2015
"ICEV-G",13,0,2015
"ICEV-D",13,18,2015
"HEV-G",13,0,2015
"HEV-D",13,0,2015
"CNG",13,0,2015
"PHEV",13,0,2015
"BEV",13,0,2015
"ICEV-G",14,0,2015
"ICEV-D",14,27,2015
"HEV-G",14,0,2015
"HEV-D",14,0,2015
"CNG",14,0,2015
"PHEV",14,0,2015
"BEV",14,0,2015
"ICEV-G",15,0,2015
"ICEV-D",15,25,2015
"HEV-G",15,0,2015
"HEV-D",15,0,2015
"CNG",15,0,2015
"PHEV",15,0,2015
"BEV",15,0,2015
"ICEV-G",0,0,2016
"ICEV-D",0,3583,2016
"HEV-G",0,608,2016
"HEV-D",0,0,2016
"CNG",0,0,2016
"PHEV",0,0,2016
"BEV",0,0,2016
"ICEV-G",1,0,2016
"ICEV-D",1,3322,2016
"HEV-G",1,281,2016
"HEV-D",1,0,2016
"CNG",1,0,2016
"PHEV",1,0,2016
"BEV",1,0,2016
"ICEV-G",2,0,2016
"ICEV-D",2,2035,2016
"HEV-G",2,945,2016
"HEV-D",2,0,2016
"CNG",2,0,2016
"PHEV",2,0,2016
"BEV",2,0,2016
"ICEV-G",3,57,2016
"ICEV-D",3,20,2016
"HEV-G",3,533,2016
"HEV-D",3,0,2016
"CNG",3,0,2016
"PHEV",3,0,2016
"BEV",3,0,2016
"ICEV-G",4,79,2016
"ICEV-D",4,1821,2016
"HEV-G",4,69,2016
"HEV-D",4,0,2016
"CNG",4,0,2016
"PHEV",4,0,2016
"BEV",4,0,2016
"ICEV-G",5,22,2016
"ICEV-D",5,1275,2016
"HEV-G",5,26,2016
"HEV-D",5,0,2016
"CNG",5,90,2016
"PHEV",5,0,2016
"BEV",5,0,2016
"ICEV-G",6,36,2016
"ICEV-D",6,1556,2016
"HEV-G",6,26,2016
"HEV-D",6,0,2016
"CNG",6,281,2016
"PHEV",6,0,2016
"BEV",6,0,2016
"ICEV-G",7,62,2016
"ICEV-D",7,1504,2016
"HEV-G",7,4,2016
"HEV-D",7,0,2016
"CNG",7,333,2016
"PHEV",7,0,2016
"BEV",7,0,2016
"ICEV-G",8,4,2016
"ICEV-D",8,2448,2016
"HEV-G",8,0,2016
"HEV-D",8,0,2016
"CNG",8,285,2016
"PHEV",8,0,2016
"BEV",8,0,2016
"ICEV-G",9,0,2016
"ICEV-D",9,4204,2016
"HEV-G",9,0,2016
"HEV-D",9,0,2016
"CNG",9,41,2016
"PHEV",9,0,2016
"BEV",9,0,2016
"ICEV-G",10,0,2016
"ICEV-D",10,1352,2016
"HEV-G",10,0,2016
"HEV-D",10,0,2016
"CNG",10,1,2016
"PHEV",10,0,2016
"BEV",10,0,2016
"ICEV-G",11,0,2016
"ICEV-D",11,470,2016
"HEV-G",11,0,2016
"HEV-D",11,0,2016
"CNG",11,3,2016
"PHEV",11,0,2016
"BEV",11,0,2016
"ICEV-G",12,0,2016
"ICEV-D",12,90,2016
"HEV-G",12,0,2016
"HEV-D",12,0,2016
"CNG",12,0,2016
"PHEV",12,0,2016
"BEV",12,0,2016
"ICEV-G",13,0,2016
"ICEV-D",13,28,2016
"HEV-G",13,0,2016
"HEV-D",13,0,2016
"CNG",13,0,2016
"PHEV",13,0,2016
"BEV",13,0,2016
"ICEV-G",14,0,2016
"ICEV-D",14,16,2016
"HEV-G",14,0,2016
"HEV-D",14,0,2016
"CNG",14,0,2016
"PHEV",14,0,2016
"BEV",14,0,2016
"ICEV-G",15,0,2016
"ICEV-D",15,24,2016
"HEV-G",15,0,2016
"HEV-D",15,0,2016
"CNG",15,0,2016
"PHEV",15,0,2016
"BEV",15,0,2016
"ICEV-G",0,0,2017
"ICEV-D",0,0,2017
"HEV-G",0,1685,2017
"HEV-D",0,0,2017
"CNG",0,0,2017
"PHEV",0,0,2017
"BEV",0,0,2017
"ICEV-G",1,0,2017
"ICEV-D",1,3309,2017
"HEV-G",1,608,2017
"HEV-D",1,0,2017
"CNG",1,0,2017
"PHEV",1,0,2017
"BEV",1,0,2017
"ICEV-G",2,0,2017
"ICEV-D",2,3067,2017
"HEV-G",2,281,2017
"HEV-D",2,0,2017
"CNG",2,0,2017
"PHEV",2,0,2017
"BEV",2,0,2017
"ICEV-G",3,0,2017
"ICEV-D",3,1871,2017
"HEV-G",3,941,2017
"HEV-D",3,0,2017
"CNG",3,0,2017
"PHEV",3,0,2017
"BEV",3,0,2017
"ICEV-G",4,28,2017
"ICEV-D",4,18,2017
"HEV-G",4,521,2017
"HEV-D",4,0,2017
"CNG",4,0,2017
"PHEV",4,0,2017
"BEV",4,0,2017
"ICEV-G",5,39,2017
"ICEV-D",5,1645,2017
"HEV-G",5,67,2017
"HEV-D",5,0,2017
"CNG",5,0,2017
"PHEV",5,0,2017
"BEV",5,0,2017
"ICEV-G",6,11,2017
"ICEV-D",6,1168,2017
"HEV-G",6,26,2017
"HEV-D",6,0,2017
"CNG",6,0,2017
"PHEV",6,0,2017
"BEV",6,0,2017
"ICEV-G",7,18,2017
"ICEV-D",7,1431,2017
"HEV-G",7,26,2017
"HEV-D",7,0,2017
"CNG",7,0,2017
"PHEV",7,0,2017
"BEV",7,0,2017
"ICEV-G",8,31,2017
"ICEV-D",8,1384,2017
"HEV-G",8,4,2017
"HEV-D",8,0,2017
"CNG",8,0,2017
"PHEV",8,0,2017
"BEV",8,0,2017
"ICEV-G",9,2,2017
"ICEV-D",9,2081,2017
"HEV-G",9,0,2017
"HEV-D",9,0,2017
"CNG",9,0,2017
"PHEV",9,0,2017
"BEV",9,0,2017
"ICEV-G",10,0,2017
"ICEV-D",10,1133,2017
"HEV-G",10,0,2017
"HEV-D",10,0,2017
"CNG",10,0,2017
"PHEV",10,0,2017
"BEV",10,0,2017
"ICEV-G",11,0,2017
"ICEV-D",11,1232,2017
"HEV-G",11,0,2017
"HEV-D",11,0,2017
"CNG",11,0,2017
"PHEV",11,0,2017
"BEV",11,0,2017
"ICEV-G",12,0,2017
"ICEV-D",12,404,2017
"HEV-G",12,0,2017
"HEV-D",12,0,2017
"CNG",12,0,2017
"PHEV",12,0,2017
"BEV",12,0,2017
"ICEV-G",13,0,2017
"ICEV-D",13,74,2017
"HEV-G",13,0,2017
"HEV-D",13,0,2017
"CNG",13,0,2017
"PHEV",13,0,2017
"BEV",13,0,2017
"ICEV-G",14,0,2017
"ICEV-D",14,21,2017
"HEV-G",14,0,2017
"HEV-D",14,0,2017
"CNG",14,0,2017
"PHEV",14,0,2017
"BEV",14,0,2017
"ICEV-G",15,0,2017
"ICEV-D",15,12,2017
"HEV-G",15,0,2017
"HEV-D",15,0,2017
"CNG",15,0,2017
"PHEV",15,0,2017
"BEV",15,0,2017
"ICEV-G",0,0,2018
"ICEV-D",0,0,2018
"HEV-G",0,34,2018
"HEV-D",0,0,2018
"CNG",0,0,2018
"PHEV",0,0,2018
"BEV",0,0,2018
"ICEV-G",1,0,2018
"ICEV-D",1,0,2018
"HEV-G",1,1685,2018
"HEV-D",1,0,2018
"CNG",1,0,2018
"PHEV",1,0,2018
"BEV",1,0,2018
"ICEV-G",2,0,2018
"ICEV-D",2,3171,2018
"HEV-G",2,608,2018
"HEV-D",2,0,2018
"CNG",2,0,2018
"PHEV",2,0,2018
"BEV",2,0,2018
"ICEV-G",3,0,2018
"ICEV-D",3,2927,2018
"HEV-G",3,280,2018
"HEV-D",3,0,2018
"CNG",3,0,2018
"PHEV",3,0,2018
"BEV",3,0,2018
"ICEV-G",4,0,2018
"ICEV-D",4,1754,2018
"HEV-G",4,920,2018
"HEV-D",4,0,2018
"CNG",4,0,2018
"PHEV",4,0,2018
"BEV",4,0,2018
"ICEV-G",5,24,2018
"ICEV-D",5,17,2018
"HEV-G",5,510,2018
"HEV-D",5,0,2018
"CNG",5,0,2018
"PHEV",5,0,2018
"BEV",5,0,2018
"ICEV-G",6,35,2018
"ICEV-D",6,1565,2018
"HEV-G",6,66,2018
"HEV-D",6,0,2018
"CNG",6,0,2018
"PHEV",6,0,2018
"BEV",6,0,2018
"ICEV-G",7,10,2018
"ICEV-D",7,1115,2018
"HEV-G",7,26,2018
"HEV-D",7,0,2018
"CNG",7,0,2018
"PHEV",7,0,2018
"BEV",7,0,2018
"ICEV-G",8,16,2018
"ICEV-D",8,1366,2018
"HEV-G",8,26,2018
"HEV-D",8,0,2018
"CNG",8,0,2018
"PHEV",8,0,2018
"BEV",8,0,2018
"ICEV-G",9,26,2018
"ICEV-D",9,1222,2018
"HEV-G",9,4,2018
"HEV-D",9,0,2018
"CNG",9,0,2018
"PHEV",9,0,2018
"BEV",9,0,2018
"ICEV-G",10,1,2018
"ICEV-D",10,582,2018
"HEV-G",10,0,2018
"HEV-D",10,0,2018
"CNG",10,0,2018
"PHEV",10,0,2018
"BEV",10,0,2018
"ICEV-G",11,0,2018
"ICEV-D",11,1072,2018
"HEV-G",11,0,2018
"HEV-D",11,0,2018
"CNG",11,0,2018
"PHEV",11,0,2018
"BEV",11,0,2018
"ICEV-G",12,0,2018
"ICEV-D",12,1100,2018
"HEV-G",12,0,2018
"HEV-D",12,0,2018
"CNG",12,0,2018
"PHEV",12,0,2018
"BEV",12,0,2018
"ICEV-G",13,0,2018
"ICEV-D",13,345,2018
"HEV-G",13,0,2018
"HEV-D",13,0,2018
"CNG",13,0,2018
"PHEV",13,0,2018
"BEV",13,0,2018
"ICEV-G",14,0,2018
"ICEV-D",14,58,2018
"HEV-G",14,0,2018
"HEV-D",14,0,2018
"CNG",14,0,2018
"PHEV",14,0,2018
"BEV",14,0,2018
"ICEV-G",15,0,2018
"ICEV-D",15,16,2018
"HEV-G",15,0,2018
"HEV-D",15,0,2018
"CNG",15,0,2018
"PHEV",15,0,2018
"BEV",15,0,2018
