"Technology","Age","Value","Year","Mode"
"CNGB",12,0,2010,"School bus"
"EB",12,0,2010,"School bus"
"ICEB-G",13,7,2010,"School bus"
"ICEB-D",13,251,2010,"School bus"
"HEB-G",13,0,2010,"School bus"
"HEB-D",13,0,2010,"School bus"
"CNGB",13,0,2010,"School bus"
"EB",13,0,2010,"School bus"
"ICEB-G",14,5,2010,"School bus"
"ICEB-D",14,175,2010,"School bus"
"HEB-G",14,0,2010,"School bus"
"HEB-D",14,0,2010,"School bus"
"CNGB",14,0,2010,"School bus"
"EB",14,0,2010,"School bus"
"ICEB-G",15,8,2010,"School bus"
"ICEB-D",15,278,2010,"School bus"
"HEB-G",15,0,2010,"School bus"
"HEB-D",15,0,2010,"School bus"
"CNGB",15,0,2010,"School bus"
"EB",15,0,2010,"School bus"
"ICEB-G",16,7,2010,"School bus"
"ICEB-D",16,229,2010,"School bus"
"HEB-G",16,0,2010,"School bus"
"HEB-D",16,0,2010,"School bus"
"CNGB",16,0,2010,"School bus"
"EB",16,0,2010,"School bus"
"ICEB-G",17,5,2010,"School bus"
"ICEB-D",17,180,2010,"School bus"
"HEB-G",17,0,2010,"School bus"
"HEB-D",17,0,2010,"School bus"
"CNGB",17,0,2010,"School bus"
"EB",17,0,2010,"School bus"
"ICEB-G",18,3,2010,"School bus"
"ICEB-D",18,127,2010,"School bus"
"HEB-G",18,0,2010,"School bus"
"HEB-D",18,0,2010,"School bus"
"CNGB",18,0,2010,"School bus"
"EB",18,0,2010,"School bus"
"ICEB-G",19,1,2010,"School bus"
"ICEB-D",19,27,2010,"School bus"
"HEB-G",19,0,2010,"School bus"
"HEB-D",19,0,2010,"School bus"
"CNGB",19,0,2010,"School bus"
"EB",19,0,2010,"School bus"
"ICEB-G",20,0,2010,"School bus"
"ICEB-D",20,11,2010,"School bus"
"HEB-G",20,0,2010,"School bus"
"HEB-D",20,0,2010,"School bus"
"CNGB",20,0,2010,"School bus"
"EB",20,0,2010,"School bus"
"ICEB-G",0,0,2011,"School bus"
"ICEB-D",0,777,2011,"School bus"
"HEB-G",0,0,2011,"School bus"
"HEB-D",0,0,2011,"School bus"
"CNGB",0,0,2011,"School bus"
"EB",0,0,2011,"School bus"
"ICEB-G",1,0,2011,"School bus"
"ICEB-D",1,617,2011,"School bus"
"HEB-G",1,0,2011,"School bus"
"HEB-D",1,1,2011,"School bus"
"CNGB",1,3,2011,"School bus"
"EB",1,0,2011,"School bus"
"ICEB-G",2,0,2011,"School bus"
"ICEB-D",2,601,2011,"School bus"
"HEB-G",2,0,2011,"School bus"
"HEB-D",2,0,2011,"School bus"
"CNGB",2,3,2011,"School bus"
"EB",2,0,2011,"School bus"
"ICEB-G",3,0,2011,"School bus"
"ICEB-D",3,610,2011,"School bus"
"HEB-G",3,0,2011,"School bus"
"HEB-D",3,0,2011,"School bus"
"CNGB",3,0,2011,"School bus"
"EB",3,0,2011,"School bus"
"ICEB-G",4,0,2011,"School bus"
"ICEB-D",4,302,2011,"School bus"
"HEB-G",4,0,2011,"School bus"
"HEB-D",4,0,2011,"School bus"
"CNGB",4,0,2011,"School bus"
"EB",4,0,2011,"School bus"
"ICEB-G",5,7,2011,"School bus"
"ICEB-D",5,397,2011,"School bus"
"HEB-G",5,0,2011,"School bus"
"HEB-D",5,0,2011,"School bus"
"CNGB",5,2,2011,"School bus"
"EB",5,0,2011,"School bus"
"ICEB-G",6,0,2011,"School bus"
"ICEB-D",6,231,2011,"School bus"
"HEB-G",6,0,2011,"School bus"
"HEB-D",6,0,2011,"School bus"
"CNGB",6,0,2011,"School bus"
"EB",6,0,2011,"School bus"
"ICEB-G",7,4,2011,"School bus"
"ICEB-D",7,195,2011,"School bus"
"HEB-G",7,0,2011,"School bus"
"HEB-D",7,0,2011,"School bus"
"CNGB",7,0,2011,"School bus"
"EB",7,0,2011,"School bus"
"ICEB-G",8,4,2011,"School bus"
"ICEB-D",8,191,2011,"School bus"
"HEB-G",8,0,2011,"School bus"
"HEB-D",8,0,2011,"School bus"
"CNGB",8,0,2011,"School bus"
"EB",8,0,2011,"School bus"
"ICEB-G",9,4,2011,"School bus"
"ICEB-D",9,154,2011,"School bus"
"HEB-G",9,0,2011,"School bus"
"HEB-D",9,0,2011,"School bus"
"CNGB",9,0,2011,"School bus"
"EB",9,0,2011,"School bus"
"ICEB-G",10,5,2011,"School bus"
"ICEB-D",10,195,2011,"School bus"
"HEB-G",10,0,2011,"School bus"
"HEB-D",10,0,2011,"School bus"
"CNGB",10,0,2011,"School bus"
"EB",10,0,2011,"School bus"
"ICEB-G",11,8,2011,"School bus"
"ICEB-D",11,305,2011,"School bus"
"HEB-G",11,0,2011,"School bus"
"HEB-D",11,0,2011,"School bus"
"CNGB",11,0,2011,"School bus"
"EB",11,0,2011,"School bus"
"ICEB-G",12,5,2011,"School bus"
"ICEB-D",12,199,2011,"School bus"
"HEB-G",12,0,2011,"School bus"
"HEB-D",12,0,2011,"School bus"
"CNGB",12,0,2011,"School bus"
"EB",12,0,2011,"School bus"
"ICEB-G",13,5,2011,"School bus"
"ICEB-D",13,194,2011,"School bus"
"HEB-G",13,0,2011,"School bus"
"HEB-D",13,0,2011,"School bus"
"CNGB",13,0,2011,"School bus"
"EB",13,0,2011,"School bus"
"ICEB-G",14,6,2011,"School bus"
"ICEB-D",14,245,2011,"School bus"
"HEB-G",14,0,2011,"School bus"
"HEB-D",14,0,2011,"School bus"
"CNGB",14,0,2011,"School bus"
"EB",14,0,2011,"School bus"
"ICEB-G",15,4,2011,"School bus"
"ICEB-D",15,168,2011,"School bus"
"HEB-G",15,0,2011,"School bus"
"HEB-D",15,0,2011,"School bus"
"CNGB",15,0,2011,"School bus"
"EB",15,0,2011,"School bus"
"ICEB-G",16,7,2011,"School bus"
"ICEB-D",16,273,2011,"School bus"
"HEB-G",16,0,2011,"School bus"
"HEB-D",16,0,2011,"School bus"
"CNGB",16,0,2011,"School bus"
"EB",16,0,2011,"School bus"
"ICEB-G",17,5,2011,"School bus"
"ICEB-D",17,203,2011,"School bus"
"HEB-G",17,0,2011,"School bus"
"HEB-D",17,0,2011,"School bus"
"CNGB",17,0,2011,"School bus"
"EB",17,0,2011,"School bus"
"ICEB-G",18,4,2011,"School bus"
"ICEB-D",18,158,2011,"School bus"
"HEB-G",18,0,2011,"School bus"
"HEB-D",18,0,2011,"School bus"
"CNGB",18,0,2011,"School bus"
"EB",18,0,2011,"School bus"
"ICEB-G",19,1,2011,"School bus"
"ICEB-D",19,30,2011,"School bus"
"HEB-G",19,0,2011,"School bus"
"HEB-D",19,0,2011,"School bus"
"CNGB",19,0,2011,"School bus"
"EB",19,0,2011,"School bus"
"ICEB-G",20,0,2011,"School bus"
"ICEB-D",20,6,2011,"School bus"
"HEB-G",20,0,2011,"School bus"
"HEB-D",20,0,2011,"School bus"
"CNGB",20,0,2011,"School bus"
"EB",20,0,2011,"School bus"
"ICEB-G",0,3,2012,"School bus"
"ICEB-D",0,692,2012,"School bus"
"HEB-G",0,0,2012,"School bus"
"HEB-D",0,0,2012,"School bus"
"CNGB",0,1,2012,"School bus"
"EB",0,0,2012,"School bus"
"ICEB-G",1,0,2012,"School bus"
"ICEB-D",1,776,2012,"School bus"
"HEB-G",1,0,2012,"School bus"
"HEB-D",1,0,2012,"School bus"
"CNGB",1,0,2012,"School bus"
"EB",1,0,2012,"School bus"
"ICEB-G",2,0,2012,"School bus"
"ICEB-D",2,615,2012,"School bus"
"HEB-G",2,0,2012,"School bus"
"HEB-D",2,1,2012,"School bus"
"CNGB",2,3,2012,"School bus"
"EB",2,0,2012,"School bus"
"ICEB-G",3,0,2012,"School bus"
"ICEB-D",3,601,2012,"School bus"
"HEB-G",3,0,2012,"School bus"
"HEB-D",3,0,2012,"School bus"
"CNGB",3,3,2012,"School bus"
"EB",3,0,2012,"School bus"
"ICEB-G",4,0,2012,"School bus"
"ICEB-D",4,610,2012,"School bus"
"HEB-G",4,0,2012,"School bus"
"HEB-D",4,0,2012,"School bus"
"CNGB",4,0,2012,"School bus"
"EB",4,0,2012,"School bus"
"ICEB-G",5,0,2012,"School bus"
"ICEB-D",5,302,2012,"School bus"
"HEB-G",5,0,2012,"School bus"
"HEB-D",5,0,2012,"School bus"
"CNGB",5,0,2012,"School bus"
"EB",5,0,2012,"School bus"
"ICEB-G",6,7,2012,"School bus"
"ICEB-D",6,395,2012,"School bus"
"HEB-G",6,0,2012,"School bus"
"HEB-D",6,0,2012,"School bus"
"CNGB",6,2,2012,"School bus"
"EB",6,0,2012,"School bus"
"ICEB-G",7,0,2012,"School bus"
"ICEB-D",7,229,2012,"School bus"
"HEB-G",7,0,2012,"School bus"
"HEB-D",7,0,2012,"School bus"
"CNGB",7,0,2012,"School bus"
"EB",7,0,2012,"School bus"
"ICEB-G",8,4,2012,"School bus"
"ICEB-D",8,192,2012,"School bus"
"HEB-G",8,0,2012,"School bus"
"HEB-D",8,0,2012,"School bus"
"CNGB",8,0,2012,"School bus"
"EB",8,0,2012,"School bus"
"ICEB-G",9,4,2012,"School bus"
"ICEB-D",9,176,2012,"School bus"
"HEB-G",9,0,2012,"School bus"
"HEB-D",9,0,2012,"School bus"
"CNGB",9,0,2012,"School bus"
"EB",9,0,2012,"School bus"
"ICEB-G",10,3,2012,"School bus"
"ICEB-D",10,122,2012,"School bus"
"HEB-G",10,0,2012,"School bus"
"HEB-D",10,0,2012,"School bus"
"CNGB",10,0,2012,"School bus"
"EB",10,0,2012,"School bus"
"ICEB-G",11,5,2012,"School bus"
"ICEB-D",11,190,2012,"School bus"
"HEB-G",11,0,2012,"School bus"
"HEB-D",11,0,2012,"School bus"
"CNGB",11,0,2012,"School bus"
"EB",11,0,2012,"School bus"
"ICEB-G",12,8,2012,"School bus"
"ICEB-D",12,302,2012,"School bus"
"HEB-G",12,0,2012,"School bus"
"HEB-D",12,0,2012,"School bus"
"CNGB",12,0,2012,"School bus"
"EB",12,0,2012,"School bus"
"ICEB-G",13,5,2012,"School bus"
"ICEB-D",13,197,2012,"School bus"
"HEB-G",13,0,2012,"School bus"
"HEB-D",13,0,2012,"School bus"
"CNGB",13,0,2012,"School bus"
"EB",13,0,2012,"School bus"
"ICEB-G",14,5,2012,"School bus"
"ICEB-D",14,189,2012,"School bus"
"HEB-G",14,0,2012,"School bus"
"HEB-D",14,0,2012,"School bus"
"CNGB",14,0,2012,"School bus"
"EB",14,0,2012,"School bus"
"ICEB-G",15,6,2012,"School bus"
"ICEB-D",15,242,2012,"School bus"
"HEB-G",15,0,2012,"School bus"
"HEB-D",15,0,2012,"School bus"
"CNGB",15,0,2012,"School bus"
"EB",15,0,2012,"School bus"
"ICEB-G",16,4,2012,"School bus"
"ICEB-D",16,164,2012,"School bus"
"HEB-G",16,0,2012,"School bus"
"HEB-D",16,0,2012,"School bus"
"CNGB",16,0,2012,"School bus"
"EB",16,0,2012,"School bus"
"ICEB-G",17,6,2012,"School bus"
"ICEB-D",17,225,2012,"School bus"
"HEB-G",17,0,2012,"School bus"
"HEB-D",17,0,2012,"School bus"
"CNGB",17,0,2012,"School bus"
"EB",17,0,2012,"School bus"
"ICEB-G",18,4,2012,"School bus"
"ICEB-D",18,168,2012,"School bus"
"HEB-G",18,0,2012,"School bus"
"HEB-D",18,0,2012,"School bus"
"CNGB",18,0,2012,"School bus"
"EB",18,0,2012,"School bus"
"ICEB-G",19,1,2012,"School bus"
"ICEB-D",19,53,2012,"School bus"
"HEB-G",19,0,2012,"School bus"
"HEB-D",19,0,2012,"School bus"
"CNGB",19,0,2012,"School bus"
"EB",19,0,2012,"School bus"
"ICEB-G",20,0,2012,"School bus"
"ICEB-D",20,10,2012,"School bus"
"HEB-G",20,0,2012,"School bus"
"HEB-D",20,0,2012,"School bus"
"CNGB",20,0,2012,"School bus"
"EB",20,0,2012,"School bus"
"ICEB-G",0,0,2013,"School bus"
"ICEB-D",0,757,2013,"School bus"
"HEB-G",0,0,2013,"School bus"
"HEB-D",0,0,2013,"School bus"
"CNGB",0,0,2013,"School bus"
"EB",0,0,2013,"School bus"
"ICEB-G",1,3,2013,"School bus"
"ICEB-D",1,692,2013,"School bus"
"HEB-G",1,0,2013,"School bus"
"HEB-D",1,0,2013,"School bus"
"CNGB",1,1,2013,"School bus"
"EB",1,0,2013,"School bus"
"ICEB-G",2,0,2013,"School bus"
"ICEB-D",2,774,2013,"School bus"
"HEB-G",2,0,2013,"School bus"
"HEB-D",2,0,2013,"School bus"
"CNGB",2,0,2013,"School bus"
"EB",2,0,2013,"School bus"
"ICEB-G",3,0,2013,"School bus"
"ICEB-D",3,615,2013,"School bus"
"HEB-G",3,0,2013,"School bus"
"HEB-D",3,1,2013,"School bus"
"CNGB",3,3,2013,"School bus"
"EB",3,0,2013,"School bus"
"ICEB-G",4,0,2013,"School bus"
"ICEB-D",4,599,2013,"School bus"
"HEB-G",4,0,2013,"School bus"
"HEB-D",4,0,2013,"School bus"
"CNGB",4,3,2013,"School bus"
"EB",4,0,2013,"School bus"
"ICEB-G",5,0,2013,"School bus"
"ICEB-D",5,608,2013,"School bus"
"HEB-G",5,0,2013,"School bus"
"HEB-D",5,0,2013,"School bus"
"CNGB",5,0,2013,"School bus"
"EB",5,0,2013,"School bus"
"ICEB-G",6,0,2013,"School bus"
"ICEB-D",6,302,2013,"School bus"
"HEB-G",6,0,2013,"School bus"
"HEB-D",6,0,2013,"School bus"
"CNGB",6,0,2013,"School bus"
"EB",6,0,2013,"School bus"
"ICEB-G",7,7,2013,"School bus"
"ICEB-D",7,395,2013,"School bus"
"HEB-G",7,0,2013,"School bus"
"HEB-D",7,0,2013,"School bus"
"CNGB",7,2,2013,"School bus"
"EB",7,0,2013,"School bus"
"ICEB-G",8,0,2013,"School bus"
"ICEB-D",8,224,2013,"School bus"
"HEB-G",8,0,2013,"School bus"
"HEB-D",8,0,2013,"School bus"
"CNGB",8,0,2013,"School bus"
"EB",8,0,2013,"School bus"
"ICEB-G",9,4,2013,"School bus"
"ICEB-D",9,184,2013,"School bus"
"HEB-G",9,0,2013,"School bus"
"HEB-D",9,0,2013,"School bus"
"CNGB",9,0,2013,"School bus"
"EB",9,0,2013,"School bus"
"ICEB-G",10,3,2013,"School bus"
"ICEB-D",10,136,2013,"School bus"
"HEB-G",10,0,2013,"School bus"
"HEB-D",10,0,2013,"School bus"
"CNGB",10,0,2013,"School bus"
"EB",10,0,2013,"School bus"
"ICEB-G",11,3,2013,"School bus"
"ICEB-D",11,120,2013,"School bus"
"HEB-G",11,0,2013,"School bus"
"HEB-D",11,0,2013,"School bus"
"CNGB",11,0,2013,"School bus"
"EB",11,0,2013,"School bus"
"ICEB-G",12,5,2013,"School bus"
"ICEB-D",12,186,2013,"School bus"
"HEB-G",12,0,2013,"School bus"
"HEB-D",12,0,2013,"School bus"
"CNGB",12,0,2013,"School bus"
"EB",12,0,2013,"School bus"
"ICEB-G",13,8,2013,"School bus"
"ICEB-D",13,289,2013,"School bus"
"HEB-G",13,0,2013,"School bus"
"HEB-D",13,0,2013,"School bus"
"CNGB",13,0,2013,"School bus"
"EB",13,0,2013,"School bus"
"ICEB-G",14,5,2013,"School bus"
"ICEB-D",14,184,2013,"School bus"
"HEB-G",14,0,2013,"School bus"
"HEB-D",14,0,2013,"School bus"
"CNGB",14,0,2013,"School bus"
"EB",14,0,2013,"School bus"
"ICEB-G",15,5,2013,"School bus"
"ICEB-D",15,176,2013,"School bus"
"HEB-G",15,0,2013,"School bus"
"HEB-D",15,0,2013,"School bus"
"CNGB",15,0,2013,"School bus"
"EB",15,0,2013,"School bus"
"ICEB-G",16,6,2013,"School bus"
"ICEB-D",16,232,2013,"School bus"
"HEB-G",16,0,2013,"School bus"
"HEB-D",16,0,2013,"School bus"
"CNGB",16,0,2013,"School bus"
"EB",16,0,2013,"School bus"
"ICEB-G",17,3,2013,"School bus"
"ICEB-D",17,141,2013,"School bus"
"HEB-G",17,0,2013,"School bus"
"HEB-D",17,0,2013,"School bus"
"CNGB",17,0,2013,"School bus"
"EB",17,0,2013,"School bus"
"ICEB-G",18,6,2013,"School bus"
"ICEB-D",18,206,2013,"School bus"
"HEB-G",18,0,2013,"School bus"
"HEB-D",18,0,2013,"School bus"
"CNGB",18,0,2013,"School bus"
"EB",18,0,2013,"School bus"
"ICEB-G",19,2,2013,"School bus"
"ICEB-D",19,76,2013,"School bus"
"HEB-G",19,0,2013,"School bus"
"HEB-D",19,0,2013,"School bus"
"CNGB",19,0,2013,"School bus"
"EB",19,0,2013,"School bus"
"ICEB-G",20,0,2013,"School bus"
"ICEB-D",20,24,2013,"School bus"
"HEB-G",20,0,2013,"School bus"
"HEB-D",20,0,2013,"School bus"
"CNGB",20,0,2013,"School bus"
"EB",20,0,2013,"School bus"
"ICEB-G",0,3,2014,"School bus"
"ICEB-D",0,894,2014,"School bus"
"HEB-G",0,0,2014,"School bus"
"HEB-D",0,0,2014,"School bus"
"CNGB",0,0,2014,"School bus"
"EB",0,0,2014,"School bus"
"ICEB-G",1,0,2014,"School bus"
"ICEB-D",1,757,2014,"School bus"
"HEB-G",1,0,2014,"School bus"
"HEB-D",1,0,2014,"School bus"
"CNGB",1,0,2014,"School bus"
"EB",1,0,2014,"School bus"
"ICEB-G",2,3,2014,"School bus"
"ICEB-D",2,692,2014,"School bus"
"HEB-G",2,0,2014,"School bus"
"HEB-D",2,0,2014,"School bus"
"CNGB",2,1,2014,"School bus"
"EB",2,0,2014,"School bus"
"ICEB-G",3,0,2014,"School bus"
"ICEB-D",3,772,2014,"School bus"
"HEB-G",3,0,2014,"School bus"
"HEB-D",3,0,2014,"School bus"
"CNGB",3,0,2014,"School bus"
"EB",3,0,2014,"School bus"
"ICEB-G",4,0,2014,"School bus"
"ICEB-D",4,614,2014,"School bus"
"HEB-G",4,0,2014,"School bus"
"HEB-D",4,1,2014,"School bus"
"CNGB",4,2,2014,"School bus"
"EB",4,0,2014,"School bus"
"ICEB-G",5,0,2014,"School bus"
"ICEB-D",5,596,2014,"School bus"
"HEB-G",5,0,2014,"School bus"
"HEB-D",5,0,2014,"School bus"
"CNGB",5,2,2014,"School bus"
"EB",5,0,2014,"School bus"
"ICEB-G",6,0,2014,"School bus"
"ICEB-D",6,604,2014,"School bus"
"HEB-G",6,0,2014,"School bus"
"HEB-D",6,0,2014,"School bus"
"CNGB",6,0,2014,"School bus"
"EB",6,0,2014,"School bus"
"ICEB-G",7,0,2014,"School bus"
"ICEB-D",7,301,2014,"School bus"
"HEB-G",7,0,2014,"School bus"
"HEB-D",7,0,2014,"School bus"
"CNGB",7,0,2014,"School bus"
"EB",7,0,2014,"School bus"
"ICEB-G",8,7,2014,"School bus"
"ICEB-D",8,392,2014,"School bus"
"HEB-G",8,0,2014,"School bus"
"HEB-D",8,0,2014,"School bus"
"CNGB",8,2,2014,"School bus"
"EB",8,0,2014,"School bus"
"ICEB-G",9,0,2014,"School bus"
"ICEB-D",9,212,2014,"School bus"
"HEB-G",9,0,2014,"School bus"
"HEB-D",9,0,2014,"School bus"
"CNGB",9,0,2014,"School bus"
"EB",9,0,2014,"School bus"
"ICEB-G",10,3,2014,"School bus"
"ICEB-D",10,150,2014,"School bus"
"HEB-G",10,0,2014,"School bus"
"HEB-D",10,0,2014,"School bus"
"CNGB",10,0,2014,"School bus"
"EB",10,0,2014,"School bus"
"ICEB-G",11,3,2014,"School bus"
"ICEB-D",11,134,2014,"School bus"
"HEB-G",11,0,2014,"School bus"
"HEB-D",11,0,2014,"School bus"
"CNGB",11,0,2014,"School bus"
"EB",11,0,2014,"School bus"
"ICEB-G",12,3,2014,"School bus"
"ICEB-D",12,116,2014,"School bus"
"HEB-G",12,0,2014,"School bus"
"HEB-D",12,0,2014,"School bus"
"CNGB",12,0,2014,"School bus"
"EB",12,0,2014,"School bus"
"ICEB-G",13,5,2014,"School bus"
"ICEB-D",13,181,2014,"School bus"
"HEB-G",13,0,2014,"School bus"
"HEB-D",13,0,2014,"School bus"
"CNGB",13,0,2014,"School bus"
"EB",13,0,2014,"School bus"
"ICEB-G",14,7,2014,"School bus"
"ICEB-D",14,258,2014,"School bus"
"HEB-G",14,0,2014,"School bus"
"HEB-D",14,0,2014,"School bus"
"CNGB",14,0,2014,"School bus"
"EB",14,0,2014,"School bus"
"ICEB-G",15,4,2014,"School bus"
"ICEB-D",15,152,2014,"School bus"
"HEB-G",15,0,2014,"School bus"
"HEB-D",15,0,2014,"School bus"
"CNGB",15,0,2014,"School bus"
"EB",15,0,2014,"School bus"
"ICEB-G",16,4,2014,"School bus"
"ICEB-D",16,148,2014,"School bus"
"HEB-G",16,0,2014,"School bus"
"HEB-D",16,0,2014,"School bus"
"CNGB",16,0,2014,"School bus"
"EB",16,0,2014,"School bus"
"ICEB-G",17,4,2014,"School bus"
"ICEB-D",17,163,2014,"School bus"
"HEB-G",17,0,2014,"School bus"
"HEB-D",17,0,2014,"School bus"
"CNGB",17,0,2014,"School bus"
"EB",17,0,2014,"School bus"
"ICEB-G",18,2,2014,"School bus"
"ICEB-D",18,111,2014,"School bus"
"HEB-G",18,0,2014,"School bus"
"HEB-D",18,0,2014,"School bus"
"CNGB",18,0,2014,"School bus"
"EB",18,0,2014,"School bus"
"ICEB-G",19,2,2014,"School bus"
"ICEB-D",19,68,2014,"School bus"
"HEB-G",19,0,2014,"School bus"
"HEB-D",19,0,2014,"School bus"
"CNGB",19,0,2014,"School bus"
"EB",19,0,2014,"School bus"
"ICEB-G",20,1,2014,"School bus"
"ICEB-D",20,25,2014,"School bus"
"HEB-G",20,0,2014,"School bus"
"HEB-D",20,0,2014,"School bus"
"CNGB",20,0,2014,"School bus"
"EB",20,0,2014,"School bus"
"ICEB-G",0,0,2015,"School bus"
"ICEB-D",0,946,2015,"School bus"
"HEB-G",0,0,2015,"School bus"
"HEB-D",0,1,2015,"School bus"
"CNGB",0,0,2015,"School bus"
"EB",0,0,2015,"School bus"
"ICEB-G",1,3,2015,"School bus"
"ICEB-D",1,894,2015,"School bus"
"HEB-G",1,0,2015,"School bus"
"HEB-D",1,0,2015,"School bus"
"CNGB",1,0,2015,"School bus"
"EB",1,0,2015,"School bus"
"ICEB-G",2,0,2015,"School bus"
"ICEB-D",2,756,2015,"School bus"
"HEB-G",2,0,2015,"School bus"
"HEB-D",2,0,2015,"School bus"
"CNGB",2,0,2015,"School bus"
"EB",2,0,2015,"School bus"
"ICEB-G",3,3,2015,"School bus"
"ICEB-D",3,691,2015,"School bus"
"HEB-G",3,0,2015,"School bus"
"HEB-D",3,0,2015,"School bus"
"CNGB",3,1,2015,"School bus"
"EB",3,0,2015,"School bus"
"ICEB-G",4,0,2015,"School bus"
"ICEB-D",4,771,2015,"School bus"
"HEB-G",4,0,2015,"School bus"
"HEB-D",4,0,2015,"School bus"
"CNGB",4,0,2015,"School bus"
"EB",4,0,2015,"School bus"
"ICEB-G",5,0,2015,"School bus"
"ICEB-D",5,612,2015,"School bus"
"HEB-G",5,0,2015,"School bus"
"HEB-D",5,1,2015,"School bus"
"CNGB",5,2,2015,"School bus"
"EB",5,0,2015,"School bus"
"ICEB-G",6,0,2015,"School bus"
"ICEB-D",6,594,2015,"School bus"
"HEB-G",6,0,2015,"School bus"
"HEB-D",6,0,2015,"School bus"
"CNGB",6,2,2015,"School bus"
"EB",6,0,2015,"School bus"
"ICEB-G",7,0,2015,"School bus"
"ICEB-D",7,599,2015,"School bus"
"HEB-G",7,0,2015,"School bus"
"HEB-D",7,0,2015,"School bus"
"CNGB",7,0,2015,"School bus"
"EB",7,0,2015,"School bus"
"ICEB-G",8,0,2015,"School bus"
"ICEB-D",8,298,2015,"School bus"
"HEB-G",8,0,2015,"School bus"
"HEB-D",8,0,2015,"School bus"
"CNGB",8,0,2015,"School bus"
"EB",8,0,2015,"School bus"
"ICEB-G",9,7,2015,"School bus"
"ICEB-D",9,381,2015,"School bus"
"HEB-G",9,0,2015,"School bus"
"HEB-D",9,0,2015,"School bus"
"CNGB",9,2,2015,"School bus"
"EB",9,0,2015,"School bus"
"ICEB-G",10,0,2015,"School bus"
"ICEB-D",10,182,2015,"School bus"
"HEB-G",10,0,2015,"School bus"
"HEB-D",10,0,2015,"School bus"
"CNGB",10,0,2015,"School bus"
"EB",10,0,2015,"School bus"
"ICEB-G",11,3,2015,"School bus"
"ICEB-D",11,141,2015,"School bus"
"HEB-G",11,0,2015,"School bus"
"HEB-D",11,0,2015,"School bus"
"CNGB",11,0,2015,"School bus"
"EB",11,0,2015,"School bus"
"ICEB-G",12,3,2015,"School bus"
"ICEB-D",12,128,2015,"School bus"
"HEB-G",12,0,2015,"School bus"
"HEB-D",12,0,2015,"School bus"
"CNGB",12,0,2015,"School bus"
"EB",12,0,2015,"School bus"
"ICEB-G",13,3,2015,"School bus"
"ICEB-D",13,107,2015,"School bus"
"HEB-G",13,0,2015,"School bus"
"HEB-D",13,0,2015,"School bus"
"CNGB",13,0,2015,"School bus"
"EB",13,0,2015,"School bus"
"ICEB-G",14,5,2015,"School bus"
"ICEB-D",14,170,2015,"School bus"
"HEB-G",14,0,2015,"School bus"
"HEB-D",14,0,2015,"School bus"
"CNGB",14,0,2015,"School bus"
"EB",14,0,2015,"School bus"
"ICEB-G",15,6,2015,"School bus"
"ICEB-D",15,232,2015,"School bus"
"HEB-G",15,0,2015,"School bus"
"HEB-D",15,0,2015,"School bus"
"CNGB",15,0,2015,"School bus"
"EB",15,0,2015,"School bus"
"ICEB-G",16,3,2015,"School bus"
"ICEB-D",16,132,2015,"School bus"
"HEB-G",16,0,2015,"School bus"
"HEB-D",16,0,2015,"School bus"
"CNGB",16,0,2015,"School bus"
"EB",16,0,2015,"School bus"
"ICEB-G",17,3,2015,"School bus"
"ICEB-D",17,108,2015,"School bus"
"HEB-G",17,0,2015,"School bus"
"HEB-D",17,0,2015,"School bus"
"CNGB",17,0,2015,"School bus"
"EB",17,0,2015,"School bus"
"ICEB-G",18,3,2015,"School bus"
"ICEB-D",18,136,2015,"School bus"
"HEB-G",18,0,2015,"School bus"
"HEB-D",18,0,2015,"School bus"
"CNGB",18,0,2015,"School bus"
"EB",18,0,2015,"School bus"
"ICEB-G",19,1,2015,"School bus"
"ICEB-D",19,41,2015,"School bus"
"HEB-G",19,0,2015,"School bus"
"HEB-D",19,0,2015,"School bus"
"CNGB",19,0,2015,"School bus"
"EB",19,0,2015,"School bus"
"ICEB-G",20,1,2015,"School bus"
"ICEB-D",20,25,2015,"School bus"
"HEB-G",20,0,2015,"School bus"
"HEB-D",20,0,2015,"School bus"
"CNGB",20,0,2015,"School bus"
"EB",20,0,2015,"School bus"
"ICEB-G",0,0,2016,"School bus"
"ICEB-D",0,993,2016,"School bus"
"HEB-G",0,0,2016,"School bus"
"HEB-D",0,0,2016,"School bus"
"CNGB",0,0,2016,"School bus"
"EB",0,0,2016,"School bus"
"ICEB-G",1,0,2016,"School bus"
"ICEB-D",1,946,2016,"School bus"
"HEB-G",1,0,2016,"School bus"
"HEB-D",1,1,2016,"School bus"
"CNGB",1,0,2016,"School bus"
"EB",1,0,2016,"School bus"
"ICEB-G",2,3,2016,"School bus"
"ICEB-D",2,894,2016,"School bus"
"HEB-G",2,0,2016,"School bus"
"HEB-D",2,0,2016,"School bus"
"CNGB",2,0,2016,"School bus"
"EB",2,0,2016,"School bus"
"ICEB-G",3,0,2016,"School bus"
"ICEB-D",3,755,2016,"School bus"
"HEB-G",3,0,2016,"School bus"
"HEB-D",3,0,2016,"School bus"
"CNGB",3,0,2016,"School bus"
"EB",3,0,2016,"School bus"
"ICEB-G",4,3,2016,"School bus"
"ICEB-D",4,689,2016,"School bus"
"HEB-G",4,0,2016,"School bus"
"HEB-D",4,0,2016,"School bus"
"CNGB",4,1,2016,"School bus"
"EB",4,0,2016,"School bus"
"ICEB-G",5,0,2016,"School bus"
