"Technology","Age","Value","Year","Mode"
"ICEB-G",7,0,2010,"Private bus"
"ICEB-D",7,287,2010,"Private bus"
"HEB-G",7,0,2010,"Private bus"
"HEB-D",7,0,2010,"Private bus"
"CNGB",7,0,2010,"Private bus"
"EB",7,0,2010,"Private bus"
"ICEB-G",8,0,2010,"Private bus"
"ICEB-D",8,238,2010,"Private bus"
"HEB-G",8,0,2010,"Private bus"
"HEB-D",8,0,2010,"Private bus"
"CNGB",8,0,2010,"Private bus"
"EB",8,0,2010,"Private bus"
"ICEB-G",9,0,2010,"Private bus"
"ICEB-D",9,313,2010,"Private bus"
"HEB-G",9,0,2010,"Private bus"
"HEB-D",9,0,2010,"Private bus"
"CNGB",9,0,2010,"Private bus"
"EB",9,0,2010,"Private bus"
"ICEB-G",10,0,2010,"Private bus"
"ICEB-D",10,453,2010,"Private bus"
"HEB-G",10,0,2010,"Private bus"
"HEB-D",10,0,2010,"Private bus"
"CNGB",10,0,2010,"Private bus"
"EB",10,0,2010,"Private bus"
"ICEB-G",11,0,2010,"Private bus"
"ICEB-D",11,294,2010,"Private bus"
"HEB-G",11,0,2010,"Private bus"
"HEB-D",11,0,2010,"Private bus"
"CNGB",11,0,2010,"Private bus"
"EB",11,0,2010,"Private bus"
"ICEB-G",12,0,2010,"Private bus"
"ICEB-D",12,291,2010,"Private bus"
"HEB-G",12,0,2010,"Private bus"
"HEB-D",12,0,2010,"Private bus"
"CNGB",12,0,2010,"Private bus"
"EB",12,0,2010,"Private bus"
"ICEB-G",13,0,2010,"Private bus"
"ICEB-D",13,368,2010,"Private bus"
"HEB-G",13,0,2010,"Private bus"
"HEB-D",13,0,2010,"Private bus"
"CNGB",13,0,2010,"Private bus"
"EB",13,0,2010,"Private bus"
"ICEB-G",14,0,2010,"Private bus"
"ICEB-D",14,258,2010,"Private bus"
"HEB-G",14,0,2010,"Private bus"
"HEB-D",14,0,2010,"Private bus"
"CNGB",14,0,2010,"Private bus"
"EB",14,0,2010,"Private bus"
"ICEB-G",15,0,2010,"Private bus"
"ICEB-D",15,409,2010,"Private bus"
"HEB-G",15,0,2010,"Private bus"
"HEB-D",15,0,2010,"Private bus"
"CNGB",15,0,2010,"Private bus"
"EB",15,0,2010,"Private bus"
"ICEB-G",16,0,2010,"Private bus"
"ICEB-D",16,337,2010,"Private bus"
"HEB-G",16,0,2010,"Private bus"
"HEB-D",16,0,2010,"Private bus"
"CNGB",16,0,2010,"Private bus"
"EB",16,0,2010,"Private bus"
"ICEB-G",17,0,2010,"Private bus"
"ICEB-D",17,264,2010,"Private bus"
"HEB-G",17,0,2010,"Private bus"
"HEB-D",17,0,2010,"Private bus"
"CNGB",17,0,2010,"Private bus"
"EB",17,0,2010,"Private bus"
"ICEB-G",18,0,2010,"Private bus"
"ICEB-D",18,185,2010,"Private bus"
"HEB-G",18,0,2010,"Private bus"
"HEB-D",18,0,2010,"Private bus"
"CNGB",18,0,2010,"Private bus"
"EB",18,0,2010,"Private bus"
"ICEB-G",19,0,2010,"Private bus"
"ICEB-D",19,40,2010,"Private bus"
"HEB-G",19,0,2010,"Private bus"
"HEB-D",19,0,2010,"Private bus"
"CNGB",19,0,2010,"Private bus"
"EB",19,0,2010,"Private bus"
"ICEB-G",20,0,2010,"Private bus"
"ICEB-D",20,16,2010,"Private bus"
"HEB-G",20,0,2010,"Private bus"
"HEB-D",20,0,2010,"Private bus"
"CNGB",20,0,2010,"Private bus"
"EB",20,0,2010,"Private bus"
"ICEB-G",0,0,2011,"Private bus"
"ICEB-D",0,427,2011,"Private bus"
"HEB-G",0,0,2011,"Private bus"
"HEB-D",0,0,2011,"Private bus"
"CNGB",0,0,2011,"Private bus"
"EB",0,0,2011,"Private bus"
"ICEB-G",1,0,2011,"Private bus"
"ICEB-D",1,332,2011,"Private bus"
"HEB-G",1,0,2011,"Private bus"
"HEB-D",1,1,2011,"Private bus"
"CNGB",1,3,2011,"Private bus"
"EB",1,0,2011,"Private bus"
"ICEB-G",2,0,2011,"Private bus"
"ICEB-D",2,399,2011,"Private bus"
"HEB-G",2,0,2011,"Private bus"
"HEB-D",2,0,2011,"Private bus"
"CNGB",2,3,2011,"Private bus"
"EB",2,0,2011,"Private bus"
"ICEB-G",3,0,2011,"Private bus"
"ICEB-D",3,630,2011,"Private bus"
"HEB-G",3,0,2011,"Private bus"
"HEB-D",3,0,2011,"Private bus"
"CNGB",3,0,2011,"Private bus"
"EB",3,0,2011,"Private bus"
"ICEB-G",4,0,2011,"Private bus"
"ICEB-D",4,413,2011,"Private bus"
"HEB-G",4,0,2011,"Private bus"
"HEB-D",4,0,2011,"Private bus"
"CNGB",4,0,2011,"Private bus"
"EB",4,0,2011,"Private bus"
"ICEB-G",5,2,2011,"Private bus"
"ICEB-D",5,275,2011,"Private bus"
"HEB-G",5,0,2011,"Private bus"
"HEB-D",5,0,2011,"Private bus"
"CNGB",5,0,2011,"Private bus"
"EB",5,0,2011,"Private bus"
"ICEB-G",6,73,2011,"Private bus"
"ICEB-D",6,147,2011,"Private bus"
"HEB-G",6,0,2011,"Private bus"
"HEB-D",6,0,2011,"Private bus"
"CNGB",6,2,2011,"Private bus"
"EB",6,0,2011,"Private bus"
"ICEB-G",7,0,2011,"Private bus"
"ICEB-D",7,286,2011,"Private bus"
"HEB-G",7,0,2011,"Private bus"
"HEB-D",7,0,2011,"Private bus"
"CNGB",7,0,2011,"Private bus"
"EB",7,0,2011,"Private bus"
"ICEB-G",8,0,2011,"Private bus"
"ICEB-D",8,281,2011,"Private bus"
"HEB-G",8,0,2011,"Private bus"
"HEB-D",8,0,2011,"Private bus"
"CNGB",8,0,2011,"Private bus"
"EB",8,0,2011,"Private bus"
"ICEB-G",9,0,2011,"Private bus"
"ICEB-D",9,226,2011,"Private bus"
"HEB-G",9,0,2011,"Private bus"
"HEB-D",9,0,2011,"Private bus"
"CNGB",9,0,2011,"Private bus"
"EB",9,0,2011,"Private bus"
"ICEB-G",10,0,2011,"Private bus"
"ICEB-D",10,287,2011,"Private bus"
"HEB-G",10,0,2011,"Private bus"
"HEB-D",10,0,2011,"Private bus"
"CNGB",10,0,2011,"Private bus"
"EB",10,0,2011,"Private bus"
"ICEB-G",11,0,2011,"Private bus"
"ICEB-D",11,449,2011,"Private bus"
"HEB-G",11,0,2011,"Private bus"
"HEB-D",11,0,2011,"Private bus"
"CNGB",11,0,2011,"Private bus"
"EB",11,0,2011,"Private bus"
"ICEB-G",12,0,2011,"Private bus"
"ICEB-D",12,292,2011,"Private bus"
"HEB-G",12,0,2011,"Private bus"
"HEB-D",12,0,2011,"Private bus"
"CNGB",12,0,2011,"Private bus"
"EB",12,0,2011,"Private bus"
"ICEB-G",13,0,2011,"Private bus"
"ICEB-D",13,287,2011,"Private bus"
"HEB-G",13,0,2011,"Private bus"
"HEB-D",13,0,2011,"Private bus"
"CNGB",13,0,2011,"Private bus"
"EB",13,0,2011,"Private bus"
"ICEB-G",14,0,2011,"Private bus"
"ICEB-D",14,359,2011,"Private bus"
"HEB-G",14,0,2011,"Private bus"
"HEB-D",14,0,2011,"Private bus"
"CNGB",14,0,2011,"Private bus"
"EB",14,0,2011,"Private bus"
"ICEB-G",15,0,2011,"Private bus"
"ICEB-D",15,248,2011,"Private bus"
"HEB-G",15,0,2011,"Private bus"
"HEB-D",15,0,2011,"Private bus"
"CNGB",15,0,2011,"Private bus"
"EB",15,0,2011,"Private bus"
"ICEB-G",16,0,2011,"Private bus"
"ICEB-D",16,401,2011,"Private bus"
"HEB-G",16,0,2011,"Private bus"
"HEB-D",16,0,2011,"Private bus"
"CNGB",16,0,2011,"Private bus"
"EB",16,0,2011,"Private bus"
"ICEB-G",17,0,2011,"Private bus"
"ICEB-D",17,299,2011,"Private bus"
"HEB-G",17,0,2011,"Private bus"
"HEB-D",17,0,2011,"Private bus"
"CNGB",17,0,2011,"Private bus"
"EB",17,0,2011,"Private bus"
"ICEB-G",18,0,2011,"Private bus"
"ICEB-D",18,232,2011,"Private bus"
"HEB-G",18,0,2011,"Private bus"
"HEB-D",18,0,2011,"Private bus"
"CNGB",18,0,2011,"Private bus"
"EB",18,0,2011,"Private bus"
"ICEB-G",19,0,2011,"Private bus"
"ICEB-D",19,44,2011,"Private bus"
"HEB-G",19,0,2011,"Private bus"
"HEB-D",19,0,2011,"Private bus"
"CNGB",19,0,2011,"Private bus"
"EB",19,0,2011,"Private bus"
"ICEB-G",20,0,2011,"Private bus"
"ICEB-D",20,10,2011,"Private bus"
"HEB-G",20,0,2011,"Private bus"
"HEB-D",20,0,2011,"Private bus"
"CNGB",20,0,2011,"Private bus"
"EB",20,0,2011,"Private bus"
"ICEB-G",0,0,2012,"Private bus"
"ICEB-D",0,61,2012,"Private bus"
"HEB-G",0,0,2012,"Private bus"
"HEB-D",0,0,2012,"Private bus"
"CNGB",0,0,2012,"Private bus"
"EB",0,0,2012,"Private bus"
"ICEB-G",1,0,2012,"Private bus"
"ICEB-D",1,427,2012,"Private bus"
"HEB-G",1,0,2012,"Private bus"
"HEB-D",1,0,2012,"Private bus"
"CNGB",1,0,2012,"Private bus"
"EB",1,0,2012,"Private bus"
"ICEB-G",2,0,2012,"Private bus"
"ICEB-D",2,331,2012,"Private bus"
"HEB-G",2,0,2012,"Private bus"
"HEB-D",2,1,2012,"Private bus"
"CNGB",2,3,2012,"Private bus"
"EB",2,0,2012,"Private bus"
"ICEB-G",3,0,2012,"Private bus"
"ICEB-D",3,399,2012,"Private bus"
"HEB-G",3,0,2012,"Private bus"
"HEB-D",3,0,2012,"Private bus"
"CNGB",3,3,2012,"Private bus"
"EB",3,0,2012,"Private bus"
"ICEB-G",4,0,2012,"Private bus"
"ICEB-D",4,630,2012,"Private bus"
"HEB-G",4,0,2012,"Private bus"
"HEB-D",4,0,2012,"Private bus"
"CNGB",4,0,2012,"Private bus"
"EB",4,0,2012,"Private bus"
"ICEB-G",5,0,2012,"Private bus"
"ICEB-D",5,413,2012,"Private bus"
"HEB-G",5,0,2012,"Private bus"
"HEB-D",5,0,2012,"Private bus"
"CNGB",5,0,2012,"Private bus"
"EB",5,0,2012,"Private bus"
"ICEB-G",6,2,2012,"Private bus"
"ICEB-D",6,274,2012,"Private bus"
"HEB-G",6,0,2012,"Private bus"
"HEB-D",6,0,2012,"Private bus"
"CNGB",6,0,2012,"Private bus"
"EB",6,0,2012,"Private bus"
"ICEB-G",7,58,2012,"Private bus"
"ICEB-D",7,146,2012,"Private bus"
"HEB-G",7,0,2012,"Private bus"
"HEB-D",7,0,2012,"Private bus"
"CNGB",7,2,2012,"Private bus"
"EB",7,0,2012,"Private bus"
"ICEB-G",8,0,2012,"Private bus"
"ICEB-D",8,282,2012,"Private bus"
"HEB-G",8,0,2012,"Private bus"
"HEB-D",8,0,2012,"Private bus"
"CNGB",8,0,2012,"Private bus"
"EB",8,0,2012,"Private bus"
"ICEB-G",9,0,2012,"Private bus"
"ICEB-D",9,258,2012,"Private bus"
"HEB-G",9,0,2012,"Private bus"
"HEB-D",9,0,2012,"Private bus"
"CNGB",9,0,2012,"Private bus"
"EB",9,0,2012,"Private bus"
"ICEB-G",10,0,2012,"Private bus"
"ICEB-D",10,180,2012,"Private bus"
"HEB-G",10,0,2012,"Private bus"
"HEB-D",10,0,2012,"Private bus"
"CNGB",10,0,2012,"Private bus"
"EB",10,0,2012,"Private bus"
"ICEB-G",11,0,2012,"Private bus"
"ICEB-D",11,280,2012,"Private bus"
"HEB-G",11,0,2012,"Private bus"
"HEB-D",11,0,2012,"Private bus"
"CNGB",11,0,2012,"Private bus"
"EB",11,0,2012,"Private bus"
"ICEB-G",12,0,2012,"Private bus"
"ICEB-D",12,445,2012,"Private bus"
"HEB-G",12,0,2012,"Private bus"
"HEB-D",12,0,2012,"Private bus"
"CNGB",12,0,2012,"Private bus"
"EB",12,0,2012,"Private bus"
"ICEB-G",13,0,2012,"Private bus"
"ICEB-D",13,289,2012,"Private bus"
"HEB-G",13,0,2012,"Private bus"
"HEB-D",13,0,2012,"Private bus"
"CNGB",13,0,2012,"Private bus"
"EB",13,0,2012,"Private bus"
"ICEB-G",14,0,2012,"Private bus"
"ICEB-D",14,279,2012,"Private bus"
"HEB-G",14,0,2012,"Private bus"
"HEB-D",14,0,2012,"Private bus"
"CNGB",14,0,2012,"Private bus"
"EB",14,0,2012,"Private bus"
"ICEB-G",15,0,2012,"Private bus"
"ICEB-D",15,355,2012,"Private bus"
"HEB-G",15,0,2012,"Private bus"
"HEB-D",15,0,2012,"Private bus"
"CNGB",15,0,2012,"Private bus"
"EB",15,0,2012,"Private bus"
"ICEB-G",16,0,2012,"Private bus"
"ICEB-D",16,242,2012,"Private bus"
"HEB-G",16,0,2012,"Private bus"
"HEB-D",16,0,2012,"Private bus"
"CNGB",16,0,2012,"Private bus"
"EB",16,0,2012,"Private bus"
"ICEB-G",17,0,2012,"Private bus"
"ICEB-D",17,331,2012,"Private bus"
"HEB-G",17,0,2012,"Private bus"
"HEB-D",17,0,2012,"Private bus"
"CNGB",17,0,2012,"Private bus"
"EB",17,0,2012,"Private bus"
"ICEB-G",18,0,2012,"Private bus"
"ICEB-D",18,247,2012,"Private bus"
"HEB-G",18,0,2012,"Private bus"
"HEB-D",18,0,2012,"Private bus"
"CNGB",18,0,2012,"Private bus"
"EB",18,0,2012,"Private bus"
"ICEB-G",19,0,2012,"Private bus"
"ICEB-D",19,78,2012,"Private bus"
"HEB-G",19,0,2012,"Private bus"
"HEB-D",19,0,2012,"Private bus"
"CNGB",19,0,2012,"Private bus"
"EB",19,0,2012,"Private bus"
"ICEB-G",20,0,2012,"Private bus"
"ICEB-D",20,15,2012,"Private bus"
"HEB-G",20,0,2012,"Private bus"
"HEB-D",20,0,2012,"Private bus"
"CNGB",20,0,2012,"Private bus"
"EB",20,0,2012,"Private bus"
"ICEB-G",0,0,2013,"Private bus"
"ICEB-D",0,112,2013,"Private bus"
"HEB-G",0,0,2013,"Private bus"
"HEB-D",0,0,2013,"Private bus"
"CNGB",0,0,2013,"Private bus"
"EB",0,0,2013,"Private bus"
"ICEB-G",1,0,2013,"Private bus"
"ICEB-D",1,61,2013,"Private bus"
"HEB-G",1,0,2013,"Private bus"
"HEB-D",1,0,2013,"Private bus"
"CNGB",1,0,2013,"Private bus"
"EB",1,0,2013,"Private bus"
"ICEB-G",2,0,2013,"Private bus"
"ICEB-D",2,424,2013,"Private bus"
"HEB-G",2,0,2013,"Private bus"
"HEB-D",2,0,2013,"Private bus"
"CNGB",2,0,2013,"Private bus"
"EB",2,0,2013,"Private bus"
"ICEB-G",3,0,2013,"Private bus"
"ICEB-D",3,331,2013,"Private bus"
"HEB-G",3,0,2013,"Private bus"
"HEB-D",3,1,2013,"Private bus"
"CNGB",3,2,2013,"Private bus"
"EB",3,0,2013,"Private bus"
"ICEB-G",4,0,2013,"Private bus"
"ICEB-D",4,398,2013,"Private bus"
"HEB-G",4,0,2013,"Private bus"
"HEB-D",4,0,2013,"Private bus"
"CNGB",4,2,2013,"Private bus"
"EB",4,0,2013,"Private bus"
"ICEB-G",5,0,2013,"Private bus"
"ICEB-D",5,440,2013,"Private bus"
"HEB-G",5,0,2013,"Private bus"
"HEB-D",5,0,2013,"Private bus"
"CNGB",5,0,2013,"Private bus"
"EB",5,0,2013,"Private bus"
"ICEB-G",6,0,2013,"Private bus"
"ICEB-D",6,413,2013,"Private bus"
"HEB-G",6,0,2013,"Private bus"
"HEB-D",6,0,2013,"Private bus"
"CNGB",6,0,2013,"Private bus"
"EB",6,0,2013,"Private bus"
"ICEB-G",7,2,2013,"Private bus"
"ICEB-D",7,274,2013,"Private bus"
"HEB-G",7,0,2013,"Private bus"
"HEB-D",7,0,2013,"Private bus"
"CNGB",7,0,2013,"Private bus"
"EB",7,0,2013,"Private bus"
"ICEB-G",8,44,2013,"Private bus"
"ICEB-D",8,143,2013,"Private bus"
"HEB-G",8,0,2013,"Private bus"
"HEB-D",8,0,2013,"Private bus"
"CNGB",8,2,2013,"Private bus"
"EB",8,0,2013,"Private bus"
"ICEB-G",9,0,2013,"Private bus"
"ICEB-D",9,271,2013,"Private bus"
"HEB-G",9,0,2013,"Private bus"
"HEB-D",9,0,2013,"Private bus"
"CNGB",9,0,2013,"Private bus"
"EB",9,0,2013,"Private bus"
"ICEB-G",10,0,2013,"Private bus"
"ICEB-D",10,199,2013,"Private bus"
"HEB-G",10,0,2013,"Private bus"
"HEB-D",10,0,2013,"Private bus"
"CNGB",10,0,2013,"Private bus"
"EB",10,0,2013,"Private bus"
"ICEB-G",11,0,2013,"Private bus"
"ICEB-D",11,177,2013,"Private bus"
"HEB-G",11,0,2013,"Private bus"
"HEB-D",11,0,2013,"Private bus"
"CNGB",11,0,2013,"Private bus"
"EB",11,0,2013,"Private bus"
"ICEB-G",12,0,2013,"Private bus"
"ICEB-D",12,274,2013,"Private bus"
"HEB-G",12,0,2013,"Private bus"
"HEB-D",12,0,2013,"Private bus"
"CNGB",12,0,2013,"Private bus"
"EB",12,0,2013,"Private bus"
"ICEB-G",13,0,2013,"Private bus"
"ICEB-D",13,425,2013,"Private bus"
"HEB-G",13,0,2013,"Private bus"
"HEB-D",13,0,2013,"Private bus"
"CNGB",13,0,2013,"Private bus"
"EB",13,0,2013,"Private bus"
"ICEB-G",14,0,2013,"Private bus"
"ICEB-D",14,270,2013,"Private bus"
"HEB-G",14,0,2013,"Private bus"
"HEB-D",14,0,2013,"Private bus"
"CNGB",14,0,2013,"Private bus"
"EB",14,0,2013,"Private bus"
"ICEB-G",15,0,2013,"Private bus"
"ICEB-D",15,259,2013,"Private bus"
"HEB-G",15,0,2013,"Private bus"
"HEB-D",15,0,2013,"Private bus"
"CNGB",15,0,2013,"Private bus"
"EB",15,0,2013,"Private bus"
"ICEB-G",16,0,2013,"Private bus"
"ICEB-D",16,341,2013,"Private bus"
"HEB-G",16,0,2013,"Private bus"
"HEB-D",16,0,2013,"Private bus"
"CNGB",16,0,2013,"Private bus"
"EB",16,0,2013,"Private bus"
"ICEB-G",17,0,2013,"Private bus"
"ICEB-D",17,208,2013,"Private bus"
"HEB-G",17,0,2013,"Private bus"
"HEB-D",17,0,2013,"Private bus"
"CNGB",17,0,2013,"Private bus"
"EB",17,0,2013,"Private bus"
"ICEB-G",18,0,2013,"Private bus"
"ICEB-D",18,304,2013,"Private bus"
"HEB-G",18,0,2013,"Private bus"
"HEB-D",18,0,2013,"Private bus"
"CNGB",18,0,2013,"Private bus"
"EB",18,0,2013,"Private bus"
"ICEB-G",19,0,2013,"Private bus"
"ICEB-D",19,112,2013,"Private bus"
"HEB-G",19,0,2013,"Private bus"
"HEB-D",19,0,2013,"Private bus"
"CNGB",19,0,2013,"Private bus"
"EB",19,0,2013,"Private bus"
"ICEB-G",20,0,2013,"Private bus"
"ICEB-D",20,35,2013,"Private bus"
"HEB-G",20,0,2013,"Private bus"
"HEB-D",20,0,2013,"Private bus"
"CNGB",20,0,2013,"Private bus"
"EB",20,0,2013,"Private bus"
"ICEB-G",0,0,2014,"Private bus"
"ICEB-D",0,116,2014,"Private bus"
"HEB-G",0,0,2014,"Private bus"
"HEB-D",0,0,2014,"Private bus"
"CNGB",0,0,2014,"Private bus"
"EB",0,0,2014,"Private bus"
"ICEB-G",1,0,2014,"Private bus"
"ICEB-D",1,112,2014,"Private bus"
"HEB-G",1,0,2014,"Private bus"
"HEB-D",1,0,2014,"Private bus"
"CNGB",1,0,2014,"Private bus"
"EB",1,0,2014,"Private bus"
"ICEB-G",2,0,2014,"Private bus"
"ICEB-D",2,61,2014,"Private bus"
"HEB-G",2,0,2014,"Private bus"
"HEB-D",2,0,2014,"Private bus"
"CNGB",2,0,2014,"Private bus"
"EB",2,0,2014,"Private bus"
"ICEB-G",3,0,2014,"Private bus"
"ICEB-D",3,424,2014,"Private bus"
"HEB-G",3,0,2014,"Private bus"
"HEB-D",3,0,2014,"Private bus"
"CNGB",3,0,2014,"Private bus"
"EB",3,0,2014,"Private bus"
"ICEB-G",4,0,2014,"Private bus"
"ICEB-D",4,330,2014,"Private bus"
"HEB-G",4,0,2014,"Private bus"
"HEB-D",4,1,2014,"Private bus"
"CNGB",4,2,2014,"Private bus"
"EB",4,0,2014,"Private bus"
"ICEB-G",5,0,2014,"Private bus"
"ICEB-D",5,396,2014,"Private bus"
"HEB-G",5,0,2014,"Private bus"
"HEB-D",5,0,2014,"Private bus"
"CNGB",5,2,2014,"Private bus"
"EB",5,0,2014,"Private bus"
"ICEB-G",6,0,2014,"Private bus"
"ICEB-D",6,440,2014,"Private bus"
"HEB-G",6,0,2014,"Private bus"
"HEB-D",6,0,2014,"Private bus"
"CNGB",6,0,2014,"Private bus"
"EB",6,0,2014,"Private bus"
"ICEB-G",7,0,2014,"Private bus"
"ICEB-D",7,411,2014,"Private bus"
"HEB-G",7,0,2014,"Private bus"
"HEB-D",7,0,2014,"Private bus"
"CNGB",7,0,2014,"Private bus"
"EB",7,0,2014,"Private bus"
"ICEB-G",8,2,2014,"Private bus"
"ICEB-D",8,272,2014,"Private bus"
"HEB-G",8,0,2014,"Private bus"
"HEB-D",8,0,2014,"Private bus"
"CNGB",8,0,2014,"Private bus"
"EB",8,0,2014,"Private bus"
"ICEB-G",9,32,2014,"Private bus"
"ICEB-D",9,136,2014,"Private bus"
"HEB-G",9,0,2014,"Private bus"
"HEB-D",9,0,2014,"Private bus"
"CNGB",9,2,2014,"Private bus"
"EB",9,0,2014,"Private bus"
"ICEB-G",10,0,2014,"Private bus"
"ICEB-D",10,221,2014,"Private bus"
"HEB-G",10,0,2014,"Private bus"
"HEB-D",10,0,2014,"Private bus"
"CNGB",10,0,2014,"Private bus"
"EB",10,0,2014,"Private bus"
"ICEB-G",11,0,2014,"Private bus"
"ICEB-D",11,196,2014,"Private bus"
"HEB-G",11,0,2014,"Private bus"
"HEB-D",11,0,2014,"Private bus"
"CNGB",11,0,2014,"Private bus"
"EB",11,0,2014,"Private bus"
"ICEB-G",12,0,2014,"Private bus"
"ICEB-D",12,171,2014,"Private bus"
"HEB-G",12,0,2014,"Private bus"
"HEB-D",12,0,2014,"Private bus"
"CNGB",12,0,2014,"Private bus"
"EB",12,0,2014,"Private bus"
"ICEB-G",13,0,2014,"Private bus"
"ICEB-D",13,267,2014,"Private bus"
"HEB-G",13,0,2014,"Private bus"
"HEB-D",13,0,2014,"Private bus"
"CNGB",13,0,2014,"Private bus"
"EB",13,0,2014,"Private bus"
"ICEB-G",14,0,2014,"Private bus"
"ICEB-D",14,380,2014,"Private bus"
"HEB-G",14,0,2014,"Private bus"
"HEB-D",14,0,2014,"Private bus"
"CNGB",14,0,2014,"Private bus"
"EB",14,0,2014,"Private bus"
"ICEB-G",15,0,2014,"Private bus"
"ICEB-D",15,223,2014,"Private bus"
"HEB-G",15,0,2014,"Private bus"
"HEB-D",15,0,2014,"Private bus"
"CNGB",15,0,2014,"Private bus"
"EB",15,0,2014,"Private bus"
"ICEB-G",16,0,2014,"Private bus"
"ICEB-D",16,218,2014,"Private bus"
"HEB-G",16,0,2014,"Private bus"
"HEB-D",16,0,2014,"Private bus"
"CNGB",16,0,2014,"Private bus"
"EB",16,0,2014,"Private bus"
"ICEB-G",17,0,2014,"Private bus"
"ICEB-D",17,239,2014,"Private bus"
"HEB-G",17,0,2014,"Private bus"
"HEB-D",17,0,2014,"Private bus"
"CNGB",17,0,2014,"Private bus"
"EB",17,0,2014,"Private bus"
"ICEB-G",18,0,2014,"Private bus"
"ICEB-D",18,164,2014,"Private bus"
"HEB-G",18,0,2014,"Private bus"
"HEB-D",18,0,2014,"Private bus"
"CNGB",18,0,2014,"Private bus"
"EB",18,0,2014,"Private bus"
"ICEB-G",19,0,2014,"Private bus"
"ICEB-D",19,100,2014,"Private bus"
"HEB-G",19,0,2014,"Private bus"
"HEB-D",19,0,2014,"Private bus"
"CNGB",19,0,2014,"Private bus"
"EB",19,0,2014,"Private bus"
"ICEB-G",20,0,2014,"Private bus"
"ICEB-D",20,37,2014,"Private bus"
"HEB-G",20,0,2014,"Private bus"
"HEB-D",20,0,2014,"Private bus"
"CNGB",20,0,2014,"Private bus"
"EB",20,0,2014,"Private bus"
"ICEB-G",0,0,2015,"Private bus"
"ICEB-D",0,123,2015,"Private bus"
"HEB-G",0,0,2015,"Private bus"
"HEB-D",0,0,2015,"Private bus"
"CNGB",0,0,2015,"Private bus"
"EB",0,0,2015,"Private bus"
"ICEB-G",1,0,2015,"Private bus"
"ICEB-D",1,116,2015,"Private bus"
"HEB-G",1,0,2015,"Private bus"
"HEB-D",1,0,2015,"Private bus"
"CNGB",1,0,2015,"Private bus"
"EB",1,0,2015,"Private bus"
"ICEB-G",2,0,2015,"Private bus"
"ICEB-D",2,112,2015,"Private bus"
"HEB-G",2,0,2015,"Private bus"
"HEB-D",2,0,2015,"Private bus"
"CNGB",2,0,2015,"Private bus"
"EB",2,0,2015,"Private bus"
"ICEB-G",3,0,2015,"Private bus"
"ICEB-D",3,61,2015,"Private bus"
"HEB-G",3,0,2015,"Private bus"
"HEB-D",3,0,2015,"Private bus"
"CNGB",3,0,2015,"Private bus"
"EB",3,0,2015,"Private bus"
"ICEB-G",4,0,2015,"Private bus"
"ICEB-D",4,423,2015,"Private bus"
"HEB-G",4,0,2015,"Private bus"
"HEB-D",4,0,2015,"Private bus"
"CNGB",4,0,2015,"Private bus"
"EB",4,0,2015,"Private bus"
"ICEB-G",5,0,2015,"Private bus"
"ICEB-D",5,329,2015,"Private bus"
"HEB-G",5,0,2015,"Private bus"
"HEB-D",5,1,2015,"Private bus"
"CNGB",5,1,2015,"Private bus"
"EB",5,0,2015,"Private bus"
"ICEB-G",6,0,2015,"Private bus"
"ICEB-D",6,395,2015,"Private bus"
"HEB-G",6,0,2015,"Private bus"
"HEB-D",6,0,2015,"Private bus"
"CNGB",6,1,2015,"Private bus"
"EB",6,0,2015,"Private bus"
"ICEB-G",7,0,2015,"Private bus"
"ICEB-D",7,436,2015,"Private bus"
"HEB-G",7,0,2015,"Private bus"
"HEB-D",7,0,2015,"Private bus"
"CNGB",7,0,2015,"Private bus"
"EB",7,0,2015,"Private bus"
"ICEB-G",8,0,2015,"Private bus"
"ICEB-D",8,406,2015,"Private bus"
"HEB-G",8,0,2015,"Private bus"
"HEB-D",8,0,2015,"Private bus"
"CNGB",8,0,2015,"Private bus"
"EB",8,0,2015,"Private bus"
"ICEB-G",9,2,2015,"Private bus"
"ICEB-D",9,265,2015,"Private bus"
"HEB-G",9,0,2015,"Private bus"
"HEB-D",9,0,2015,"Private bus"
"CNGB",9,0,2015,"Private bus"
"EB",9,0,2015,"Private bus"
"ICEB-G",10,22,2015,"Private bus"
"ICEB-D",10,117,2015,"Private bus"
"HEB-G",10,0,2015,"Private bus"
"HEB-D",10,0,2015,"Private bus"
"CNGB",10,1,2015,"Private bus"
"EB",10,0,2015,"Private bus"
"ICEB-G",11,0,2015,"Private bus"
"ICEB-D",11,208,2015,"Private bus"
"HEB-G",11,0,2015,"Private bus"
"HEB-D",11,0,2015,"Private bus"
"CNGB",11,0,2015,"Private bus"
"EB",11,0,2015,"Private bus"
"ICEB-G",12,0,2015,"Private bus"
"ICEB-D",12,187,2015,"Private bus"
"HEB-G",12,0,2015,"Private bus"
"HEB-D",12,0,2015,"Private bus"
"CNGB",12,0,2015,"Private bus"
"EB",12,0,2015,"Private bus"
"ICEB-G",13,0,2015,"Private bus"
"ICEB-D",13,158,2015,"Private bus"
"HEB-G",13,0,2015,"Private bus"
"HEB-D",13,0,2015,"Private bus"
"CNGB",13,0,2015,"Private bus"
"EB",13,0,2015,"Private bus"
"ICEB-G",14,0,2015,"Private bus"
"ICEB-D",14,250,2015,"Private bus"
"HEB-G",14,0,2015,"Private bus"
"HEB-D",14,0,2015,"Private bus"
