"Make","Model","Body","Enginee_cc","MPO_kw","Fuel","Transmission","Turbo_supercharged","Hybrid","fe_urban","fe_xtra_urban","fe_combined","co2_urban","co2_xtra_urban","co2_combined","ves_band"
"AUDI","S3 SEDAN 2.0 TFSI QU","Sedan",1984,213,"Petrol","Sequential","YES","NO","8.4","5.6",6.6,"194","131",154,"C2"
"AUDI","S3 SPORTBACK 2.0","Hatchback",1984,213,"Petrol","Sequential","YES","NO","8.3000000000000007","5.6",6.6,"191","130",152,"C2"
"AUDI","S4 AVANT 3.0 TFSI QU","Multi-purpose Vehicle/Station-wagon",2995,260,"Petrol","Automatic","YES","NO","10.5","6.6",8,"237","149",182,"C1"
"AUDI","S4 SEDAN 3.0 TFSI QU","Sedan",2995,260,"Petrol","Automatic","YES","NO","10.4","6.4",7.9,"236","146",179,"C1"
"AUDI","S4 SEDAN 3.0 TFSI QU","Sedan",2995,260,"Petrol","Automatic","YES","NO","10.1","6.3",7.7,"231","143",175,"C1"
"AUDI","S4 SEDAN 3.0 TFSI QU","Sedan",2995,260,"Petrol","Automatic","YES","NO","10.1","6.3",7.7,"231","143",175,"C1"
"AUDI","S5 CABRIOLET 3.0","Coupe/ Convertible",2995,260,"Petrol","Automatic","YES","NO","10.6","6.6",8.1,"240","150",183,"C1"
"AUDI","S5 COUPE 3.0 TFSI QU","Coupe/ Convertible",2995,260,"Petrol","Automatic","YES","NO","10.4","6.3",7.8,"236","144",178,"C1"
"AUDI","S5 COUPE 3.0 TFSI QU","Coupe/ Convertible",2995,260,"Petrol","Automatic","YES","NO","10.4","6.3",7.8,"236","144",178,"C1"
"AUDI","S5 SB 3.0 TFSI QU","Hatchback",2995,260,"Petrol","Automatic","YES","NO","10.4","6.4",7.9,"236","145",179,"C1"
"AUDI","S5 SB 3.0 TFSI QU","Hatchback",2995,260,"Petrol","Automatic","YES","NO","10.1","6.2",7.7,"230","141",175,"C1"
"AUDI","S5 SB 3.0 TFSI QU","Hatchback",2995,260,"Petrol","Automatic","YES","NO","10.4","6.4",7.9,"236","145",179,"C1"
"AUDI","S8 4.0 TFSI QU (PI)","Sedan",3993,382,"Petrol","Automatic","YES","NO","13.6","7.3",9.6,"318","171",225,"C2"
"AUDI","TT COUPE 1.8 TFSI S","Coupe/ Convertible",1798,132,"Petrol","Sequential","YES","NO","7.2","5.0999999999999996",5.9,"164","116",133,"B"
"AUDI","TT COUPE 2.0 TFSI QU","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.5","5.6",6.6,"196","129",153,"B"
"AUDI","TT COUPE 2.0 TFSI","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.3000000000000007","5.4",6.4,"192","125",149,"B"
"AUDI","TT COUPE 2.0 TFSI S","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.5","5.5",6.6,"197","128",153,"B"
"AUDI","TT ROADSTER 1.8 TFSI","Coupe/ Convertible",1798,132,"Petrol","Sequential","YES","NO","7.4","5.3",6.1,"169","122",139,"B"
"AUDI","TT ROADSTER 2.0 TFSI","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.6999999999999993","5.7",6.8,"201","134",158,"B"
"AUDI","TTC 2.0 TFSI QU (20""","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.5","5.6",6.6,"196","129",153,"B"
"AUDI","TTR 2.0 TFSI QU (20""","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.9","5.9",7,"204","136",161,"C1"
"AUDI","TTR 2.0 TFSI QUATTRO","Coupe/ Convertible",1984,169,"Petrol","Sequential","YES","NO","8.5","5.6",6.7,"197","130",154,"B"
"ALPINA","BMW ALPINA B3","Sedan",2979,301,"Petrol","Automatic","YES","NO","10.199999999999999","6.1",7.6,"237","142",177,"C2"
"ALPINA","B3 BITURBO SEDAN","Sedan",2979,301,"Petrol","Automatic","YES","NO","10.199999999999999","6.1",7.6,"237","142",177,"C1"
"ALPINA","B3 BITURBO SEDAN SR","Sedan",2979,301,"Petrol","Automatic","YES","NO","10.199999999999999","6.1",7.6,"237","142",177,"C1"
"ALPINA","B3 BITURBO TOURING","Multi-purpose Vehicle/Station-wagon",2979,301,"Petrol","Automatic","YES","NO","10.4","6.2",7.7,"242","143",179,"C2"
"ALPINA","B4 BITURBO","Coupe/ Convertible",2979,301,"Petrol","Automatic","YES","NO","10.8","6.4",8,"251","149",186,"C2"
"ALPINA","B4 BITURBO COUPE S/R","Coupe/ Convertible",2979,301,"Petrol","Automatic","YES","NO","10.199999999999999","6.1",7.6,"237","142",177,"C2"
"ALPINA","B4 S BITURBO COUPE","Coupe/ Convertible",2979,324,"Petrol","Automatic","YES","NO","10.9","6.2",7.9,"247","142",180,"C2"
"ALPINA","B5 BITURBO SEDAN","Sedan",4395,447,"Petrol","Automatic","YES","NO","14.9","7.9",10.5,"340","182",240,"C2"
"ALPINA","B5 BITURBO SEDAN","Sedan",4395,441,"Petrol","Automatic","YES","NO","13.1","7.4",9.5,"305","172",221,"C2"
"ALPINA","B5 BITURBO TOURING","Multi-purpose Vehicle/Station-wagon",4395,447,"Petrol","Automatic","YES","NO","15.4","8.6999999999999993",11.1,"351","198",254,"C2"
"ALPINA","B6 BITURBO CABRIO","Coupe/ Convertible",4395,441,"Petrol","Automatic","YES","NO","13.2","7.5",9.6,"307","175",224,"C2"
"ALPINA","B6 BITURBO COUPE","Coupe/ Convertible",4395,441,"Petrol","Automatic","YES","NO","12.9","7.4",9.4,"300","172",219,"C2"
"ALPINA","B7 BITURBO LWB","Sedan",4395,447,"Petrol","Automatic","YES","NO","13.5","7.3",9.6,"314","168",222,"C2"
"ALPINA","D3 BITURBO SEDAN S/R","Sedan",2993,257,"Diesel","Automatic","YES","NO","6","4.9000000000000004",5.3,"156","130",139,"C2"
"ALPINA","D4 BITURBO COUPE","Coupe/ Convertible",2993,257,"Diesel","Automatic","YES","NO","6","4.9000000000000004",5.3,"156","130",139,"C2"
"ALPINA","D5 S ALLRAD, RHD","Sedan",2993,240,"Diesel","Automatic","YES","NO","7.3","5.8",6.3,"192","151",166,"C1"
"ALPINA","XD3 BITURBO","Sports Utility Vehicle",2993,257,"Diesel","Automatic","YES","NO","7.3","6.2",6.6,"192","163",174,"C2"
"BENTLEY","BENTAYGA V8","Sports Utility Vehicle",3996,404,"Petrol","Automatic","YES","NO","15.6","9",11.4,"355","204",260,"C2"
"BENTLEY","BENTAYGA V8 DIESEL","Multi-purpose Vehicle/Station-wagon",3956,320,"Diesel","Automatic","YES","NO","9.4","7.2",8,"246","189",210,"C2"
"BENTLEY","BENTAYGA V8 DIESEL","Sports Utility Vehicle",3956,320,"Diesel","Automatic","YES","NO","9.4","7.2",8,"246","189",210,"C2"
"BENTLEY","BENTAYGA 6.0 AT SR","Sports Utility Vehicle",5950,447,"Petrol","Automatic","YES","NO","19","9.6",13.1,"430","217",296,"C2"
"BENTLEY","BENTAYGA 6.0 AT SR","Sports Utility Vehicle",5950,447,"Petrol","Automatic","YES","NO","19","9.6",13.1,"430","217",296,"C2"
"BENTLEY","CONTINENTAL GT V8","Coupe/ Convertible",3993,373,"Petrol","Automatic","YES","NO","15.5","7.7",10.6,"360","179",246,"C2"
"BENTLEY","CONTINENTAL GT V8 S","Coupe/ Convertible",3993,388,"Petrol","Automatic","YES","NO","15.7","7.8",10.7,"365","182",250,"C2"
"BENTLEY","CONTINENTAL GT W12","Coupe/ Convertible",5950,467,"Petrol","Sequential","YES","NO","16.7","9.5",12.2,"380","219",278,"C2"
"BENTLEY","CONTINENTAL GT W12","Coupe/ Convertible",5950,467,"Petrol","Automatic","YES","NO","17.2","9.4",12.3,"392","215",280,"C2"
"BENTLEY","CONTINENTAL GT3-R","Coupe/ Convertible",3993,426,"Petrol","Automatic","YES","NO","19.5","8.6999999999999993",12.7,"454","203",295,"C2"
"BENTLEY","FLYING SPUR V8 S S/R","Sedan",3993,388,"Petrol","Automatic","YES","NO","15.9","8",10.9,"370","186",254,"C2"
"BENTLEY","FLYING SPUR V8 4.0","Sedan",3993,373,"Petrol","Automatic","YES","NO","15.9","8",10.9,"370","186",254,"C2"
"BENTLEY","FLYING SPUR W12","Sedan",5998,460,"Petrol","Automatic","YES","NO","22.2","10.199999999999999",14.7,"505","234",335,"C2"
"BENTLEY","MULSANNE EXTENDED","Sedan",6752,377,"Petrol","Automatic","YES","NO","23.4","10.1",15,"533","230",342,"C2"
"BENTLEY","MULSANNE SPEED","Sedan",6752,395,"Petrol","Automatic","YES","NO","23.4","10.1",15,"533","230",342,"C2"
"BENTLEY","MULSANNE SPEED 6.8","Sedan",6752,395,"Petrol","Automatic","YES","NO","22.8","9.9",14.6,"531","233",342,"C2"
"BENTLEY","MULSANNE 6.8 A/T","Sedan",6752,377,"Petrol","Automatic","YES","NO","24.3","11",15.9,"535","243",350,"C2"
"B.M.W.","BMW I3 REX LED NAV","Hatchback",647,125,"Petrol-Electric","Automatic","NO","YES","-","-",0.6,"-","-",59,"C2"
"B.M.W.","BMW 440I HARDTOP","Coupe/ Convertible",2998,240,"Petrol","Automatic","YES","NO","11.1","6.4",8.1,"253","147",186,"C2"
"B.M.W.","I3 120AH LED","Hatchback",0,125,"Electric","Automatic","NO","NO","0","0",137,"0","0",54.8,"A1"
"B.M.W.","I3 94 AH LED NAV","Hatchback",0,125,"Electric","Automatic","NO","NO","0","0",131,"0","0",52,"A1"
"B.M.W.","I3 94AH BEV LED NAV","Hatchback",0,125,"Electric","Automatic","NO","NO","0","0",136,"0","0",54.4,"A1"
"B.M.W.","I3 94AH REX","Hatchback",647,125,"Petrol-Electric","Automatic","NO","YES","-","-",0.6,"-","-",61.6,"C2"
"B.M.W.","I3 94AH REX LED NAV","Hatchback",647,125,"Petrol-Electric","Automatic","NO","YES","-","-",0.6,"-","-",60.6,"C2"
"B.M.W.","I3S REX NAV","Hatchback",647,135,"Petrol-Electric","Automatic","NO","YES","-","-",0.7,"-","-",65,"C2"
"B.M.W.","I3S 120AH NAV","Hatchback",0,135,"Electric","Automatic","NO","NO","0","0",145,"0","0",58,"A1"
"B.M.W.","I3S 120AH SR","Hatchback",0,135,"Electric","Automatic","NO","NO","0","0",145,"0","0",58,"A1"
"B.M.W.","I3S 94AH NAV","Hatchback",0,135,"Electric","Automatic","YES","NO","0","0",143,"0","0",57.2,"A1"
"B.M.W.","I8 COUPE NAV HUD LED","Coupe/ Convertible",1499,275,"Petrol-Electric","Automatic","YES","YES","-","-",2.2,"-","-",113,"B"
"B.M.W.","I8 LED HUD NAV","Coupe/ Convertible",1499,266,"Petrol-Electric","Automatic","YES","YES","-","-",2.1,"-","-",96,"C1"
"B.M.W.","I8 ROADSTER NAV HUD","Coupe/ Convertible",1499,275,"Petrol-Electric","Automatic","YES","YES","-","-",2.4,"-","-",119.6,"B"
"B.M.W.","I8 ROADSTER NAV HUD","Coupe/ Convertible",1499,275,"Petrol-Electric","Automatic","YES","YES","-","-",2.4,"-","-",119.6,"B"
"B.M.W.","M135 XDRIVE LED HL","Hatchback",1998,225,"Petrol","Automatic","YES","NO","9.3000000000000007","6.4",7.5,"213","147",171,"C1"
"B.M.W.","M135I 3DR AT ABS","Hatchback",2979,235,"Petrol","Automatic","YES","NO","10.3","5.8",7.5,"240","137",175,"C2"
"B.M.W.","M135I 3DR AT ABS","Hatchback",2979,235,"Petrol","Automatic","YES","NO","10.3","5.9",7.5,"240","137",175,"C2"
"B.M.W.","M135I 3DR HATCHBACK","Hatchback",2979,240,"Petrol","Automatic","YES","NO","10.3","5.9",7.5,"240","137",175,"C2"
"B.M.W.","M135I 5DR AT ABS","Hatchback",2979,235,"Petrol","Automatic","YES","NO","10.3","5.8",7.5,"240","137",175,"C2"
"B.M.W.","M135I 5DR AT ABS","Hatchback",2979,235,"Petrol","Automatic","YES","NO","10.3","5.8",7.5,"240","137",175,"C2"
"B.M.W.","M135I 5DR LED NAV","Hatchback",2979,240,"Petrol","Automatic","YES","NO","10.3","5.9",7.5,"240","137",175,"C2"
"B.M.W.","M140I LED NAV","Hatchback",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M140I 5DR LED NAV","Hatchback",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M140I 5DR LED NAV","Hatchback",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M140I 5DR MSPT MT","Hatchback",2998,250,"Petrol","Manual","YES","NO","10.6","6.2",7.8,"242","142",179,"C2"
"B.M.W.","M2 COMPETITION","Coupe/ Convertible",2979,302,"Petrol","Sequential","YES","NO","11.8","7.5",9.1,"269","171",207,"C2"
"B.M.W.","M2 COMPETITON 6MT","Coupe/ Convertible",2979,302,"Petrol","Manual","YES","NO","13.2","7.8",9.8,"299","178",223,"C2"
"B.M.W.","M2 COUPE DCT NAV HID","Coupe/ Convertible",2979,272,"Petrol","Sequential","YES","NO","10.5","6.4",7.9,"244","150",185,"C1"
"B.M.W.","M2 COUPE DCT NAV HID","Coupe/ Convertible",2979,272,"Petrol","Sequential","YES","NO","10.5","6.4",7.9,"244","150",185,"C1"
"B.M.W.","M2 COUPE MT NAV HID","Coupe/ Convertible",2979,272,"Petrol","Manual","YES","NO","11.6","6.7",8.5,"269","158",199,"C2"
"B.M.W.","M2 LED NAV","Coupe/ Convertible",2979,272,"Petrol","Sequential","YES","NO","10.5","6.4",7.9,"244","150",185,"C1"
"B.M.W.","M2 LED NAV MT","Coupe/ Convertible",2979,272,"Petrol","Manual","YES","NO","11.6","6.7",8.5,"269","158",199,"C2"
"B.M.W.","M235I CONVERTIBLE","Coupe/ Convertible",2979,240,"Petrol","Automatic","YES","NO","10.7","6.2",7.9,"249","146",184,"C2"
"B.M.W.","M235I COUPE A/T ABS","Coupe/ Convertible",2979,240,"Petrol","Automatic","YES","NO","10.3","5.9",7.6,"240","139",176,"C2"
"B.M.W.","M235I COUPE DSC HID","Coupe/ Convertible",2979,240,"Petrol","Automatic","YES","NO","10.3","5.9",7.6,"240","139",176,"C2"
"B.M.W.","M240I CABRIO","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.8000000000000007","6",7.4,"223","137",169,"C1"
"B.M.W.","M240I CABRIO (LCI)","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.8000000000000007","6",7.4,"223","137",169,"C1"
"B.M.W.","M240I CABRIO HID NAV","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.8000000000000007","6",7.4,"223","137",169,"C1"
"B.M.W.","M240I D/AB HID NAV","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M240I D/AB SR HID","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M240I LED NAV","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M240I LED NAV LCI","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M240I LED NAV SR","Coupe/ Convertible",2998,250,"Petrol","Automatic","YES","NO","9.4","5.8",7.1,"214","133",163,"C1"
"B.M.W.","M3 COMPETITION PKG","Sedan",2979,331,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 LED NAV HUD","Sedan",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 SEDAN A/T ABS","Sedan",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 SEDAN A/T ABS","Sedan",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 SEDAN A/T ABS","Sedan",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 SEDAN A/T ABS","Sedan",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 SEDAN AT ABS","Sedan",2979,317,"Petrol","Automatic","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M3 SEDAN M/T ABS 2WD","Sedan",2979,317,"Petrol","Manual","YES","NO","12","6.9",8.8,"279","162",204,"C2"
"B.M.W.","M3 SEDAN MT ABS 2WD","Sedan",2979,317,"Petrol","Manual","YES","NO","12","6.9",8.8,"279","162",204,"C2"
"B.M.W.","M3 6MT LED","Sedan",2979,317,"Petrol","Manual","YES","NO","12","6.9",8.8,"279","162",204,"C2"
"B.M.W.","M340I XDRIVE","Sedan",2998,285,"Petrol","Automatic","YES","NO","10","6.4",7.7,"228","147",177,"C1"
"B.M.W.","M4 CABRIO DCT LED","Coupe/ Convertible",2979,331,"Petrol","Sequential","YES","NO","11.5","7.1",8.7,"268","165",203,"C2"
"B.M.W.","M4 CONVERTIBLE A/T","Coupe/ Convertible",2979,317,"Petrol","Sequential","YES","NO","11.5","7.1",8.7,"268","165",203,"C2"
"B.M.W.","M4 COUPE AT ABS","Coupe/ Convertible",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M4 COUPE AT ABS","Coupe/ Convertible",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M4 COUPE AT ABS","Coupe/ Convertible",2979,317,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M4 COUPE AT ABS","Coupe/ Convertible",2979,317,"Petrol","Automatic","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M4 COUPE COMP LED","Coupe/ Convertible",2979,331,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M4 COUPE COMPETITION","Coupe/ Convertible",2979,331,"Petrol","Sequential","YES","NO","11.1","6.7",8.3,"259","158",194,"C2"
"B.M.W.","M4 CS COUPE","Coupe/ Convertible",2979,338,"Petrol","Sequential","YES","NO","11.2","6.8",8.4,"261","159",197,"C2"
"B.M.W.","M4 GTS HUD LED NAV","Coupe/ Convertible",2979,368,"Petrol","Sequential","YES","NO","11.2","7",8.5,"260","164",199,"C2"
"B.M.W.","M5 COMPETITION","Sedan",4395,423,"Petrol","Sequential","YES","NO","13.9","7.6",9.9,"322","178",231,"C2"
"B.M.W.","M5 SALOON","Sedan",4395,441,"Petrol","Automatic","YES","NO","14.5","8.1999999999999993",10.5,"332","188",241,"C2"
"B.M.W.","M5 SALOON NAV COMP","Sedan",4395,460,"Petrol","Automatic","YES","NO","14.9","8.1",10.6,"339","186",242,"C2"
"B.M.W.","M5 30 JAHRE EDITION","Sedan",4395,441,"Petrol","Sequential","YES","NO","13.9","7.6",9.9,"322","178",231,"C2"
"B.M.W.","M6 GRAN COUPE LED","Sedan",4395,423,"Petrol","Sequential","YES","NO","13.9","7.6",9.9,"322","178",231,"C2"
"B.M.W.","M760LI XDRIVE LASER","Sedan",6592,448,"Petrol","Automatic","YES","NO","18.399999999999999","9.6",12.8,"421","220",294,"C2"
"B.M.W.","M760LI XDRIVE LASER","Sedan",6592,448,"Petrol","Automatic","YES","NO","18.399999999999999","9.6",12.8,"421","220",294,"C2"
"B.M.W.","M850I XDRIVE","Coupe/ Convertible",4395,390,"Petrol","Automatic","YES","NO","14.9","8.1999999999999993",10.6,"341","187",243,"C2"
"B.M.W.","M850I XDRIVE GRAN","Sedan",4395,390,"Petrol","Automatic","YES","NO","15.3","8.1",10.7,"349","185",245,"C2"
"B.M.W.","M850I XDRIVE","Coupe/ Convertible",4395,390,"Petrol","Automatic","YES","NO","14.6","8",10.4,"333","183",238,"C2"
"B.M.W.","X1 sDrive20i 5DR AT","Hatchback",1997,135,"Petrol","Automatic","YES","NO","8.8000000000000007","5.3",6.8,"205","134",160,"B"
"B.M.W.","X1 sDrive20i 5DR AT","Hatchback",1997,135,"Petrol","Automatic","YES","NO","8.8000000000000007","5.3",6.8,"205","134",160,"B"
"B.M.W.","X1 SDRIVE18I","Sports Utility Vehicle",1499,103,"Petrol","Sequential","YES","NO","7.4","5.6",6.3,"169","129",144,"C1"
"B.M.W.","X1 SDRIVE18I AT LED","Sports Utility Vehicle",1499,100,"Petrol","Automatic","YES","NO","6.7","5",5.6,"155","116",130,"C1"
"B.M.W.","X1 SDRIVE18I AT LED","Sports Utility Vehicle",1499,100,"Petrol","Automatic","YES","NO","6.7","5",5.6,"155","116",130,"C1"
"B.M.W.","X1 SDRIVE18I LED NAV","Sports Utility Vehicle",1499,103,"Petrol","Automatic","YES","NO","6.8","5.2",5.8,"155","120",133,"B"
"B.M.W.","X1 SDRIVE18I LED NAV","Sports Utility Vehicle",1499,103,"Petrol","Sequential","YES","NO","6.8","5.2",5.8,"155","120",133,"B"
"B.M.W.","X1 SDRIVE18I LED NAV","Sports Utility Vehicle",1499,103,"Petrol","Automatic","YES","NO","6.8","5.2",5.8,"155","120",133,"B"
"B.M.W.","X1 SDRIVE18I LED NAV","Sports Utility Vehicle",1499,103,"Petrol","Sequential","YES","NO","6.8","5.2",5.8,"155","120",133,"B"
"B.M.W.","X1 SDRIVE18I LED NAV","Sports Utility Vehicle",1499,103,"Petrol","Sequential","YES","NO","6.8","5.2",5.8,"155","120",133,"B"
"B.M.W.","X1 SDRIVE18I M SPORT","Sports Utility Vehicle",1499,100,"Petrol","Automatic","YES","NO","6.7","5",5.6,"155","116",130,"C1"
"B.M.W.","X1 SDRIVE18I M SPORT","Sports Utility Vehicle",1499,100,"Petrol","Automatic","YES","NO","6.7","5",5.6,"155","116",130,"C1"
"B.M.W.","X1 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Sequential","YES","NO","7.4","5.3",6.1,"169","122",139,"C1"
"B.M.W.","X1 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Automatic","YES","NO","7.4","5.3",6.1,"170","124",141,"C1"
"B.M.W.","X1 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Automatic","YES","NO","7.4","5.3",6.1,"170","124",141,"C1"
"B.M.W.","X1 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Sequential","YES","NO","7.4","5.3",6.1,"169","122",139,"C1"
"B.M.W.","X1 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Automatic","YES","NO","7.4","5.3",6.1,"170","124",141,"C1"
"B.M.W.","X1 SDRIVE20I M SPORT","Sports Utility Vehicle",1998,141,"Petrol","Automatic","YES","NO","7.4","5.3",6.1,"170","124",141,"C1"
"B.M.W.","X1 SDRIVE20I MSPT","Sports Utility Vehicle",1998,141,"Petrol","Sequential","YES","NO","7.9","5.7",6.5,"181","130",149,"B"
"B.M.W.","X2 M35I MSPT HUD NAV","Sports Utility Vehicle",1998,225,"Petrol","Automatic","YES","NO","9.1999999999999993","6.3",7.4,"209","144",168,"C2"
"B.M.W.","X2 SDRIVE18I MSPT","Sports Utility Vehicle",1499,103,"Petrol","Sequential","YES","NO","7.6","5.5",6.3,"174","125",143,"B"
"B.M.W.","X2 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Sequential","YES","NO","7.4","5.3",6,"169","121",138,"C1"
"B.M.W.","X2 SDRIVE20I LED NAV","Sports Utility Vehicle",1998,141,"Petrol","Sequential","YES","NO","7.4","5.3",6,"169","121",138,"C1"
"B.M.W.","X3 xDRIVE20i ABS 4WD","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 xDRIVE20i ABS 4WD","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 xDRIVE28i ABS 4WD","Sports Utility Vehicle",1997,180,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 M COMPETITION","Sports Utility Vehicle",2993,375,"Petrol","Automatic","YES","NO","14.1","8.6",10.6,"324","198",244,"C2"
"B.M.W.","X3 M40I LED NAV HUD","Sports Utility Vehicle",2998,265,"Petrol","Automatic","YES","NO","11.7","7.5",8.9,"259","172",204,"C2"
"B.M.W.","X3 M40I LED SR NAV","Sports Utility Vehicle",2998,265,"Petrol","Automatic","YES","NO","11.7","7.5",8.9,"259","172",204,"C2"
"B.M.W.","X3 SDRIVE 20I HID","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE 20I HID SR","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE 20I LED SR","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE 20I LED SR","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE 20I M","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE20I","Sports Utility Vehicle",1998,135,"Petrol","Automatic","YES","NO","8.8000000000000007","6.6",7.4,"202","150",169,"C1"
"B.M.W.","X3 SDRIVE20I M SPORT","Sports Utility Vehicle",1998,135,"Petrol","Automatic","YES","NO","8.8000000000000007","6.6",7.4,"202","150",169,"C1"
"B.M.W.","X3 SDRIVE20I M SPORT","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE20I M SPORT","Sports Utility Vehicle",1997,135,"Petrol","Automatic","YES","NO","9","6.1",7.1,"208","142",166,"C1"
"B.M.W.","X3 SDRIVE20I MSPT","Sports Utility Vehicle",1998,135,"Petrol","Automatic","YES","NO","8.8000000000000007","6.6",7.4,"202","150",169,"C1"
"B.M.W.","X3 SDRIVE20I SR","Sports Utility Vehicle",1998,135,"Petrol","Automatic","YES","NO","8.8000000000000007","6.6",7.4,"202","150",169,"C1"
"B.M.W.","X3 XDRIVE28I A/T NAV","Sports Utility Vehicle",1997,180,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 XDRIVE28I A/T 4WD","Sports Utility Vehicle",1997,180,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 XDRIVE28I M SPORT","Sports Utility Vehicle",1997,180,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 XDRIVE28I 4WD SR","Sports Utility Vehicle",1997,180,"Petrol","Automatic","YES","NO","9.1","6.7",7.5,"210","155",175,"C1"
"B.M.W.","X3 XDRIVE30I LED NAV","Sports Utility Vehicle",1998,185,"Petrol","Automatic","YES","NO","9.1","6.7",7.6,"208","154",174,"C1"
"B.M.W.","X3 XDRIVE30I LED NAV","Sports Utility Vehicle",1998,185,"Petrol","Automatic","YES","NO","9.1","6.7",7.6,"208","154",174,"C1"
"B.M.W.","X3 XDRIVE30I LED NAV","Sports Utility Vehicle",1998,185,"Petrol","Automatic","YES","NO","9.1","6.7",7.6,"208","154",174,"C1"
