month,make,fuel_type,vehicle_type,number
2017-12,JAC,Diesel,Very Heavy Goods Vehicles,0
2017-12,JEEP,Diesel,Very Heavy Goods Vehicles,0
2017-12,KALMAR,Diesel,Very Heavy Goods Vehicles,0
2017-12,KIA,Diesel,Very Heavy Goods Vehicles,0
2017-12,KING LONG,Diesel,Very Heavy Goods Vehicles,0
2017-12,KOMATSU,Diesel,Very Heavy Goods Vehicles,0
2017-12,LAND ROVER,Diesel,Very Heavy Goods Vehicles,0
2017-12,LEKTRO,Others,Very Heavy Goods Vehicles,0
2017-12,LIEBHERR,Diesel,Very Heavy Goods Vehicles,0
2017-12,MAN,Diesel,Very Heavy Goods Vehicles,34
2017-12,MANITOU,Diesel,Very Heavy Goods Vehicles,1
2017-12,MAXIMAL,Diesel,Very Heavy Goods Vehicles,0
2017-12,MAXUS,Diesel,Very Heavy Goods Vehicles,0
2017-12,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,3
2017-12,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,46
2017-12,NICHIYU,Others,Very Heavy Goods Vehicles,0
2017-12,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2017-12,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2017-12,OPEL,Diesel,Very Heavy Goods Vehicles,0
2017-12,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2017-12,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2017-12,RENAULT,Others,Very Heavy Goods Vehicles,0
2017-12,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,1
2017-12,ROYAL,Diesel,Very Heavy Goods Vehicles,0
2017-12,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2017-12,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,0
2017-12,SCANIA,Diesel,Very Heavy Goods Vehicles,42
2017-12,SCHOPF,Diesel,Very Heavy Goods Vehicles,0
2017-12,SHACMAN,Diesel,Very Heavy Goods Vehicles,1
2017-12,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2017-12,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2017-12,T.C.M.,Diesel,Very Heavy Goods Vehicles,1
2017-12,T.C.M.,Others,Very Heavy Goods Vehicles,0
2017-12,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,0
2017-12,TENNANT,Diesel,Very Heavy Goods Vehicles,0
2017-12,TLD,Diesel,Very Heavy Goods Vehicles,0
2017-12,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2017-12,TOYOTA,Diesel,Very Heavy Goods Vehicles,1
2017-12,TOYOTA,Others,Very Heavy Goods Vehicles,0
2017-12,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,34
2017-12,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2017-12,VOGELE,Diesel,Very Heavy Goods Vehicles,0
2017-12,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2017-12,VOLVO,Diesel,Very Heavy Goods Vehicles,17
2017-12,WIRTGEN,Diesel,Very Heavy Goods Vehicles,0
2017-12,XCMG,Diesel,Very Heavy Goods Vehicles,0
2017-12,YALE,Diesel,Very Heavy Goods Vehicles,0
2017-12,YUTONG,Diesel,Very Heavy Goods Vehicles,0
2017-12,ZHONG TONG,Diesel,Very Heavy Goods Vehicles,0
2017-12,ALEXANDER DENNIS,Diesel,Buses,0
2017-12,BEIBEN,Diesel,Buses,0
2017-12,BOBCAT,Diesel,Buses,0
2017-12,BYD,Others,Buses,0
2017-12,CAMC,Diesel,Buses,0
2017-12,CATERPILLAR,Diesel,Buses,0
2017-12,CIMC AIR MARREL SAS,Diesel,Buses,0
2017-12,CITROEN,Diesel,Buses,0
2017-12,COMBILIFT,Diesel,Buses,0
2017-12,CVS FERRARI,Diesel,Buses,0
2017-12,D.A.F.,Diesel,Buses,0
2017-12,DAEWOO,Diesel,Buses,0
2017-12,DULEVO,Diesel,Buses,0
2017-12,EVERLIFT,Diesel,Buses,0
2017-12,FIAT,Diesel,Buses,0
2017-12,FIMAP,Diesel,Buses,0
2017-12,FOTON,Diesel,Buses,5
2017-12,FTBCI,Diesel,Buses,5
2017-12,GOLDEN DRAGON,Diesel,Buses,18
2017-12,GREEN MACHINE,Diesel,Buses,0
2017-12,GUANGTAI,Diesel,Buses,0
2017-12,HAMM,Diesel,Buses,0
2017-12,HIGER,Diesel,Buses,2
2017-12,HINO,Diesel,Buses,0
2017-12,HOLDING,Diesel,Buses,0
2017-12,HYUNDAI,Diesel,Buses,1
2017-12,ISUZU,Diesel,Buses,24
2017-12,IVECO,Diesel,Buses,0
2017-12,JAC,Diesel,Buses,0
2017-12,JEEP,Diesel,Buses,0
2017-12,KALMAR,Diesel,Buses,0
2017-12,KIA,Diesel,Buses,0
2017-12,KING LONG,Diesel,Buses,9
2017-12,KOMATSU,Diesel,Buses,0
2017-12,LAND ROVER,Diesel,Buses,0
2017-12,LEKTRO,Others,Buses,0
2017-12,LIEBHERR,Diesel,Buses,0
2017-12,MAN,Diesel,Buses,69
2017-12,MANITOU,Diesel,Buses,0
2017-12,MAXIMAL,Diesel,Buses,0
2017-12,MAXUS,Diesel,Buses,2
2017-12,MERCEDES BENZ,Diesel,Buses,50
2017-12,MITSUBISHI,Diesel,Buses,9
2017-12,NICHIYU,Others,Buses,0
2017-12,NISSAN,Petrol,Buses,0
2017-12,NISSAN,Diesel,Buses,2
2017-12,OPEL,Diesel,Buses,0
2017-12,PEUGEOT,Diesel,Buses,0
2017-12,RENAULT,Diesel,Buses,0
2017-12,RENAULT,Others,Buses,0
2017-12,ROSENBAUER,Diesel,Buses,0
2017-12,ROYAL,Diesel,Buses,0
2017-12,SAKAI,Diesel,Buses,0
2017-12,SC NEUSTAR,Diesel,Buses,0
2017-12,SCANIA,Diesel,Buses,10
2017-12,SCHOPF,Diesel,Buses,0
2017-12,SHACMAN,Diesel,Buses,0
2017-12,SSANGYONG,Diesel,Buses,0
2017-12,SUZUKI,Petrol,Buses,0
2017-12,T.C.M.,Diesel,Buses,0
2017-12,T.C.M.,Others,Buses,0
2017-12,TADANO FAUN,Diesel,Buses,0
2017-12,TENNANT,Diesel,Buses,0
2017-12,TLD,Diesel,Buses,0
2017-12,TOYOTA,Petrol,Buses,0
2017-12,TOYOTA,Diesel,Buses,36
2017-12,TOYOTA,Others,Buses,0
2017-12,UD TRUCKS,Diesel,Buses,0
2017-12,UNICARRIERS,Diesel,Buses,0
2017-12,VOGELE,Diesel,Buses,0
2017-12,VOLKSWAGEN,Diesel,Buses,0
2017-12,VOLVO,Diesel,Buses,42
2017-12,WIRTGEN,Diesel,Buses,0
2017-12,XCMG,Diesel,Buses,0
2017-12,YALE,Diesel,Buses,0
2017-12,YUTONG,Diesel,Buses,42
2017-12,ZHONG TONG,Diesel,Buses,26
2018-01,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2018-01,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2018-01,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2018-01,FIAT,Diesel,Goods cum Passenger Vehicles,0
2018-01,HINO,Diesel,Goods cum Passenger Vehicles,0
2018-01,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2018-01,ISUZU,Diesel,Goods cum Passenger Vehicles,0
2018-01,JAC,Diesel,Goods cum Passenger Vehicles,0
2018-01,KIA,Diesel,Goods cum Passenger Vehicles,0
2018-01,MAN,Diesel,Goods cum Passenger Vehicles,0
2018-01,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2018-01,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,9
2018-01,MITSUOKA,Petrol,Goods cum Passenger Vehicles,0
2018-01,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2018-01,NISSAN,Diesel,Goods cum Passenger Vehicles,0
2018-01,OPEL,Diesel,Goods cum Passenger Vehicles,0
2018-01,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2018-01,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,0
2018-01,SAKAI,Diesel,Goods cum Passenger Vehicles,0
2018-01,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,0
2018-01,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2018-01,SSANGYONG,Diesel,Goods cum Passenger Vehicles,0
2018-01,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2018-01,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2018-01,T.C.M.,Others,Goods cum Passenger Vehicles,0
2018-01,TLD,Diesel,Goods cum Passenger Vehicles,0
2018-01,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2018-01,TOYOTA,Diesel,Goods cum Passenger Vehicles,1
2018-01,TOYOTA,Others,Goods cum Passenger Vehicles,0
2018-01,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2018-01,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2018-01,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,0
2018-01,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2018-01,WIRTGEN,Diesel,Goods cum Passenger Vehicles,0
2018-01,CATERPILLAR,Diesel,Light Goods Vehicles,0
2018-01,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2018-01,CITROEN,Diesel,Light Goods Vehicles,18
2018-01,FIAT,Diesel,Light Goods Vehicles,13
2018-01,HINO,Diesel,Light Goods Vehicles,0
2018-01,HYUNDAI,Diesel,Light Goods Vehicles,0
2018-01,ISUZU,Diesel,Light Goods Vehicles,1
2018-01,JAC,Diesel,Light Goods Vehicles,0
2018-01,KIA,Diesel,Light Goods Vehicles,8
2018-01,MAN,Diesel,Light Goods Vehicles,0
2018-01,MERCEDES BENZ,Diesel,Light Goods Vehicles,13
2018-01,MITSUBISHI,Diesel,Light Goods Vehicles,0
2018-01,MITSUOKA,Petrol,Light Goods Vehicles,1
2018-01,NISSAN,Petrol,Light Goods Vehicles,17
2018-01,NISSAN,Diesel,Light Goods Vehicles,66
2018-01,OPEL,Diesel,Light Goods Vehicles,0
2018-01,PEUGEOT,Diesel,Light Goods Vehicles,4
2018-01,ROSENBAUER,Diesel,Light Goods Vehicles,0
2018-01,SAKAI,Diesel,Light Goods Vehicles,0
2018-01,SC NEUSTAR,Diesel,Light Goods Vehicles,0
2018-01,SCANIA,Diesel,Light Goods Vehicles,0
2018-01,SSANGYONG,Diesel,Light Goods Vehicles,0
2018-01,SUZUKI,Petrol,Light Goods Vehicles,5
2018-01,T.C.M.,Diesel,Light Goods Vehicles,0
2018-01,T.C.M.,Others,Light Goods Vehicles,0
2018-01,TLD,Diesel,Light Goods Vehicles,0
2018-01,TOYOTA,Petrol,Light Goods Vehicles,0
2018-01,TOYOTA,Diesel,Light Goods Vehicles,286
2018-01,TOYOTA,Others,Light Goods Vehicles,0
2018-01,UNICARRIERS,Diesel,Light Goods Vehicles,0
2018-01,VOGELE,Diesel,Light Goods Vehicles,0
2018-01,VOLKSWAGEN,Diesel,Light Goods Vehicles,7
2018-01,VOLVO,Diesel,Light Goods Vehicles,0
2018-01,WIRTGEN,Diesel,Light Goods Vehicles,0
2018-01,CATERPILLAR,Diesel,Heavy Goods Vehicles,0
2018-01,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2018-01,CITROEN,Diesel,Heavy Goods Vehicles,0
2018-01,FIAT,Diesel,Heavy Goods Vehicles,0
2018-01,HINO,Diesel,Heavy Goods Vehicles,11
2018-01,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2018-01,ISUZU,Diesel,Heavy Goods Vehicles,2
2018-01,JAC,Diesel,Heavy Goods Vehicles,0
2018-01,KIA,Diesel,Heavy Goods Vehicles,0
2018-01,MAN,Diesel,Heavy Goods Vehicles,0
2018-01,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,4
2018-01,MITSUBISHI,Diesel,Heavy Goods Vehicles,35
2018-01,MITSUOKA,Petrol,Heavy Goods Vehicles,0
2018-01,NISSAN,Petrol,Heavy Goods Vehicles,0
2018-01,NISSAN,Diesel,Heavy Goods Vehicles,0
2018-01,OPEL,Diesel,Heavy Goods Vehicles,0
2018-01,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2018-01,ROSENBAUER,Diesel,Heavy Goods Vehicles,0
2018-01,SAKAI,Diesel,Heavy Goods Vehicles,4
2018-01,SC NEUSTAR,Diesel,Heavy Goods Vehicles,0
2018-01,SCANIA,Diesel,Heavy Goods Vehicles,0
2018-01,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2018-01,SUZUKI,Petrol,Heavy Goods Vehicles,0
2018-01,T.C.M.,Diesel,Heavy Goods Vehicles,3
2018-01,T.C.M.,Others,Heavy Goods Vehicles,0
2018-01,TLD,Diesel,Heavy Goods Vehicles,10
2018-01,TOYOTA,Petrol,Heavy Goods Vehicles,0
2018-01,TOYOTA,Diesel,Heavy Goods Vehicles,43
2018-01,TOYOTA,Others,Heavy Goods Vehicles,6
2018-01,UNICARRIERS,Diesel,Heavy Goods Vehicles,0
2018-01,VOGELE,Diesel,Heavy Goods Vehicles,0
2018-01,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2018-01,VOLVO,Diesel,Heavy Goods Vehicles,0
2018-01,WIRTGEN,Diesel,Heavy Goods Vehicles,0
2018-01,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2018-01,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,1
2018-01,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2018-01,FIAT,Diesel,Very Heavy Goods Vehicles,0
2018-01,HINO,Diesel,Very Heavy Goods Vehicles,0
2018-01,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2018-01,ISUZU,Diesel,Very Heavy Goods Vehicles,0
2018-01,JAC,Diesel,Very Heavy Goods Vehicles,0
2018-01,KIA,Diesel,Very Heavy Goods Vehicles,0
2018-01,MAN,Diesel,Very Heavy Goods Vehicles,1
2018-01,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,3
2018-01,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,0
2018-01,MITSUOKA,Petrol,Very Heavy Goods Vehicles,0
2018-01,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2018-01,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2018-01,OPEL,Diesel,Very Heavy Goods Vehicles,0
2018-01,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2018-01,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,0
2018-01,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2018-01,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,0
2018-01,SCANIA,Diesel,Very Heavy Goods Vehicles,3
2018-01,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2018-01,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2018-01,T.C.M.,Diesel,Very Heavy Goods Vehicles,0
2018-01,T.C.M.,Others,Very Heavy Goods Vehicles,0
2018-01,TLD,Diesel,Very Heavy Goods Vehicles,0
2018-01,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2018-01,TOYOTA,Diesel,Very Heavy Goods Vehicles,2
2018-01,TOYOTA,Others,Very Heavy Goods Vehicles,0
2018-01,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2018-01,VOGELE,Diesel,Very Heavy Goods Vehicles,2
2018-01,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2018-01,VOLVO,Diesel,Very Heavy Goods Vehicles,2
2018-01,WIRTGEN,Diesel,Very Heavy Goods Vehicles,0
2018-01,CATERPILLAR,Diesel,Buses,0
2018-01,CIMC AIR MARREL SAS,Diesel,Buses,0
2018-01,CITROEN,Diesel,Buses,0
2018-01,FIAT,Diesel,Buses,0
2018-01,HINO,Diesel,Buses,0
2018-01,HYUNDAI,Diesel,Buses,0
2018-01,ISUZU,Diesel,Buses,0
2018-01,JAC,Diesel,Buses,0
2018-01,KIA,Diesel,Buses,0
2018-01,MAN,Diesel,Buses,0
2018-01,MERCEDES BENZ,Diesel,Buses,8
2018-01,MITSUBISHI,Diesel,Buses,0
2018-01,MITSUOKA,Petrol,Buses,0
2018-01,NISSAN,Petrol,Buses,0
2018-01,NISSAN,Diesel,Buses,0
2018-01,OPEL,Diesel,Buses,0
2018-01,PEUGEOT,Diesel,Buses,0
2018-01,ROSENBAUER,Diesel,Buses,0
2018-01,SAKAI,Diesel,Buses,0
2018-01,SC NEUSTAR,Diesel,Buses,3
2018-01,SCANIA,Diesel,Buses,0
2018-01,SSANGYONG,Diesel,Buses,0
2018-01,SUZUKI,Petrol,Buses,0
2018-01,T.C.M.,Diesel,Buses,0
2018-01,T.C.M.,Others,Buses,0
2018-01,TLD,Diesel,Buses,0
2018-01,TOYOTA,Petrol,Buses,0
2018-01,TOYOTA,Diesel,Buses,26
2018-01,TOYOTA,Others,Buses,0
2018-01,UNICARRIERS,Diesel,Buses,0
2018-01,VOGELE,Diesel,Buses,0
2018-01,VOLKSWAGEN,Diesel,Buses,0
2018-01,VOLVO,Diesel,Buses,0
2018-01,WIRTGEN,Diesel,Buses,0
2018-02,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2018-02,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2018-02,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2018-02,FIAT,Diesel,Goods cum Passenger Vehicles,0
2018-02,HINO,Diesel,Goods cum Passenger Vehicles,0
2018-02,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2018-02,ISUZU,Diesel,Goods cum Passenger Vehicles,0
2018-02,JAC,Diesel,Goods cum Passenger Vehicles,0
2018-02,KIA,Diesel,Goods cum Passenger Vehicles,0
2018-02,MAN,Diesel,Goods cum Passenger Vehicles,0
2018-02,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2018-02,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,8
2018-02,MITSUOKA,Petrol,Goods cum Passenger Vehicles,0
2018-02,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2018-02,NISSAN,Diesel,Goods cum Passenger Vehicles,0
2018-02,OPEL,Diesel,Goods cum Passenger Vehicles,0
2018-02,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2018-02,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,0
2018-02,SAKAI,Diesel,Goods cum Passenger Vehicles,0
2018-02,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,0
2018-02,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2018-02,SSANGYONG,Diesel,Goods cum Passenger Vehicles,1
2018-02,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2018-02,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2018-02,T.C.M.,Others,Goods cum Passenger Vehicles,0
2018-02,TLD,Diesel,Goods cum Passenger Vehicles,0
2018-02,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2018-02,TOYOTA,Diesel,Goods cum Passenger Vehicles,0
2018-02,TOYOTA,Others,Goods cum Passenger Vehicles,0
2018-02,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2018-02,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2018-02,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,0
2018-02,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2018-02,WIRTGEN,Diesel,Goods cum Passenger Vehicles,0
2018-02,CATERPILLAR,Diesel,Light Goods Vehicles,0
2018-02,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2018-02,CITROEN,Diesel,Light Goods Vehicles,15
2018-02,FIAT,Diesel,Light Goods Vehicles,13
2018-02,HINO,Diesel,Light Goods Vehicles,0
2018-02,HYUNDAI,Diesel,Light Goods Vehicles,1
2018-02,ISUZU,Diesel,Light Goods Vehicles,4
2018-02,JAC,Diesel,Light Goods Vehicles,0
2018-02,KIA,Diesel,Light Goods Vehicles,6
2018-02,MAN,Diesel,Light Goods Vehicles,0
2018-02,MERCEDES BENZ,Diesel,Light Goods Vehicles,11
2018-02,MITSUBISHI,Diesel,Light Goods Vehicles,1
2018-02,MITSUOKA,Petrol,Light Goods Vehicles,0
2018-02,NISSAN,Petrol,Light Goods Vehicles,17
2018-02,NISSAN,Diesel,Light Goods Vehicles,55
2018-02,OPEL,Diesel,Light Goods Vehicles,4
2018-02,PEUGEOT,Diesel,Light Goods Vehicles,3
2018-02,ROSENBAUER,Diesel,Light Goods Vehicles,0
2018-02,SAKAI,Diesel,Light Goods Vehicles,0
2018-02,SC NEUSTAR,Diesel,Light Goods Vehicles,0
2018-02,SCANIA,Diesel,Light Goods Vehicles,0
2018-02,SSANGYONG,Diesel,Light Goods Vehicles,0
2018-02,SUZUKI,Petrol,Light Goods Vehicles,1
2018-02,T.C.M.,Diesel,Light Goods Vehicles,0
2018-02,T.C.M.,Others,Light Goods Vehicles,0
2018-02,TLD,Diesel,Light Goods Vehicles,0
2018-02,TOYOTA,Petrol,Light Goods Vehicles,1
2018-02,TOYOTA,Diesel,Light Goods Vehicles,160
2018-02,TOYOTA,Others,Light Goods Vehicles,0
2018-02,UNICARRIERS,Diesel,Light Goods Vehicles,0
2018-02,VOGELE,Diesel,Light Goods Vehicles,0
2018-02,VOLKSWAGEN,Diesel,Light Goods Vehicles,1
2018-02,VOLVO,Diesel,Light Goods Vehicles,0
2018-02,WIRTGEN,Diesel,Light Goods Vehicles,0
2018-02,CATERPILLAR,Diesel,Heavy Goods Vehicles,1
2018-02,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2018-02,CITROEN,Diesel,Heavy Goods Vehicles,0
2018-02,FIAT,Diesel,Heavy Goods Vehicles,0
2018-02,HINO,Diesel,Heavy Goods Vehicles,18
2018-02,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2018-02,ISUZU,Diesel,Heavy Goods Vehicles,9
2018-02,JAC,Diesel,Heavy Goods Vehicles,1
2018-02,KIA,Diesel,Heavy Goods Vehicles,0
2018-02,MAN,Diesel,Heavy Goods Vehicles,3
2018-02,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,5
2018-02,MITSUBISHI,Diesel,Heavy Goods Vehicles,29
2018-02,MITSUOKA,Petrol,Heavy Goods Vehicles,0
2018-02,NISSAN,Petrol,Heavy Goods Vehicles,0
2018-02,NISSAN,Diesel,Heavy Goods Vehicles,0
2018-02,OPEL,Diesel,Heavy Goods Vehicles,0
2018-02,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2018-02,ROSENBAUER,Diesel,Heavy Goods Vehicles,0
2018-02,SAKAI,Diesel,Heavy Goods Vehicles,0
2018-02,SC NEUSTAR,Diesel,Heavy Goods Vehicles,0
2018-02,SCANIA,Diesel,Heavy Goods Vehicles,0
2018-02,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2018-02,SUZUKI,Petrol,Heavy Goods Vehicles,0
2018-02,T.C.M.,Diesel,Heavy Goods Vehicles,0
2018-02,T.C.M.,Others,Heavy Goods Vehicles,1
2018-02,TLD,Diesel,Heavy Goods Vehicles,8
2018-02,TOYOTA,Petrol,Heavy Goods Vehicles,0
2018-02,TOYOTA,Diesel,Heavy Goods Vehicles,28
2018-02,TOYOTA,Others,Heavy Goods Vehicles,0
2018-02,UNICARRIERS,Diesel,Heavy Goods Vehicles,3
2018-02,VOGELE,Diesel,Heavy Goods Vehicles,0
2018-02,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2018-02,VOLVO,Diesel,Heavy Goods Vehicles,0
2018-02,WIRTGEN,Diesel,Heavy Goods Vehicles,1
2018-02,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2018-02,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,1
2018-02,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2018-02,FIAT,Diesel,Very Heavy Goods Vehicles,0
2018-02,HINO,Diesel,Very Heavy Goods Vehicles,3
2018-02,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2018-02,ISUZU,Diesel,Very Heavy Goods Vehicles,0
2018-02,JAC,Diesel,Very Heavy Goods Vehicles,0
2018-02,KIA,Diesel,Very Heavy Goods Vehicles,0
2018-02,MAN,Diesel,Very Heavy Goods Vehicles,0
2018-02,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,1
2018-02,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,4
2018-02,MITSUOKA,Petrol,Very Heavy Goods Vehicles,0
2018-02,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2018-02,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2018-02,OPEL,Diesel,Very Heavy Goods Vehicles,0
2018-02,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2018-02,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,4
2018-02,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2018-02,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,0
2018-02,SCANIA,Diesel,Very Heavy Goods Vehicles,7
2018-02,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2018-02,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2018-02,T.C.M.,Diesel,Very Heavy Goods Vehicles,4
2018-02,T.C.M.,Others,Very Heavy Goods Vehicles,0
2018-02,TLD,Diesel,Very Heavy Goods Vehicles,0
2018-02,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2018-02,TOYOTA,Diesel,Very Heavy Goods Vehicles,1
2018-02,TOYOTA,Others,Very Heavy Goods Vehicles,0
2018-02,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2018-02,VOGELE,Diesel,Very Heavy Goods Vehicles,0
2018-02,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2018-02,VOLVO,Diesel,Very Heavy Goods Vehicles,1
2018-02,WIRTGEN,Diesel,Very Heavy Goods Vehicles,1
2018-02,CATERPILLAR,Diesel,Buses,0
2018-02,CIMC AIR MARREL SAS,Diesel,Buses,0
2018-02,CITROEN,Diesel,Buses,0
2018-02,FIAT,Diesel,Buses,0
2018-02,HINO,Diesel,Buses,0
2018-02,HYUNDAI,Diesel,Buses,0
2018-02,ISUZU,Diesel,Buses,0
2018-02,JAC,Diesel,Buses,0
2018-02,KIA,Diesel,Buses,0
2018-02,MAN,Diesel,Buses,0
2018-02,MERCEDES BENZ,Diesel,Buses,1
2018-02,MITSUBISHI,Diesel,Buses,0
2018-02,MITSUOKA,Petrol,Buses,0
2018-02,NISSAN,Petrol,Buses,0
2018-02,NISSAN,Diesel,Buses,0
2018-02,OPEL,Diesel,Buses,0
2018-02,PEUGEOT,Diesel,Buses,1
2018-02,ROSENBAUER,Diesel,Buses,0
2018-02,SAKAI,Diesel,Buses,0
2018-02,SC NEUSTAR,Diesel,Buses,1
2018-02,SCANIA,Diesel,Buses,0
2018-02,SSANGYONG,Diesel,Buses,0
2018-02,SUZUKI,Petrol,Buses,0
2018-02,T.C.M.,Diesel,Buses,0
2018-02,T.C.M.,Others,Buses,0
2018-02,TLD,Diesel,Buses,0
2018-02,TOYOTA,Petrol,Buses,0
2018-02,TOYOTA,Diesel,Buses,25
2018-02,TOYOTA,Others,Buses,0
2018-02,UNICARRIERS,Diesel,Buses,0
2018-02,VOGELE,Diesel,Buses,0
2018-02,VOLKSWAGEN,Diesel,Buses,0
2018-02,VOLVO,Diesel,Buses,0
2018-02,WIRTGEN,Diesel,Buses,0
