month,make,fuel_type,vehicle_type,number
2017-11,LIEBHERR,Diesel,Heavy Goods Vehicles,0
2017-11,MAN,Diesel,Heavy Goods Vehicles,1
2017-11,MANITOU,Diesel,Heavy Goods Vehicles,0
2017-11,MAXIMAL,Diesel,Heavy Goods Vehicles,0
2017-11,MAXUS,Diesel,Heavy Goods Vehicles,0
2017-11,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,3
2017-11,MITSUBISHI,Diesel,Heavy Goods Vehicles,82
2017-11,NICHIYU,Others,Heavy Goods Vehicles,0
2017-11,NISSAN,Petrol,Heavy Goods Vehicles,0
2017-11,NISSAN,Diesel,Heavy Goods Vehicles,0
2017-11,OPEL,Diesel,Heavy Goods Vehicles,0
2017-11,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2017-11,RENAULT,Diesel,Heavy Goods Vehicles,0
2017-11,RENAULT,Others,Heavy Goods Vehicles,0
2017-11,ROSENBAUER,Diesel,Heavy Goods Vehicles,0
2017-11,ROYAL,Diesel,Heavy Goods Vehicles,0
2017-11,SAKAI,Diesel,Heavy Goods Vehicles,1
2017-11,SC NEUSTAR,Diesel,Heavy Goods Vehicles,0
2017-11,SCANIA,Diesel,Heavy Goods Vehicles,0
2017-11,SCHOPF,Diesel,Heavy Goods Vehicles,0
2017-11,SHACMAN,Diesel,Heavy Goods Vehicles,0
2017-11,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2017-11,SUZUKI,Petrol,Heavy Goods Vehicles,0
2017-11,T.C.M.,Diesel,Heavy Goods Vehicles,1
2017-11,T.C.M.,Others,Heavy Goods Vehicles,0
2017-11,TADANO FAUN,Diesel,Heavy Goods Vehicles,0
2017-11,TENNANT,Diesel,Heavy Goods Vehicles,0
2017-11,TLD,Diesel,Heavy Goods Vehicles,0
2017-11,TOYOTA,Petrol,Heavy Goods Vehicles,0
2017-11,TOYOTA,Diesel,Heavy Goods Vehicles,23
2017-11,TOYOTA,Others,Heavy Goods Vehicles,2
2017-11,UD TRUCKS,Diesel,Heavy Goods Vehicles,5
2017-11,UNICARRIERS,Diesel,Heavy Goods Vehicles,2
2017-11,VOGELE,Diesel,Heavy Goods Vehicles,0
2017-11,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2017-11,VOLVO,Diesel,Heavy Goods Vehicles,1
2017-11,WIRTGEN,Diesel,Heavy Goods Vehicles,0
2017-11,XCMG,Diesel,Heavy Goods Vehicles,0
2017-11,YALE,Diesel,Heavy Goods Vehicles,2
2017-11,YUTONG,Diesel,Heavy Goods Vehicles,0
2017-11,ZHONG TONG,Diesel,Heavy Goods Vehicles,0
2017-11,ALEXANDER DENNIS,Diesel,Very Heavy Goods Vehicles,0
2017-11,BEIBEN,Diesel,Very Heavy Goods Vehicles,1
2017-11,BOBCAT,Diesel,Very Heavy Goods Vehicles,0
2017-11,BYD,Others,Very Heavy Goods Vehicles,0
2017-11,CAMC,Diesel,Very Heavy Goods Vehicles,4
2017-11,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2017-11,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,0
2017-11,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2017-11,COMBILIFT,Diesel,Very Heavy Goods Vehicles,0
2017-11,CVS FERRARI,Diesel,Very Heavy Goods Vehicles,0
2017-11,D.A.F.,Diesel,Very Heavy Goods Vehicles,0
2017-11,DAEWOO,Diesel,Very Heavy Goods Vehicles,0
2017-11,DULEVO,Diesel,Very Heavy Goods Vehicles,0
2017-11,EVERLIFT,Diesel,Very Heavy Goods Vehicles,0
2017-11,FIAT,Diesel,Very Heavy Goods Vehicles,0
2017-11,FIMAP,Diesel,Very Heavy Goods Vehicles,0
2017-11,FOTON,Diesel,Very Heavy Goods Vehicles,0
2017-11,FTBCI,Diesel,Very Heavy Goods Vehicles,0
2017-11,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,0
2017-11,GREEN MACHINE,Diesel,Very Heavy Goods Vehicles,0
2017-11,GUANGTAI,Diesel,Very Heavy Goods Vehicles,0
2017-11,HAMM,Diesel,Very Heavy Goods Vehicles,0
2017-11,HIGER,Diesel,Very Heavy Goods Vehicles,0
2017-11,HINO,Diesel,Very Heavy Goods Vehicles,1
2017-11,HOLDING,Diesel,Very Heavy Goods Vehicles,0
2017-11,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2017-11,ISUZU,Diesel,Very Heavy Goods Vehicles,14
2017-11,IVECO,Diesel,Very Heavy Goods Vehicles,0
2017-11,JAC,Diesel,Very Heavy Goods Vehicles,0
2017-11,JEEP,Diesel,Very Heavy Goods Vehicles,0
2017-11,KALMAR,Diesel,Very Heavy Goods Vehicles,1
2017-11,KIA,Diesel,Very Heavy Goods Vehicles,0
2017-11,KING LONG,Diesel,Very Heavy Goods Vehicles,0
2017-11,KOMATSU,Diesel,Very Heavy Goods Vehicles,0
2017-11,LAND ROVER,Diesel,Very Heavy Goods Vehicles,0
2017-11,LEKTRO,Others,Very Heavy Goods Vehicles,0
2017-11,LIEBHERR,Diesel,Very Heavy Goods Vehicles,0
2017-11,MAN,Diesel,Very Heavy Goods Vehicles,1
2017-11,MANITOU,Diesel,Very Heavy Goods Vehicles,0
2017-11,MAXIMAL,Diesel,Very Heavy Goods Vehicles,0
2017-11,MAXUS,Diesel,Very Heavy Goods Vehicles,0
2017-11,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,4
2017-11,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,15
2017-11,NICHIYU,Others,Very Heavy Goods Vehicles,0
2017-11,NISSAN,Petrol,Very Heavy Goods Vehicles,0
2017-11,NISSAN,Diesel,Very Heavy Goods Vehicles,0
2017-11,OPEL,Diesel,Very Heavy Goods Vehicles,0
2017-11,PEUGEOT,Diesel,Very Heavy Goods Vehicles,0
2017-11,RENAULT,Diesel,Very Heavy Goods Vehicles,0
2017-11,RENAULT,Others,Very Heavy Goods Vehicles,0
2017-11,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,1
2017-11,ROYAL,Diesel,Very Heavy Goods Vehicles,0
2017-11,SAKAI,Diesel,Very Heavy Goods Vehicles,0
2017-11,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,0
2017-11,SCANIA,Diesel,Very Heavy Goods Vehicles,4
2017-11,SCHOPF,Diesel,Very Heavy Goods Vehicles,0
2017-11,SHACMAN,Diesel,Very Heavy Goods Vehicles,0
2017-11,SSANGYONG,Diesel,Very Heavy Goods Vehicles,0
2017-11,SUZUKI,Petrol,Very Heavy Goods Vehicles,0
2017-11,T.C.M.,Diesel,Very Heavy Goods Vehicles,6
2017-11,T.C.M.,Others,Very Heavy Goods Vehicles,0
2017-11,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,0
2017-11,TENNANT,Diesel,Very Heavy Goods Vehicles,0
2017-11,TLD,Diesel,Very Heavy Goods Vehicles,0
2017-11,TOYOTA,Petrol,Very Heavy Goods Vehicles,0
2017-11,TOYOTA,Diesel,Very Heavy Goods Vehicles,0
2017-11,TOYOTA,Others,Very Heavy Goods Vehicles,0
2017-11,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,10
2017-11,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,0
2017-11,VOGELE,Diesel,Very Heavy Goods Vehicles,0
2017-11,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,0
2017-11,VOLVO,Diesel,Very Heavy Goods Vehicles,1
2017-11,WIRTGEN,Diesel,Very Heavy Goods Vehicles,1
2017-11,XCMG,Diesel,Very Heavy Goods Vehicles,0
2017-11,YALE,Diesel,Very Heavy Goods Vehicles,0
2017-11,YUTONG,Diesel,Very Heavy Goods Vehicles,0
2017-11,ZHONG TONG,Diesel,Very Heavy Goods Vehicles,0
2017-11,ALEXANDER DENNIS,Diesel,Buses,0
2017-11,BEIBEN,Diesel,Buses,0
2017-11,BOBCAT,Diesel,Buses,0
2017-11,BYD,Others,Buses,0
2017-11,CAMC,Diesel,Buses,0
2017-11,CATERPILLAR,Diesel,Buses,0
2017-11,CIMC AIR MARREL SAS,Diesel,Buses,0
2017-11,CITROEN,Diesel,Buses,1
2017-11,COMBILIFT,Diesel,Buses,0
2017-11,CVS FERRARI,Diesel,Buses,0
2017-11,D.A.F.,Diesel,Buses,0
2017-11,DAEWOO,Diesel,Buses,0
2017-11,DULEVO,Diesel,Buses,0
2017-11,EVERLIFT,Diesel,Buses,0
2017-11,FIAT,Diesel,Buses,0
2017-11,FIMAP,Diesel,Buses,0
2017-11,FOTON,Diesel,Buses,5
2017-11,FTBCI,Diesel,Buses,2
2017-11,GOLDEN DRAGON,Diesel,Buses,1
2017-11,GREEN MACHINE,Diesel,Buses,0
2017-11,GUANGTAI,Diesel,Buses,0
2017-11,HAMM,Diesel,Buses,0
2017-11,HIGER,Diesel,Buses,4
2017-11,HINO,Diesel,Buses,0
2017-11,HOLDING,Diesel,Buses,0
2017-11,HYUNDAI,Diesel,Buses,0
2017-11,ISUZU,Diesel,Buses,20
2017-11,IVECO,Diesel,Buses,0
2017-11,JAC,Diesel,Buses,0
2017-11,JEEP,Diesel,Buses,0
2017-11,KALMAR,Diesel,Buses,0
2017-11,KIA,Diesel,Buses,0
2017-11,KING LONG,Diesel,Buses,4
2017-11,KOMATSU,Diesel,Buses,0
2017-11,LAND ROVER,Diesel,Buses,0
2017-11,LEKTRO,Others,Buses,0
2017-11,LIEBHERR,Diesel,Buses,0
2017-11,MAN,Diesel,Buses,13
2017-11,MANITOU,Diesel,Buses,0
2017-11,MAXIMAL,Diesel,Buses,0
2017-11,MAXUS,Diesel,Buses,2
2017-11,MERCEDES BENZ,Diesel,Buses,4
2017-11,MITSUBISHI,Diesel,Buses,7
2017-11,NICHIYU,Others,Buses,0
2017-11,NISSAN,Petrol,Buses,0
2017-11,NISSAN,Diesel,Buses,4
2017-11,OPEL,Diesel,Buses,0
2017-11,PEUGEOT,Diesel,Buses,0
2017-11,RENAULT,Diesel,Buses,0
2017-11,RENAULT,Others,Buses,0
2017-11,ROSENBAUER,Diesel,Buses,0
2017-11,ROYAL,Diesel,Buses,0
2017-11,SAKAI,Diesel,Buses,0
2017-11,SC NEUSTAR,Diesel,Buses,0
2017-11,SCANIA,Diesel,Buses,12
2017-11,SCHOPF,Diesel,Buses,0
2017-11,SHACMAN,Diesel,Buses,0
2017-11,SSANGYONG,Diesel,Buses,0
2017-11,SUZUKI,Petrol,Buses,0
2017-11,T.C.M.,Diesel,Buses,0
2017-11,T.C.M.,Others,Buses,0
2017-11,TADANO FAUN,Diesel,Buses,0
2017-11,TENNANT,Diesel,Buses,0
2017-11,TLD,Diesel,Buses,0
2017-11,TOYOTA,Petrol,Buses,0
2017-11,TOYOTA,Diesel,Buses,57
2017-11,TOYOTA,Others,Buses,0
2017-11,UD TRUCKS,Diesel,Buses,0
2017-11,UNICARRIERS,Diesel,Buses,0
2017-11,VOGELE,Diesel,Buses,0
2017-11,VOLKSWAGEN,Diesel,Buses,0
2017-11,VOLVO,Diesel,Buses,13
2017-11,WIRTGEN,Diesel,Buses,0
2017-11,XCMG,Diesel,Buses,0
2017-11,YALE,Diesel,Buses,0
2017-11,YUTONG,Diesel,Buses,8
2017-11,ZHONG TONG,Diesel,Buses,0
2017-12,ALEXANDER DENNIS,Diesel,Goods cum Passenger Vehicles,0
2017-12,BEIBEN,Diesel,Goods cum Passenger Vehicles,0
2017-12,BOBCAT,Diesel,Goods cum Passenger Vehicles,0
2017-12,BYD,Others,Goods cum Passenger Vehicles,0
2017-12,CAMC,Diesel,Goods cum Passenger Vehicles,0
2017-12,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,0
2017-12,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,0
2017-12,CITROEN,Diesel,Goods cum Passenger Vehicles,0
2017-12,COMBILIFT,Diesel,Goods cum Passenger Vehicles,0
2017-12,CVS FERRARI,Diesel,Goods cum Passenger Vehicles,0
2017-12,D.A.F.,Diesel,Goods cum Passenger Vehicles,0
2017-12,DAEWOO,Diesel,Goods cum Passenger Vehicles,0
2017-12,DULEVO,Diesel,Goods cum Passenger Vehicles,0
2017-12,EVERLIFT,Diesel,Goods cum Passenger Vehicles,0
2017-12,FIAT,Diesel,Goods cum Passenger Vehicles,0
2017-12,FIMAP,Diesel,Goods cum Passenger Vehicles,0
2017-12,FOTON,Diesel,Goods cum Passenger Vehicles,0
2017-12,FTBCI,Diesel,Goods cum Passenger Vehicles,0
2017-12,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,0
2017-12,GREEN MACHINE,Diesel,Goods cum Passenger Vehicles,0
2017-12,GUANGTAI,Diesel,Goods cum Passenger Vehicles,0
2017-12,HAMM,Diesel,Goods cum Passenger Vehicles,0
2017-12,HIGER,Diesel,Goods cum Passenger Vehicles,0
2017-12,HINO,Diesel,Goods cum Passenger Vehicles,0
2017-12,HOLDING,Diesel,Goods cum Passenger Vehicles,0
2017-12,HYUNDAI,Diesel,Goods cum Passenger Vehicles,0
2017-12,ISUZU,Diesel,Goods cum Passenger Vehicles,2
2017-12,IVECO,Diesel,Goods cum Passenger Vehicles,0
2017-12,JAC,Diesel,Goods cum Passenger Vehicles,0
2017-12,JEEP,Diesel,Goods cum Passenger Vehicles,0
2017-12,KALMAR,Diesel,Goods cum Passenger Vehicles,0
2017-12,KIA,Diesel,Goods cum Passenger Vehicles,0
2017-12,KING LONG,Diesel,Goods cum Passenger Vehicles,0
2017-12,KOMATSU,Diesel,Goods cum Passenger Vehicles,0
2017-12,LAND ROVER,Diesel,Goods cum Passenger Vehicles,0
2017-12,LEKTRO,Others,Goods cum Passenger Vehicles,0
2017-12,LIEBHERR,Diesel,Goods cum Passenger Vehicles,0
2017-12,MAN,Diesel,Goods cum Passenger Vehicles,0
2017-12,MANITOU,Diesel,Goods cum Passenger Vehicles,0
2017-12,MAXIMAL,Diesel,Goods cum Passenger Vehicles,0
2017-12,MAXUS,Diesel,Goods cum Passenger Vehicles,0
2017-12,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,0
2017-12,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,5
2017-12,NICHIYU,Others,Goods cum Passenger Vehicles,0
2017-12,NISSAN,Petrol,Goods cum Passenger Vehicles,0
2017-12,NISSAN,Diesel,Goods cum Passenger Vehicles,0
2017-12,OPEL,Diesel,Goods cum Passenger Vehicles,0
2017-12,PEUGEOT,Diesel,Goods cum Passenger Vehicles,0
2017-12,RENAULT,Diesel,Goods cum Passenger Vehicles,0
2017-12,RENAULT,Others,Goods cum Passenger Vehicles,0
2017-12,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,0
2017-12,ROYAL,Diesel,Goods cum Passenger Vehicles,0
2017-12,SAKAI,Diesel,Goods cum Passenger Vehicles,0
2017-12,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,0
2017-12,SCANIA,Diesel,Goods cum Passenger Vehicles,0
2017-12,SCHOPF,Diesel,Goods cum Passenger Vehicles,0
2017-12,SHACMAN,Diesel,Goods cum Passenger Vehicles,0
2017-12,SSANGYONG,Diesel,Goods cum Passenger Vehicles,19
2017-12,SUZUKI,Petrol,Goods cum Passenger Vehicles,0
2017-12,T.C.M.,Diesel,Goods cum Passenger Vehicles,0
2017-12,T.C.M.,Others,Goods cum Passenger Vehicles,0
2017-12,TADANO FAUN,Diesel,Goods cum Passenger Vehicles,0
2017-12,TENNANT,Diesel,Goods cum Passenger Vehicles,0
2017-12,TLD,Diesel,Goods cum Passenger Vehicles,0
2017-12,TOYOTA,Petrol,Goods cum Passenger Vehicles,0
2017-12,TOYOTA,Diesel,Goods cum Passenger Vehicles,0
2017-12,TOYOTA,Others,Goods cum Passenger Vehicles,0
2017-12,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,0
2017-12,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,0
2017-12,VOGELE,Diesel,Goods cum Passenger Vehicles,0
2017-12,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,0
2017-12,VOLVO,Diesel,Goods cum Passenger Vehicles,0
2017-12,WIRTGEN,Diesel,Goods cum Passenger Vehicles,0
2017-12,XCMG,Diesel,Goods cum Passenger Vehicles,0
2017-12,YALE,Diesel,Goods cum Passenger Vehicles,0
2017-12,YUTONG,Diesel,Goods cum Passenger Vehicles,0
2017-12,ZHONG TONG,Diesel,Goods cum Passenger Vehicles,0
2017-12,ALEXANDER DENNIS,Diesel,Light Goods Vehicles,0
2017-12,BEIBEN,Diesel,Light Goods Vehicles,0
2017-12,BOBCAT,Diesel,Light Goods Vehicles,0
2017-12,BYD,Others,Light Goods Vehicles,0
2017-12,CAMC,Diesel,Light Goods Vehicles,0
2017-12,CATERPILLAR,Diesel,Light Goods Vehicles,0
2017-12,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,0
2017-12,CITROEN,Diesel,Light Goods Vehicles,4
2017-12,COMBILIFT,Diesel,Light Goods Vehicles,0
2017-12,CVS FERRARI,Diesel,Light Goods Vehicles,0
2017-12,D.A.F.,Diesel,Light Goods Vehicles,0
2017-12,DAEWOO,Diesel,Light Goods Vehicles,0
2017-12,DULEVO,Diesel,Light Goods Vehicles,0
2017-12,EVERLIFT,Diesel,Light Goods Vehicles,0
2017-12,FIAT,Diesel,Light Goods Vehicles,169
2017-12,FIMAP,Diesel,Light Goods Vehicles,0
2017-12,FOTON,Diesel,Light Goods Vehicles,0
2017-12,FTBCI,Diesel,Light Goods Vehicles,0
2017-12,GOLDEN DRAGON,Diesel,Light Goods Vehicles,0
2017-12,GREEN MACHINE,Diesel,Light Goods Vehicles,0
2017-12,GUANGTAI,Diesel,Light Goods Vehicles,0
2017-12,HAMM,Diesel,Light Goods Vehicles,0
2017-12,HIGER,Diesel,Light Goods Vehicles,0
2017-12,HINO,Diesel,Light Goods Vehicles,0
2017-12,HOLDING,Diesel,Light Goods Vehicles,0
2017-12,HYUNDAI,Diesel,Light Goods Vehicles,1
2017-12,ISUZU,Diesel,Light Goods Vehicles,36
2017-12,IVECO,Diesel,Light Goods Vehicles,0
2017-12,JAC,Diesel,Light Goods Vehicles,0
2017-12,JEEP,Diesel,Light Goods Vehicles,1
2017-12,KALMAR,Diesel,Light Goods Vehicles,0
2017-12,KIA,Diesel,Light Goods Vehicles,4
2017-12,KING LONG,Diesel,Light Goods Vehicles,0
2017-12,KOMATSU,Diesel,Light Goods Vehicles,0
2017-12,LAND ROVER,Diesel,Light Goods Vehicles,1
2017-12,LEKTRO,Others,Light Goods Vehicles,0
2017-12,LIEBHERR,Diesel,Light Goods Vehicles,0
2017-12,MAN,Diesel,Light Goods Vehicles,0
2017-12,MANITOU,Diesel,Light Goods Vehicles,0
2017-12,MAXIMAL,Diesel,Light Goods Vehicles,0
2017-12,MAXUS,Diesel,Light Goods Vehicles,9
2017-12,MERCEDES BENZ,Diesel,Light Goods Vehicles,15
2017-12,MITSUBISHI,Diesel,Light Goods Vehicles,11
2017-12,NICHIYU,Others,Light Goods Vehicles,0
2017-12,NISSAN,Petrol,Light Goods Vehicles,26
2017-12,NISSAN,Diesel,Light Goods Vehicles,944
2017-12,OPEL,Diesel,Light Goods Vehicles,11
2017-12,PEUGEOT,Diesel,Light Goods Vehicles,9
2017-12,RENAULT,Diesel,Light Goods Vehicles,21
2017-12,RENAULT,Others,Light Goods Vehicles,0
2017-12,ROSENBAUER,Diesel,Light Goods Vehicles,0
2017-12,ROYAL,Diesel,Light Goods Vehicles,0
2017-12,SAKAI,Diesel,Light Goods Vehicles,0
2017-12,SC NEUSTAR,Diesel,Light Goods Vehicles,0
2017-12,SCANIA,Diesel,Light Goods Vehicles,0
2017-12,SCHOPF,Diesel,Light Goods Vehicles,0
2017-12,SHACMAN,Diesel,Light Goods Vehicles,0
2017-12,SSANGYONG,Diesel,Light Goods Vehicles,0
2017-12,SUZUKI,Petrol,Light Goods Vehicles,7
2017-12,T.C.M.,Diesel,Light Goods Vehicles,0
2017-12,T.C.M.,Others,Light Goods Vehicles,0
2017-12,TADANO FAUN,Diesel,Light Goods Vehicles,0
2017-12,TENNANT,Diesel,Light Goods Vehicles,1
2017-12,TLD,Diesel,Light Goods Vehicles,0
2017-12,TOYOTA,Petrol,Light Goods Vehicles,3
2017-12,TOYOTA,Diesel,Light Goods Vehicles,177
2017-12,TOYOTA,Others,Light Goods Vehicles,0
2017-12,UD TRUCKS,Diesel,Light Goods Vehicles,0
2017-12,UNICARRIERS,Diesel,Light Goods Vehicles,0
2017-12,VOGELE,Diesel,Light Goods Vehicles,0
2017-12,VOLKSWAGEN,Diesel,Light Goods Vehicles,8
2017-12,VOLVO,Diesel,Light Goods Vehicles,0
2017-12,WIRTGEN,Diesel,Light Goods Vehicles,0
2017-12,XCMG,Diesel,Light Goods Vehicles,0
2017-12,YALE,Diesel,Light Goods Vehicles,0
2017-12,YUTONG,Diesel,Light Goods Vehicles,0
2017-12,ZHONG TONG,Diesel,Light Goods Vehicles,0
2017-12,ALEXANDER DENNIS,Diesel,Heavy Goods Vehicles,0
2017-12,BEIBEN,Diesel,Heavy Goods Vehicles,0
2017-12,BOBCAT,Diesel,Heavy Goods Vehicles,1
2017-12,BYD,Others,Heavy Goods Vehicles,0
2017-12,CAMC,Diesel,Heavy Goods Vehicles,0
2017-12,CATERPILLAR,Diesel,Heavy Goods Vehicles,1
2017-12,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,0
2017-12,CITROEN,Diesel,Heavy Goods Vehicles,0
2017-12,COMBILIFT,Diesel,Heavy Goods Vehicles,0
2017-12,CVS FERRARI,Diesel,Heavy Goods Vehicles,0
2017-12,D.A.F.,Diesel,Heavy Goods Vehicles,2
2017-12,DAEWOO,Diesel,Heavy Goods Vehicles,0
2017-12,DULEVO,Diesel,Heavy Goods Vehicles,6
2017-12,EVERLIFT,Diesel,Heavy Goods Vehicles,0
2017-12,FIAT,Diesel,Heavy Goods Vehicles,0
2017-12,FIMAP,Diesel,Heavy Goods Vehicles,0
2017-12,FOTON,Diesel,Heavy Goods Vehicles,9
2017-12,FTBCI,Diesel,Heavy Goods Vehicles,0
2017-12,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,0
2017-12,GREEN MACHINE,Diesel,Heavy Goods Vehicles,0
2017-12,GUANGTAI,Diesel,Heavy Goods Vehicles,0
2017-12,HAMM,Diesel,Heavy Goods Vehicles,0
2017-12,HIGER,Diesel,Heavy Goods Vehicles,0
2017-12,HINO,Diesel,Heavy Goods Vehicles,46
2017-12,HOLDING,Diesel,Heavy Goods Vehicles,0
2017-12,HYUNDAI,Diesel,Heavy Goods Vehicles,0
2017-12,ISUZU,Diesel,Heavy Goods Vehicles,138
2017-12,IVECO,Diesel,Heavy Goods Vehicles,0
2017-12,JAC,Diesel,Heavy Goods Vehicles,6
2017-12,JEEP,Diesel,Heavy Goods Vehicles,0
2017-12,KALMAR,Diesel,Heavy Goods Vehicles,0
2017-12,KIA,Diesel,Heavy Goods Vehicles,0
2017-12,KING LONG,Diesel,Heavy Goods Vehicles,0
2017-12,KOMATSU,Diesel,Heavy Goods Vehicles,0
2017-12,LAND ROVER,Diesel,Heavy Goods Vehicles,0
2017-12,LEKTRO,Others,Heavy Goods Vehicles,0
2017-12,LIEBHERR,Diesel,Heavy Goods Vehicles,0
2017-12,MAN,Diesel,Heavy Goods Vehicles,0
2017-12,MANITOU,Diesel,Heavy Goods Vehicles,0
2017-12,MAXIMAL,Diesel,Heavy Goods Vehicles,0
2017-12,MAXUS,Diesel,Heavy Goods Vehicles,0
2017-12,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,1
2017-12,MITSUBISHI,Diesel,Heavy Goods Vehicles,162
2017-12,NICHIYU,Others,Heavy Goods Vehicles,1
2017-12,NISSAN,Petrol,Heavy Goods Vehicles,0
2017-12,NISSAN,Diesel,Heavy Goods Vehicles,0
2017-12,OPEL,Diesel,Heavy Goods Vehicles,0
2017-12,PEUGEOT,Diesel,Heavy Goods Vehicles,0
2017-12,RENAULT,Diesel,Heavy Goods Vehicles,0
2017-12,RENAULT,Others,Heavy Goods Vehicles,0
2017-12,ROSENBAUER,Diesel,Heavy Goods Vehicles,0
2017-12,ROYAL,Diesel,Heavy Goods Vehicles,0
2017-12,SAKAI,Diesel,Heavy Goods Vehicles,0
2017-12,SC NEUSTAR,Diesel,Heavy Goods Vehicles,0
2017-12,SCANIA,Diesel,Heavy Goods Vehicles,0
2017-12,SCHOPF,Diesel,Heavy Goods Vehicles,0
2017-12,SHACMAN,Diesel,Heavy Goods Vehicles,0
2017-12,SSANGYONG,Diesel,Heavy Goods Vehicles,0
2017-12,SUZUKI,Petrol,Heavy Goods Vehicles,0
2017-12,T.C.M.,Diesel,Heavy Goods Vehicles,0
2017-12,T.C.M.,Others,Heavy Goods Vehicles,1
2017-12,TADANO FAUN,Diesel,Heavy Goods Vehicles,0
2017-12,TENNANT,Diesel,Heavy Goods Vehicles,0
2017-12,TLD,Diesel,Heavy Goods Vehicles,0
2017-12,TOYOTA,Petrol,Heavy Goods Vehicles,0
2017-12,TOYOTA,Diesel,Heavy Goods Vehicles,32
2017-12,TOYOTA,Others,Heavy Goods Vehicles,8
2017-12,UD TRUCKS,Diesel,Heavy Goods Vehicles,13
2017-12,UNICARRIERS,Diesel,Heavy Goods Vehicles,5
2017-12,VOGELE,Diesel,Heavy Goods Vehicles,0
2017-12,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,0
2017-12,VOLVO,Diesel,Heavy Goods Vehicles,0
2017-12,WIRTGEN,Diesel,Heavy Goods Vehicles,0
2017-12,XCMG,Diesel,Heavy Goods Vehicles,0
2017-12,YALE,Diesel,Heavy Goods Vehicles,1
2017-12,YUTONG,Diesel,Heavy Goods Vehicles,0
2017-12,ZHONG TONG,Diesel,Heavy Goods Vehicles,0
2017-12,ALEXANDER DENNIS,Diesel,Very Heavy Goods Vehicles,0
2017-12,BEIBEN,Diesel,Very Heavy Goods Vehicles,3
2017-12,BOBCAT,Diesel,Very Heavy Goods Vehicles,0
2017-12,BYD,Others,Very Heavy Goods Vehicles,0
2017-12,CAMC,Diesel,Very Heavy Goods Vehicles,26
2017-12,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,0
2017-12,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,1
2017-12,CITROEN,Diesel,Very Heavy Goods Vehicles,0
2017-12,COMBILIFT,Diesel,Very Heavy Goods Vehicles,0
2017-12,CVS FERRARI,Diesel,Very Heavy Goods Vehicles,0
2017-12,D.A.F.,Diesel,Very Heavy Goods Vehicles,1
2017-12,DAEWOO,Diesel,Very Heavy Goods Vehicles,2
2017-12,DULEVO,Diesel,Very Heavy Goods Vehicles,0
2017-12,EVERLIFT,Diesel,Very Heavy Goods Vehicles,0
2017-12,FIAT,Diesel,Very Heavy Goods Vehicles,0
2017-12,FIMAP,Diesel,Very Heavy Goods Vehicles,0
2017-12,FOTON,Diesel,Very Heavy Goods Vehicles,0
2017-12,FTBCI,Diesel,Very Heavy Goods Vehicles,0
2017-12,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,0
2017-12,GREEN MACHINE,Diesel,Very Heavy Goods Vehicles,0
2017-12,GUANGTAI,Diesel,Very Heavy Goods Vehicles,0
2017-12,HAMM,Diesel,Very Heavy Goods Vehicles,0
2017-12,HIGER,Diesel,Very Heavy Goods Vehicles,0
2017-12,HINO,Diesel,Very Heavy Goods Vehicles,8
2017-12,HOLDING,Diesel,Very Heavy Goods Vehicles,2
2017-12,HYUNDAI,Diesel,Very Heavy Goods Vehicles,0
2017-12,ISUZU,Diesel,Very Heavy Goods Vehicles,13
2017-12,IVECO,Diesel,Very Heavy Goods Vehicles,7
