"Sector","Phase","Process","Year","Value","Unit","Mode"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","Taxi"
"Transportation","Fuel Use","Diesel",2019,92621842.0934581,"kg CO2 eq","Taxi"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","Taxi"
"Manufacturing","Vehicle production","Bus production, without battery",2005,10605902,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2005,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2005,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2005,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2005,70846028.7465753,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2005,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2005,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2005,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2005,285263069.21286,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2005,0,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2006,9035844,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2006,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2006,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2006,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2006,74799987.2574803,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2006,75829.5846922202,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2006,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2006,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2006,301183768.7964,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2006,242505.816,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2007,12656590,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2007,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2007,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2007,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2007,79208322.6270077,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2007,77370.8364136068,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2007,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2007,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2007,318934026.6426,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2007,247434.796,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2008,19417452,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2008,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2008,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2008,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2008,80735667.297618,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2008,75058.958831527,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2008,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2008,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2008,325083913.0398,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2008,240041.326,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2009,12272086,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2009,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2009,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2009,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2009,83030326.1164533,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2009,182730.804087594,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2009,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2009,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2009,334323406.4742,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2009,584379.8688,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2010,10125272,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2010,672,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2010,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2010,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2010,85554398.410043,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2010,284083.517285976,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2010,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2010,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2010,344486638.2336,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2010,908509.5936,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2011,13073136,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2011,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2011,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2011,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2011,89330410.7463107,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2011,130451.545698161,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2011,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2011,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2011,359690833.6908,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2011,417188.8672,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2012,1570058,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2012,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2012,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2012,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2012,83604512.5705472,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2012,129711.744871895,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2012,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2012,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2012,336635380.668,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2012,414822.9568,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2013,32042,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2013,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2013,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2013,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2013,75456954.3565616,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2013,95804.2070013905,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2013,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2013,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2013,303829061.0502,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2013,306385.3968,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2014,3396452,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2014,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2014,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2014,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2014,71047017.6308896,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2014,100612.912372117,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2014,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2014,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2014,286072355.3088,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2014,321763.8144,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2015,4774258,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2015,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2015,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2015,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2015,52813712.3814164,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2015,40041.7197216236,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2015,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2015,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2015,212655556.8039,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2015,128054.9004,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2016,3909124,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2016,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2016,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2016,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2016,47598291.3076521,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2016,39209.4437920749,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2016,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2016,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2016,191655550.8888,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2016,125393.2512,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2017,320420,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2017,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2017,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2017,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2017,42949791.0805975,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2017,39764.294411774,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2017,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2017,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2017,172938264.042,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2017,127167.684,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2018,2242940,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2018,47376,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2018,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2018,34380.008,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2018,40305006.0440139,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2018,39856.7695150572,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2018,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2018,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2018,162288979.8084,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2018,127463.4228,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2019,7273534,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Battery production",2019,48720,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Gasoline",2019,0,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Electricity",2019,68760.016,"kg CO2 eq","Private bus"
"Energy","Fuel Production","Diesel",2019,39628072.8538978,"kg CO2 eq","Private bus"
"Energy","Fuel Production","CNG",2019,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Gasoline",2019,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","Diesel",2019,159563293.6566,"kg CO2 eq","Private bus"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","Private bus"
"Manufacturing","Vehicle production","Bus production, without battery",2005,7465786,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2005,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2005,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2005,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2005,48536202.3107615,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2005,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2005,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2005,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2005,195432069.857175,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2005,0,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2006,13361514,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2006,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2006,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2006,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2006,51230912.9593353,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2006,55978.262520761,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2006,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2006,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2006,206282380.6488,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2006,179020.5536,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2007,9388306,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2007,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2007,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2007,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2007,54873253.6780725,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2007,57704.4644487139,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2007,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2007,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2007,220948344.4428,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2007,184541.0112,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2008,19257242,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2008,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2008,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2008,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2008,56095530.5417809,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2008,54252.060592808,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2008,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2008,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2008,225869868.708,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2008,173500.096,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2009,19289284,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2009,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2009,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2009,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2009,65333648.761478,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2009,146110.663187449,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2009,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2009,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2009,263067351.8094,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2009,467267.304,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2010,19833998,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2010,672,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2010,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2010,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2010,71411045.4876053,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2010,223789.749945333,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2010,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2010,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2010,287538121.3584,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2010,715687.896,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2011,24800508,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2011,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2011,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2011,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2011,80804662.5331382,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2011,123300.137710927,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2011,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2011,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2011,325361723.85,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2011,394318.4,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2012,22333274,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2012,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2012,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2012,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2012,93371122.4301848,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2012,150641.943248325,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2012,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2012,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2012,375960846.8043,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2012,481758.5052,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2013,24351920,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2013,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2013,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2013,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2013,99651724.5412231,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2013,150087.092628626,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2013,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2013,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2013,401249827.2369,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2013,479984.0724,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2014,28933926,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2014,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2014,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2014,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2014,104168330.525441,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2014,115223.978690861,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2014,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2014,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2014,419436039.0582,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2014,368490.5448,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2015,30439900,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2015,672,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2015,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2015,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2015,109825481.190814,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2015,112418.900557938,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2015,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2015,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2015,442214678.7414,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2015,359519.8012,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2016,31977916,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2016,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2016,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2016,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2016,112177553.118026,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2016,106592.969051097,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2016,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2016,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2016,451685347.3002,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2016,340888.2568,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2017,36175418,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2017,45360,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2017,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2017,41798.432,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2017,129347376.632844,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2017,113066.22628092,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2017,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2017,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2017,520820013.5664,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2017,361589.9728,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2018,16950218,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2018,52080,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2018,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2018,71472.128,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2018,113672427.821636,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2018,96667.307965367,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2018,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2018,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2018,457704492.672,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2018,309145.6256,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2019,19481536,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Battery production",2019,145488,"kg CO2 eq","School bus"
"Energy","Fuel Production","Gasoline",2019,0,"kg CO2 eq","School bus"
"Energy","Fuel Production","Electricity",2019,178680.32,"kg CO2 eq","School bus"
"Energy","Fuel Production","Diesel",2019,117852420.809517,"kg CO2 eq","School bus"
"Energy","Fuel Production","CNG",2019,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Gasoline",2019,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","School bus"
"Transportation","Fuel Use","Diesel",2019,474535324.9728,"kg CO2 eq","School bus"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","School bus"
"Manufacturing","Vehicle production","Bus production, without battery",2005,7273534,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2005,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2005,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2005,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2005,85306871.0108909,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2005,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2005,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2005,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2005,343489963.799681,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2005,0,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2006,9965062,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2006,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2006,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2006,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2006,86338062.2612343,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2006,99113.5208031629,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2006,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2006,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2006,347642077.703915,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2006,316968.704715456,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2007,4742216,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2007,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2007,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2007,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2007,88619793.3252942,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2007,75815.3360024163,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2007,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2007,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2007,356829517.253707,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2007,242460.248163095,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2008,10093230,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2008,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2008,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2008,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2008,86890756.0690799,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2008,72460.9139150439,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2008,0,"kg CO2 eq","Public bus"
