"Sector","Phase","Process","Year","Value","Unit","Mode"
"Transportation","Fuel Use","Electricity",2008,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2008,349867511.292083,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2008,231732.6822822,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2009,12912926,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2009,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2009,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2009,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2009,89078699.8721488,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2009,189137.442664521,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2009,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2009,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2009,358677314.404143,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2009,604868.535884499,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2010,5895728,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2010,672,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2010,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2010,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2010,88275513.6150394,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2010,284975.166831198,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2010,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2010,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2010,355443267.543561,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2010,911361.121818538,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2011,12560464,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2011,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2011,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2011,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2011,86358088.0614528,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2011,134498.279756406,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2011,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2011,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2011,347722712.022236,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2011,430130.472365224,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2012,12592506,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2012,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2012,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2012,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2012,86055031.3728131,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2012,131112.604369174,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2012,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2012,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2012,346502447.701478,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2012,419302.957275641,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2013,21660392,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2013,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2013,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2013,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2013,90509915.5804856,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2013,127122.042446348,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2013,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2013,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2013,364440135.452678,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2013,406540.992676714,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2014,21692434,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2014,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2014,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2014,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2014,94953181.1981271,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2014,128075.266737908,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2014,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2014,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2014,382331040.699468,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2014,409589.43921106,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2015,22333274,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2015,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2015,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2015,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2015,94958291.136837,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2015,79826.5609798432,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2015,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2015,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2015,382351615.978361,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2015,255288.293974749,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2016,23262492,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2016,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2016,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2016,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2016,96017448.989468,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2016,94550.715013245,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2016,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2016,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2016,386616338.012438,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2016,302376.68306817,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2017,17206554,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2017,45360,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2017,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2017,47406.545902204,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2017,96155065.7052633,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2017,91597.4080793856,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2017,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2017,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2017,387170454.699249,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2017,292931.898281323,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2018,9356264,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2018,4704,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2018,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2018,47495.5429137607,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2018,97455584.5029348,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2018,91769.3652517606,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2018,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2018,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2018,392407021.806205,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2018,293481.8236775,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Bus production, without battery",2019,6312274,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Battery production",2019,96096,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Gasoline",2019,0,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Electricity",2019,140372.295345326,"kg CO2 eq","Public bus"
"Energy","Fuel Production","Diesel",2019,95872851.3748255,"kg CO2 eq","Public bus"
"Energy","Fuel Production","CNG",2019,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Gasoline",2019,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","Diesel",2019,386034112.585219,"kg CO2 eq","Public bus"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","Public bus"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2005,4751824,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2005,168,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2005,28210964.7481725,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2005,181.204576,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2005,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2005,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2005,100197672.170967,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2005,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2005,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2005,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2006,9577736,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2006,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2006,28858121.7076294,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2006,181.0592,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2006,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2006,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2006,102496197.636,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2006,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2006,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2006,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2007,3682056,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2007,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2007,29396987.1013575,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2007,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2007,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2007,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2007,104410100.9196,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2007,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2007,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2007,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2008,3967824,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2008,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2008,28688490.6657791,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2008,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2008,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2008,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2008,101893714.3224,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2008,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2008,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2008,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2009,3404520,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2009,672,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2009,28677581.4015347,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2009,697.8048,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2009,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2009,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2009,101854967.5836,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2009,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2009,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2009,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2010,3294760,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2010,504,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2010,29518148.5256535,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2010,1248.912,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2010,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2010,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2010,104840433.3375,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2010,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2010,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2010,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2011,2927848,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2011,168,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2011,28980588.1459796,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2011,1416.7552,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2011,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2011,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2011,102931165.1088,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2011,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2011,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2011,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2012,3119928,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2012,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2012,28291597.142307,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2012,1406.1824,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2012,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2012,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2012,100484056.4994,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2012,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2012,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2012,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2013,4302984,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2013,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2013,27636647.8533679,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2013,1022.9184,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2013,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2013,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2013,98157854.7999,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2013,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2013,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2013,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2014,3343760,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2014,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2014,27441223.8545607,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2014,676.6592,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2014,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2014,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2014,97463761.92,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2014,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2014,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2014,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2015,3301424,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2015,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2015,27227813.2286004,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2015,507.4944,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2015,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2015,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2015,96705785.4336,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2015,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2015,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2015,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2016,4931360,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2016,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2016,27914063.5542932,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2016,523.3536,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2016,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2016,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2016,99143159.9004,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2016,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2016,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2016,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2017,3529568,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2017,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2017,27691632.1485902,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2017,523.3536,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2017,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2017,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2017,98353144.0584,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2017,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2017,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2017,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2018,2237144,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2018,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2018,26410871.4613028,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2018,515.424,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2018,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2018,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2018,93804230.52,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2018,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2018,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2018,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Motorcycle production, without battery",2019,8341368,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2019,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Gasoline",2019,27097198.9891923,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Electricity",2019,515.424,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","Diesel",2019,0,"kg CO2 eq","Motorcycle"
"Energy","Fuel Production","CNG",2019,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Gasoline",2019,96241879.188,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Electricity",2019,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","Diesel",2019,0,"kg CO2 eq","Motorcycle"
"Transportation","Fuel Use","CNG",2019,0,"kg CO2 eq","Motorcycle"
"Manufacturing","Vehicle production","Battery production",2005,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2005,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2005,35472267.684,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2005,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2005,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2005,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2005,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2005,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2005,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2006,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2006,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2006,35300904.072,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2006,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2006,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2006,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2006,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2006,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2006,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2007,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2007,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2007,36157722.132,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2007,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2007,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2007,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2007,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2007,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2007,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2008,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2008,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2008,38728176.312,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2008,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2008,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2008,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2008,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2008,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2008,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2009,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2009,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2009,42283766,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2009,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2009,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2009,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2009,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2009,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2009,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2010,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2010,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2010,47538447.6,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2010,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2010,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2010,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2010,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2010,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2010,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2011,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2011,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2011,52699295.6,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2011,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2011,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2011,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2011,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2011,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2011,0,"kg CO2 eq","MRT"
"Manufacturing","Vehicle production","Battery production",2012,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Gasoline",2012,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","Electricity",2012,62145993.28,"kg CO2 eq","MRT"
"Energy","Fuel Production","Diesel",2012,0,"kg CO2 eq","MRT"
"Energy","Fuel Production","CNG",2012,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Gasoline",2012,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Electricity",2012,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","Diesel",2012,0,"kg CO2 eq","MRT"
"Transportation","Fuel Use","CNG",2012,0,"kg CO2 eq","MRT"
